"st1","st2","st3","t_fin1","t_fin2","t_fin3","condition"
0,0,0,19,25,61,"standard"
0,0,0,563,11,562,"standard"
0,0,0,2,3,26,"standard"
0,0,0,255,90,250,"standard"
0,0,0,7,62,11,"standard"
0,0,0,178,181,186,"standard"
0,410,376,801,1000,1000,"standard"
0,0,0,7,284,277,"standard"
0,0,0,585,584,39,"standard"
0,0,0,10,10,62,"standard"
0,0,0,853,858,8,"standard"
0,0,0,19,34,34,"standard"
0,0,0,42,37,35,"standard"
0,0,0,16,18,22,"standard"
0,0,0,9,7,17,"standard"
0,0,0,173,159,3,"standard"
0,0,0,27,5,35,"standard"
0,0,0,16,15,14,"standard"
0,0,0,380,381,245,"standard"
92,88,416,1000,1000,1000,"standard"
0,0,0,31,266,270,"standard"
0,0,0,8,2,7,"standard"
0,0,0,54,53,53,"standard"
408,0,600,1000,440,1000,"standard"
0,0,0,5,4,8,"standard"
0,0,0,2,5,2,"standard"
0,0,0,106,46,2,"standard"
0,0,0,966,968,7,"standard"
0,0,0,15,4,15,"standard"
0,0,0,24,19,22,"standard"
0,0,0,67,67,28,"standard"
0,0,0,583,2,615,"standard"
0,0,0,23,31,55,"standard"
0,0,0,598,576,101,"standard"
0,0,0,59,7,8,"standard"
0,0,0,2,49,53,"standard"
0,0,0,117,167,166,"standard"
0,0,0,22,15,15,"standard"
0,0,0,26,23,28,"standard"
0,0,0,154,203,203,"standard"
0,0,0,14,7,3,"standard"
0,0,0,13,9,5,"standard"
0,0,0,17,23,2,"standard"
0,0,0,78,10,732,"standard"
0,0,0,400,77,439,"standard"
0,0,0,203,203,23,"standard"
0,0,0,157,71,70,"standard"
0,0,0,35,45,14,"standard"
0,0,0,80,4,79,"standard"
0,0,0,4,596,262,"standard"
0,0,0,721,13,721,"standard"
0,0,0,786,746,786,"standard"
0,0,0,33,21,25,"standard"
0,0,0,13,4,12,"standard"
0,0,0,3,9,52,"standard"
0,0,0,36,2,8,"standard"
0,0,0,158,6,271,"standard"
0,0,0,54,98,2,"standard"
0,0,0,4,3,10,"standard"
0,0,0,182,180,10,"standard"
0,0,0,24,23,2,"standard"
0,0,0,11,9,9,"standard"
0,0,0,22,21,22,"standard"
0,0,0,77,77,84,"standard"
0,0,0,8,8,9,"standard"
0,0,0,37,66,36,"standard"
0,0,0,2,2,3,"standard"
0,0,0,3,3,59,"standard"
0,65,196,2,1000,1000,"standard"
0,0,0,2,59,55,"standard"
0,0,0,32,57,29,"standard"
0,0,0,30,42,46,"standard"
0,0,0,5,13,2,"standard"
0,0,0,8,10,8,"standard"
0,0,0,417,382,415,"standard"
0,0,0,7,23,13,"standard"
0,0,0,127,6,5,"standard"
0,0,0,119,54,120,"standard"
0,0,0,12,16,6,"standard"
0,0,0,37,23,5,"standard"
0,0,0,312,883,878,"standard"
0,0,0,41,50,55,"standard"
0,0,0,5,24,34,"standard"
0,0,0,3,55,33,"standard"
0,0,0,7,5,2,"standard"
0,0,0,28,46,38,"standard"
0,0,0,21,50,62,"standard"
0,0,0,12,7,5,"standard"
0,0,0,10,8,5,"standard"
0,0,0,11,12,15,"standard"
0,0,0,3,3,3,"standard"
0,0,0,77,53,16,"standard"
0,0,0,246,749,748,"standard"
0,0,0,2,77,108,"standard"
0,0,0,14,40,37,"standard"
0,0,0,28,12,11,"standard"
0,0,0,11,42,21,"standard"
0,0,0,259,137,266,"standard"
0,0,0,437,23,456,"standard"
0,0,0,18,16,20,"standard"
0,0,0,30,34,55,"standard"
0,0,0,55,33,37,"standard"
0,0,0,53,42,8,"standard"
0,0,0,2,101,31,"standard"
0,0,0,110,110,6,"standard"
440,211,0,1000,1000,6,"standard"
0,0,0,15,7,4,"standard"
0,0,0,205,132,219,"standard"
0,0,0,16,105,19,"standard"
0,0,0,16,2,2,"standard"
0,0,0,8,466,455,"standard"
0,0,0,60,69,57,"standard"
0,0,0,5,10,8,"standard"
0,0,0,3,3,6,"standard"
0,0,281,10,344,1000,"standard"
0,0,0,566,562,569,"standard"
0,0,0,7,272,6,"standard"
0,0,0,671,897,673,"standard"
0,0,97,844,844,1000,"standard"
0,0,0,954,982,974,"standard"
0,0,0,30,41,32,"standard"
0,0,0,5,2,10,"standard"
0,0,0,7,17,13,"standard"
0,0,0,4,9,7,"standard"
0,0,0,13,6,6,"standard"
0,0,0,42,10,43,"standard"
0,0,0,12,9,6,"standard"
0,0,0,11,10,5,"standard"
0,0,0,15,16,16,"standard"
0,0,0,5,4,16,"standard"
0,0,0,251,276,42,"standard"
0,0,0,9,9,9,"standard"
0,0,0,740,732,7,"standard"
0,0,0,36,5,164,"standard"
0,0,0,24,8,14,"standard"
0,0,0,231,238,336,"standard"
0,0,0,46,46,14,"standard"
0,0,0,44,30,54,"standard"
0,0,0,11,34,34,"standard"
0,0,0,6,6,2,"standard"
0,0,0,29,3,4,"standard"
0,0,0,2,11,7,"standard"
0,0,0,189,191,52,"standard"
0,0,0,2,2,59,"standard"
0,0,0,407,5,407,"standard"
0,182,438,269,1000,1000,"standard"
0,0,0,46,68,70,"standard"
0,0,0,770,755,39,"standard"
73,147,195,1000,1000,1000,"standard"
0,0,0,18,17,8,"standard"
0,0,0,164,37,37,"standard"
0,0,0,9,3,5,"standard"
0,0,0,17,17,9,"standard"
0,0,0,332,233,332,"standard"
0,0,0,8,6,5,"standard"
0,0,0,26,50,682,"standard"
0,0,0,448,91,446,"standard"
0,0,0,7,462,482,"standard"
68,228,0,1000,1000,987,"standard"
0,0,0,85,75,53,"standard"
0,0,0,437,265,568,"standard"
0,0,0,24,2,10,"standard"
0,0,0,151,4,161,"standard"
0,0,0,5,75,18,"standard"
0,0,0,8,14,14,"standard"
0,0,0,22,2,21,"standard"
0,0,0,549,13,20,"standard"
0,0,0,9,24,12,"standard"
0,0,0,47,65,86,"standard"
0,0,0,9,7,8,"standard"
0,0,0,450,112,449,"standard"
0,0,0,147,179,176,"standard"
0,0,0,486,485,477,"standard"
0,0,0,34,689,38,"standard"
0,0,0,7,6,11,"standard"
0,0,0,30,21,28,"standard"
0,0,0,26,14,47,"standard"
0,0,0,16,48,10,"standard"
0,0,0,17,10,3,"standard"
0,0,0,109,149,141,"standard"
0,0,0,18,30,2,"standard"
0,0,0,167,385,384,"standard"
91,0,435,1000,4,1000,"standard"
0,0,0,702,75,703,"standard"
0,0,0,14,14,8,"standard"
0,0,0,64,65,66,"standard"
0,0,0,698,700,209,"standard"
0,0,0,25,10,15,"standard"
0,0,0,904,894,7,"standard"
0,0,0,7,13,8,"standard"
229,0,244,1000,72,1000,"standard"
0,0,0,11,19,16,"standard"
0,0,0,3,163,771,"standard"
0,0,0,16,42,50,"standard"
0,0,0,6,119,7,"standard"
0,0,0,11,14,12,"standard"
0,0,0,4,4,18,"standard"
0,0,0,16,37,13,"standard"
0,0,0,6,6,2,"standard"
0,0,0,71,351,113,"standard"
72,98,600,1000,1000,1000,"standard"
0,0,0,51,10,47,"standard"
0,0,0,546,529,537,"standard"
0,0,0,256,146,284,"standard"
0,0,0,17,34,16,"standard"
0,0,0,38,177,187,"standard"
0,0,0,6,13,13,"standard"
0,0,0,54,43,43,"standard"
0,0,0,25,21,23,"standard"
0,210,114,90,1000,1000,"standard"
0,0,0,7,10,5,"standard"
0,0,0,12,9,7,"standard"
0,0,0,426,35,419,"standard"
0,0,0,30,33,37,"standard"
0,0,0,35,240,162,"standard"
0,0,0,233,5,236,"standard"
0,0,0,180,100,14,"standard"
0,0,0,39,26,40,"standard"
0,0,0,5,70,69,"standard"
0,0,0,37,12,38,"standard"
0,0,0,5,58,51,"standard"
0,0,0,3,66,3,"standard"
0,314,107,461,1000,1000,"standard"
0,0,0,106,782,780,"standard"
0,0,0,98,92,94,"standard"
0,0,0,2,17,5,"standard"
0,0,0,5,7,3,"standard"
0,0,0,429,188,424,"standard"
0,0,0,57,67,68,"standard"
0,0,0,3,14,17,"standard"
0,0,0,3,6,9,"standard"
0,0,0,19,19,23,"standard"
0,0,0,329,37,329,"standard"
343,79,233,1000,1000,1000,"standard"
0,0,0,27,19,11,"standard"
0,0,0,6,38,41,"standard"
0,0,0,37,52,30,"standard"
249,537,368,1000,1000,1000,"standard"
0,0,0,22,19,7,"standard"
0,0,0,20,11,8,"standard"
0,0,0,7,17,6,"standard"
0,0,0,10,12,13,"standard"
0,0,0,205,204,2,"standard"
0,0,0,18,4,15,"standard"
0,0,0,8,6,7,"standard"
0,0,0,43,14,13,"standard"
0,0,0,48,46,51,"standard"
0,0,0,29,25,41,"standard"
0,0,0,23,3,11,"standard"
0,0,0,652,184,643,"standard"
0,0,0,689,127,734,"standard"
0,0,0,17,13,15,"standard"
0,0,0,23,12,23,"standard"
0,0,0,273,596,596,"standard"
0,184,203,672,1000,1000,"standard"
0,0,0,10,9,9,"standard"
0,0,0,17,20,24,"standard"
0,0,0,27,31,14,"standard"
0,0,0,13,5,12,"standard"
0,0,0,49,49,49,"standard"
0,0,0,17,9,11,"standard"
0,0,0,875,755,874,"standard"
0,0,0,50,31,30,"standard"
0,0,0,17,4,14,"standard"
0,0,0,106,108,56,"standard"
0,0,0,93,77,3,"standard"
0,0,0,33,57,6,"standard"
275,98,0,1000,1000,68,"standard"
0,0,0,245,2,284,"standard"
0,0,0,20,25,21,"standard"
0,0,0,38,35,45,"standard"
0,0,0,3,238,242,"standard"
0,0,0,34,6,6,"standard"
0,0,0,2,608,802,"standard"
0,105,204,5,1000,1000,"standard"
0,0,0,8,45,39,"standard"
0,0,0,14,14,18,"standard"
0,0,0,6,60,75,"standard"
0,0,0,2,20,35,"standard"
0,0,0,3,2,3,"standard"
0,0,0,51,49,9,"standard"
0,0,0,101,17,17,"standard"
0,0,0,74,76,70,"standard"
71,225,0,1000,1000,44,"standard"
0,0,0,79,97,98,"standard"
106,600,134,1000,1000,1000,"standard"
0,0,107,983,97,1000,"standard"
0,0,0,44,11,13,"standard"
0,0,0,42,42,42,"standard"
0,0,0,53,160,71,"standard"
0,0,0,6,7,50,"standard"
97,0,167,1000,3,1000,"standard"
0,0,0,729,604,736,"standard"
0,0,0,2,139,139,"standard"
0,0,144,4,972,1000,"standard"
0,0,0,11,17,55,"standard"
0,0,0,19,48,48,"standard"
0,0,0,6,6,12,"standard"
217,0,600,1000,2,1000,"standard"
0,0,0,52,48,29,"standard"
0,0,0,65,17,15,"standard"
0,0,0,522,29,513,"standard"
0,0,0,10,192,230,"standard"
0,0,0,171,839,847,"standard"
0,0,0,9,84,94,"standard"
0,0,0,7,6,36,"standard"
0,0,0,30,30,6,"standard"
83,0,117,1000,243,1000,"standard"
0,0,0,11,7,8,"standard"
0,0,0,19,99,105,"standard"
0,0,0,5,2,3,"standard"
0,0,0,16,11,3,"standard"
0,0,0,5,6,43,"standard"
0,0,0,379,385,17,"standard"
0,0,0,358,343,349,"standard"
0,0,0,410,448,427,"standard"
0,0,0,2,48,3,"standard"
0,0,0,20,18,7,"standard"
0,0,0,102,49,14,"standard"
0,0,0,207,208,67,"standard"
0,0,0,32,27,17,"standard"
0,0,0,15,61,14,"standard"
0,0,0,269,8,9,"standard"
0,0,0,105,18,124,"standard"
0,0,0,27,50,58,"standard"
82,0,379,1000,62,1000,"standard"
0,0,0,20,23,22,"standard"
0,0,0,31,14,7,"standard"
0,0,0,6,229,251,"standard"
0,0,0,155,153,161,"standard"
0,0,0,6,159,161,"standard"
0,0,0,7,572,39,"standard"
336,112,0,1000,1000,105,"standard"
314,0,384,1000,26,1000,"standard"
0,0,0,360,358,9,"standard"
0,0,0,169,180,174,"standard"
0,0,0,649,40,165,"standard"
0,600,0,49,1000,5,"standard"
0,0,0,24,10,28,"standard"
0,86,341,110,1000,1000,"standard"
0,0,0,7,41,12,"standard"
0,0,0,4,4,2,"standard"
76,0,236,1000,527,1000,"standard"
0,0,0,5,17,4,"standard"
0,0,0,55,4,61,"standard"
0,0,0,9,17,2,"standard"
0,0,0,14,10,181,"standard"
0,0,0,43,49,46,"standard"
0,0,0,52,25,58,"standard"
0,0,0,346,342,184,"standard"
0,0,0,31,3,28,"standard"
0,0,0,643,638,15,"standard"
178,185,380,1000,1000,1000,"standard"
0,0,0,33,32,32,"standard"
0,0,0,162,137,164,"standard"
0,0,0,3,4,10,"standard"
0,0,0,521,3,7,"standard"
0,0,0,9,10,28,"standard"
0,0,0,11,14,12,"standard"
0,0,0,23,19,22,"standard"
0,0,0,770,15,801,"standard"
0,0,0,31,27,8,"standard"
0,0,0,2,46,48,"standard"
0,0,0,821,814,418,"standard"
0,0,0,14,10,10,"standard"
0,0,0,160,160,151,"standard"
0,0,0,242,660,891,"standard"
0,0,0,13,25,3,"standard"
0,0,0,15,15,36,"standard"
469,0,406,1000,24,1000,"standard"
0,0,0,69,54,72,"standard"
0,0,0,627,300,296,"standard"
0,0,0,569,575,19,"standard"
0,0,0,16,4,20,"standard"
0,0,0,9,349,350,"standard"
0,0,0,47,325,312,"standard"
0,0,0,743,209,745,"standard"
0,0,0,37,82,252,"standard"
0,0,0,5,5,21,"standard"
0,121,251,595,1000,1000,"standard"
75,0,113,1000,70,1000,"standard"
0,0,0,8,2,52,"standard"
130,571,219,1000,1000,1000,"standard"
0,0,0,3,8,2,"standard"
0,0,0,3,2,4,"standard"
0,0,0,8,6,3,"standard"
0,0,0,7,9,2,"standard"
100,359,0,1000,1000,618,"standard"
0,0,0,24,24,13,"standard"
0,0,0,50,50,6,"standard"
0,0,0,322,97,161,"standard"
0,0,0,47,24,23,"standard"
0,0,0,15,138,139,"standard"
0,0,0,20,12,13,"standard"
0,0,0,3,66,65,"standard"
0,0,0,2,246,2,"standard"
0,0,0,4,5,54,"standard"
0,0,0,10,33,35,"standard"
0,0,0,26,3,23,"standard"
0,0,0,6,12,5,"standard"
0,0,0,14,14,18,"standard"
143,0,264,1000,22,1000,"standard"
0,0,0,135,129,2,"standard"
212,131,0,1000,1000,251,"standard"
0,0,0,8,20,5,"standard"
0,0,0,6,9,7,"standard"
0,0,0,11,57,4,"standard"
0,0,0,258,390,407,"standard"
0,0,0,271,549,544,"standard"
0,0,0,46,21,48,"standard"
0,0,0,116,35,34,"standard"
0,0,0,656,654,71,"standard"
0,0,0,7,13,19,"standard"
0,0,0,2,8,4,"standard"
0,0,0,66,65,556,"standard"
0,0,0,607,579,600,"standard"
0,0,0,3,10,8,"standard"
0,0,0,15,114,119,"standard"
0,0,0,52,54,53,"standard"
0,0,0,49,52,56,"standard"
0,0,0,10,76,77,"standard"
0,0,0,33,37,22,"standard"
0,0,0,105,101,71,"standard"
0,0,0,57,60,27,"standard"
0,0,0,223,242,241,"standard"
0,0,0,833,827,9,"standard"
0,0,0,3,24,3,"standard"
0,0,0,2,48,17,"standard"
0,0,0,17,30,30,"standard"
0,0,0,10,20,20,"standard"
0,354,188,131,1000,1000,"standard"
0,0,0,33,16,12,"standard"
0,0,0,129,137,51,"standard"
0,0,0,4,9,9,"standard"
0,0,0,64,65,74,"standard"
0,0,0,415,2,10,"standard"
0,0,0,223,327,332,"standard"
0,0,0,100,102,103,"standard"
0,0,0,457,15,457,"standard"
0,0,0,164,18,3,"standard"
0,0,0,36,35,39,"standard"
0,0,0,32,20,34,"standard"
0,0,0,6,5,7,"standard"
0,0,0,70,220,71,"standard"
0,0,0,19,222,221,"standard"
0,0,0,2,3,70,"standard"
0,0,0,67,85,85,"standard"
0,107,257,650,1000,1000,"standard"
0,0,0,16,15,18,"standard"
0,0,0,158,156,51,"standard"
0,0,0,12,43,40,"standard"
0,264,136,716,1000,1000,"standard"
0,0,0,28,30,28,"standard"
0,0,0,37,5,44,"standard"
0,0,0,25,514,507,"standard"
0,0,0,60,29,68,"standard"
0,0,0,23,283,282,"standard"
0,89,155,84,1000,1000,"standard"
0,0,0,14,3,22,"standard"
0,309,274,476,1000,1000,"standard"
0,0,0,140,145,77,"standard"
0,0,0,10,8,9,"standard"
0,0,0,10,20,3,"standard"
0,0,0,47,38,21,"standard"
0,0,0,44,6,45,"standard"
0,0,0,13,19,12,"standard"
0,0,0,14,11,7,"standard"
0,0,0,330,22,209,"standard"
0,0,0,2,10,34,"standard"
0,0,0,168,2,2,"standard"
0,0,0,21,20,7,"standard"
0,0,0,16,16,17,"standard"
0,0,0,802,943,805,"standard"
0,0,0,26,9,27,"standard"
0,0,0,4,3,2,"standard"
0,0,0,10,12,5,"standard"
0,0,0,26,30,7,"standard"
0,0,0,4,395,396,"standard"
97,111,0,1000,1000,4,"standard"
0,0,0,884,887,548,"standard"
0,0,0,4,19,8,"standard"
0,0,0,14,7,9,"standard"
0,0,0,316,48,316,"standard"
0,0,0,30,2,4,"standard"
0,0,0,318,12,318,"standard"
0,0,0,23,21,14,"standard"
0,562,0,40,1000,39,"standard"
0,0,0,14,45,9,"standard"
0,0,0,96,9,94,"standard"
0,0,0,30,24,15,"standard"
0,0,0,235,229,84,"standard"
0,0,0,8,14,10,"standard"
0,0,0,6,29,22,"standard"
0,0,0,10,8,15,"standard"
0,0,0,750,821,5,"standard"
0,0,0,256,724,698,"standard"
0,0,0,72,67,11,"standard"
0,0,0,10,7,7,"standard"
0,0,0,15,10,15,"standard"
0,0,0,184,2,186,"standard"
0,0,0,12,19,18,"standard"
0,0,0,26,8,9,"standard"
0,0,0,16,29,16,"standard"
0,0,0,18,29,22,"standard"
404,0,509,1000,27,1000,"standard"
0,0,0,187,187,245,"standard"
0,0,92,6,988,1000,"standard"
0,0,0,361,177,179,"standard"
0,0,0,18,5,38,"standard"
0,0,0,5,2,25,"standard"
0,0,0,74,9,74,"standard"
0,0,0,80,17,4,"standard"
0,0,0,70,17,77,"standard"
0,0,0,28,29,15,"standard"
0,0,0,164,137,212,"standard"
0,0,0,75,869,884,"standard"
103,0,398,1000,220,1000,"standard"
0,351,192,10,1000,1000,"standard"
0,0,0,27,3,10,"standard"
0,0,0,332,8,333,"standard"
204,0,262,1000,9,1000,"standard"
0,0,0,31,53,8,"standard"
0,0,0,991,116,981,"standard"
400,65,0,1000,1000,242,"standard"
0,0,0,4,10,4,"standard"
70,0,149,1000,235,1000,"standard"
0,0,0,41,176,16,"standard"
0,0,0,99,3,3,"standard"
0,0,0,55,63,8,"standard"
0,0,0,548,543,487,"standard"
0,0,0,4,5,2,"standard"
0,0,0,11,11,3,"standard"
0,0,0,362,366,40,"standard"
0,0,0,363,791,784,"standard"
0,0,0,3,6,7,"standard"
0,0,0,2,55,55,"standard"
0,0,0,516,510,516,"standard"
0,0,0,153,823,822,"standard"
0,0,0,75,5,62,"standard"
0,0,0,23,23,19,"standard"
0,0,0,10,7,9,"standard"
0,0,0,72,201,195,"standard"
0,0,0,13,3,12,"standard"
0,0,0,9,6,9,"standard"
0,0,0,8,21,4,"standard"
0,0,0,4,3,17,"standard"
0,0,0,16,8,19,"standard"
0,0,0,21,21,16,"standard"
0,356,553,7,1000,1000,"standard"
0,0,0,176,4,247,"standard"
0,0,0,91,7,4,"standard"
0,0,0,14,12,13,"standard"
0,0,0,17,13,3,"standard"
0,0,0,13,4,3,"standard"
0,0,0,102,2,95,"standard"
0,0,0,506,521,516,"standard"
0,0,0,17,3,19,"standard"
0,0,0,40,44,18,"standard"
0,0,0,300,33,311,"standard"
0,0,0,152,2,152,"standard"
0,0,0,10,10,24,"standard"
0,0,0,23,47,23,"standard"
0,0,0,483,431,430,"standard"
0,0,0,70,76,13,"standard"
0,0,0,18,6,5,"standard"
0,0,0,14,20,52,"standard"
0,0,0,34,30,3,"standard"
0,0,0,93,93,93,"standard"
0,0,0,472,479,16,"standard"
0,0,0,16,17,17,"standard"
0,0,0,15,27,72,"standard"
0,0,0,6,5,5,"standard"
0,0,0,29,2,30,"standard"
0,0,0,8,11,21,"standard"
0,0,0,19,35,139,"standard"
72,0,0,1000,997,3,"standard"
0,0,0,6,178,207,"standard"
0,0,0,217,2,127,"standard"
0,0,0,82,81,81,"standard"
0,106,128,5,1000,1000,"standard"
0,0,0,13,8,9,"standard"
0,0,0,28,27,28,"standard"
0,0,0,5,4,99,"standard"
0,0,0,63,792,740,"standard"
0,0,0,4,7,8,"standard"
0,0,0,105,4,5,"standard"
0,0,0,16,17,39,"standard"
0,0,0,110,10,111,"standard"
0,0,0,19,6,5,"standard"
0,0,0,19,13,9,"standard"
0,0,0,95,6,90,"standard"
0,0,0,184,913,215,"standard"
0,0,0,34,437,443,"standard"
0,0,0,30,13,11,"standard"
0,0,0,548,559,184,"standard"
0,0,0,217,230,222,"standard"
0,0,0,32,51,33,"standard"
72,311,600,1000,1000,1000,"standard"
0,0,0,55,46,14,"standard"
0,0,0,10,2,28,"standard"
0,0,0,37,56,59,"standard"
0,0,0,16,15,12,"standard"
0,0,0,210,208,291,"standard"
0,126,0,8,1000,9,"standard"
0,0,0,130,133,105,"standard"
0,0,0,14,19,29,"standard"
0,0,0,11,256,11,"standard"
0,0,0,147,151,6,"standard"
252,0,293,1000,560,1000,"standard"
0,0,0,281,276,12,"standard"
0,0,0,6,5,5,"standard"
0,0,0,9,40,34,"standard"
0,0,0,4,2,3,"standard"
0,0,0,5,26,21,"standard"
0,0,0,11,46,4,"standard"
0,0,0,18,77,17,"standard"
0,0,0,12,54,52,"standard"
0,0,0,16,11,10,"standard"
0,0,0,53,37,34,"standard"
0,0,0,186,27,189,"standard"
0,0,0,93,69,145,"standard"
0,0,0,482,94,379,"standard"
382,81,64,1000,1000,1000,"standard"
0,0,0,40,3,14,"standard"
0,0,0,3,3,65,"standard"
0,0,0,3,88,82,"standard"
0,0,0,34,61,17,"standard"
0,0,0,57,56,6,"standard"
0,0,0,20,19,22,"standard"
0,0,0,186,155,4,"standard"
0,0,0,27,2,21,"standard"
0,0,0,35,33,31,"standard"
0,0,0,627,624,4,"standard"
0,0,0,3,2,38,"standard"
0,0,0,62,63,142,"standard"
0,0,0,19,4,9,"standard"
0,0,0,12,29,6,"standard"
0,0,0,3,11,6,"standard"
0,0,0,159,349,353,"standard"
0,0,0,9,13,13,"standard"
0,0,0,32,14,8,"standard"
79,0,382,1000,73,1000,"standard"
0,0,0,750,746,147,"standard"
0,0,0,377,375,36,"standard"
0,0,0,574,16,585,"standard"
0,0,0,6,49,28,"standard"
0,0,0,6,5,3,"standard"
0,0,0,885,480,874,"standard"
0,0,0,204,468,954,"standard"
197,0,600,1000,716,1000,"standard"
0,0,0,10,3,13,"standard"
0,0,0,102,3,20,"standard"
0,0,0,52,65,43,"standard"
0,0,0,408,409,51,"standard"
0,0,0,26,5,5,"standard"
0,0,0,4,153,3,"standard"
0,0,0,221,924,912,"standard"
0,0,0,2,2,81,"standard"
0,0,0,474,528,529,"standard"
0,0,0,20,2,2,"standard"
0,0,0,124,127,34,"standard"
0,0,0,20,4,2,"standard"
0,0,0,65,70,29,"standard"
0,0,0,29,461,476,"standard"
0,0,0,16,98,110,"standard"
0,0,0,9,138,136,"standard"
0,0,0,16,3,3,"standard"
0,0,0,357,944,944,"standard"
0,0,0,163,28,161,"standard"
0,0,0,205,11,205,"standard"
0,0,0,389,345,709,"standard"
0,0,0,3,11,67,"standard"
0,0,0,4,16,12,"standard"
0,0,0,115,114,8,"standard"
0,0,0,345,56,51,"standard"
0,0,0,784,42,788,"standard"
0,0,0,697,719,97,"standard"
0,0,0,11,53,10,"standard"
0,0,0,65,67,33,"standard"
0,0,0,628,623,158,"standard"
0,0,0,162,170,18,"standard"
0,0,0,2,8,8,"standard"
0,0,0,6,7,16,"standard"
0,0,0,208,14,207,"standard"
0,0,0,2,818,818,"standard"
0,0,0,295,529,16,"standard"
0,0,0,431,420,183,"standard"
0,0,0,4,107,9,"standard"
0,0,0,3,5,7,"standard"
0,0,0,11,13,8,"standard"
0,0,0,99,14,32,"standard"
0,0,0,5,17,13,"standard"
117,71,0,1000,1000,822,"standard"
0,0,0,468,399,464,"standard"
0,0,0,10,11,16,"standard"
0,0,0,386,385,344,"standard"
0,0,0,3,2,51,"standard"
0,0,0,16,27,7,"standard"
0,0,0,40,64,6,"standard"
0,0,0,463,441,474,"standard"
0,0,0,20,9,17,"standard"
0,0,0,35,32,29,"standard"
364,0,232,1000,12,1000,"standard"
246,309,64,1000,1000,1000,"standard"
0,0,0,10,2,3,"standard"
0,0,0,18,3,2,"standard"
0,0,0,12,4,12,"standard"
0,0,0,14,11,11,"standard"
0,0,0,7,3,10,"standard"
0,0,0,65,73,433,"standard"
0,0,0,12,6,22,"standard"
0,0,0,32,6,2,"standard"
0,0,0,534,531,376,"standard"
0,0,0,6,7,19,"standard"
0,0,0,120,82,112,"standard"
0,0,0,20,17,16,"standard"
0,0,0,84,330,337,"standard"
0,0,0,15,14,24,"standard"
0,0,0,14,3,142,"standard"
0,0,0,42,8,30,"standard"
0,0,0,532,604,608,"standard"
0,0,0,3,4,3,"standard"
0,0,0,75,80,10,"standard"
0,0,0,104,102,2,"standard"
0,0,0,731,136,739,"standard"
144,0,370,1000,28,1000,"standard"
0,0,0,305,79,312,"standard"
0,0,0,184,6,198,"standard"
0,0,0,7,28,2,"standard"
0,0,0,89,9,4,"standard"
0,0,0,387,640,668,"standard"
0,0,0,17,12,2,"standard"
0,0,0,6,6,18,"standard"
0,0,0,6,5,15,"standard"
0,0,0,3,11,2,"standard"
0,124,348,4,1000,1000,"standard"
0,0,0,3,4,5,"standard"
0,0,0,690,704,29,"standard"
0,0,0,100,20,20,"standard"
0,0,0,109,28,125,"standard"
566,219,73,1000,1000,1000,"standard"
0,0,0,150,114,145,"standard"
0,0,0,6,13,10,"standard"
0,0,0,25,21,27,"standard"
0,0,0,41,39,26,"standard"
0,0,0,12,10,767,"standard"
0,0,0,7,3,11,"standard"
0,0,0,81,89,2,"standard"
0,0,0,46,9,58,"standard"
0,0,0,4,10,13,"standard"
0,0,0,2,34,6,"standard"
0,0,0,19,59,43,"standard"
0,0,0,28,17,19,"standard"
0,0,0,667,657,2,"standard"
313,237,121,1000,1000,1000,"standard"
0,0,0,369,273,317,"standard"
0,0,0,21,14,26,"standard"
0,0,0,4,3,3,"standard"
0,0,0,7,10,10,"standard"
0,0,0,17,18,8,"standard"
0,0,0,40,42,5,"standard"
0,0,0,5,15,15,"standard"
0,0,0,6,8,9,"standard"
0,0,0,12,20,20,"standard"
0,0,0,26,6,2,"standard"
0,0,0,476,325,12,"standard"
0,0,0,4,3,4,"standard"
0,0,0,9,15,13,"standard"
0,0,0,7,2,3,"standard"
0,0,0,20,17,17,"standard"
0,0,0,533,695,698,"standard"
0,0,0,28,28,28,"standard"
0,0,0,27,11,33,"standard"
0,0,0,39,42,38,"standard"
0,0,0,526,227,523,"standard"
0,0,0,3,14,2,"standard"
0,0,0,2,56,55,"standard"
0,0,0,549,337,544,"standard"
127,68,356,1000,1000,1000,"standard"
0,0,0,350,60,415,"standard"
0,0,0,21,58,63,"standard"
83,544,0,1000,1000,2,"standard"
0,0,0,78,68,64,"standard"
0,0,0,4,35,22,"standard"
239,80,0,1000,1000,47,"standard"
0,0,0,39,3,42,"standard"
0,0,0,5,2,5,"standard"
0,0,0,9,8,128,"standard"
0,0,0,23,38,48,"standard"
0,0,0,2,31,2,"standard"
0,0,0,12,431,66,"standard"
0,0,0,60,62,15,"standard"
0,0,0,517,646,3,"standard"
0,0,0,350,357,26,"standard"
0,0,0,14,16,39,"standard"
0,0,0,237,97,235,"standard"
0,0,0,257,10,260,"standard"
0,0,0,942,378,940,"standard"
0,0,0,990,34,997,"standard"
0,0,0,7,84,130,"standard"
0,0,0,333,2,331,"standard"
0,0,0,229,228,96,"standard"
0,0,0,92,2,2,"standard"
600,90,191,1000,1000,1000,"standard"
0,0,0,2,14,4,"standard"
0,0,0,6,7,11,"standard"
0,0,0,301,559,77,"standard"
0,0,0,5,11,2,"standard"
0,0,0,922,567,913,"standard"
0,0,0,143,10,150,"standard"
0,0,0,7,5,16,"standard"
0,0,0,35,31,35,"standard"
