"cdf","time","condition"
0.0781,456,"greedy (1)"
0.0775,457,"greedy (1)"
0.0771,459,"greedy (1)"
0.0766,460,"greedy (1)"
0.0764,461,"greedy (1)"
0.0763,462,"greedy (1)"
0.0757,463,"greedy (1)"
0.0754,464,"greedy (1)"
0.0753,465,"greedy (1)"
0.0752,466,"greedy (1)"
0.075,467,"greedy (1)"
0.0748,468,"greedy (1)"
0.0744,469,"greedy (1)"
0.0743,470,"greedy (1)"
0.0741,471,"greedy (1)"
0.0736,472,"greedy (1)"
0.0732,473,"greedy (1)"
0.0728,474,"greedy (1)"
0.0723,475,"greedy (1)"
0.0721,476,"greedy (1)"
0.0719,477,"greedy (1)"
0.0717,478,"greedy (1)"
0.071,479,"greedy (1)"
0.0706,480,"greedy (1)"
0.0703,481,"greedy (1)"
0.0699,482,"greedy (1)"
0.0695,483,"greedy (1)"
0.0691,484,"greedy (1)"
0.069,485,"greedy (1)"
0.0688,486,"greedy (1)"
0.0684,487,"greedy (1)"
0.0681,489,"greedy (1)"
0.0678,490,"greedy (1)"
0.0677,491,"greedy (1)"
0.0675,492,"greedy (1)"
0.0672,493,"greedy (1)"
0.0668,494,"greedy (1)"
0.0663,495,"greedy (1)"
0.0662,496,"greedy (1)"
0.0661,497,"greedy (1)"
0.0659,498,"greedy (1)"
0.0657,499,"greedy (1)"
0.0654,500,"greedy (1)"
0.0651,501,"greedy (1)"
0.065,502,"greedy (1)"
0.0646,503,"greedy (1)"
0.0645,504,"greedy (1)"
0.0642,505,"greedy (1)"
0.0639,506,"greedy (1)"
0.0638,507,"greedy (1)"
0.0635,508,"greedy (1)"
0.0632,509,"greedy (1)"
0.0629,511,"greedy (1)"
0.0625,512,"greedy (1)"
0.0623,513,"greedy (1)"
0.0622,514,"greedy (1)"
0.0621,515,"greedy (1)"
0.062,516,"greedy (1)"
0.0619,517,"greedy (1)"
0.0618,518,"greedy (1)"
0.0615,519,"greedy (1)"
0.0611,520,"greedy (1)"
0.0608,522,"greedy (1)"
0.0605,524,"greedy (1)"
0.0602,525,"greedy (1)"
0.06,526,"greedy (1)"
0.0599,527,"greedy (1)"
0.0597,528,"greedy (1)"
0.0596,529,"greedy (1)"
0.0595,530,"greedy (1)"
0.0591,531,"greedy (1)"
0.0589,533,"greedy (1)"
0.0587,534,"greedy (1)"
0.0586,536,"greedy (1)"
0.0585,537,"greedy (1)"
0.0582,538,"greedy (1)"
0.0579,539,"greedy (1)"
0.0578,541,"greedy (1)"
0.0574,542,"greedy (1)"
0.057,543,"greedy (1)"
0.0568,544,"greedy (1)"
0.0563,546,"greedy (1)"
0.0561,547,"greedy (1)"
0.0559,548,"greedy (1)"
0.0557,549,"greedy (1)"
0.0555,550,"greedy (1)"
0.0551,551,"greedy (1)"
0.0548,553,"greedy (1)"
0.0547,554,"greedy (1)"
0.0543,555,"greedy (1)"
0.054,556,"greedy (1)"
0.0539,557,"greedy (1)"
0.0537,558,"greedy (1)"
0.0536,559,"greedy (1)"
0.0535,562,"greedy (1)"
0.0534,563,"greedy (1)"
0.0533,564,"greedy (1)"
0.053,565,"greedy (1)"
0.0527,566,"greedy (1)"
0.0525,567,"greedy (1)"
0.0524,568,"greedy (1)"
0.0522,569,"greedy (1)"
0.0519,572,"greedy (1)"
0.0514,574,"greedy (1)"
0.0512,575,"greedy (1)"
0.0511,576,"greedy (1)"
0.051,577,"greedy (1)"
0.0503,578,"greedy (1)"
0.0502,579,"greedy (1)"
0.0501,581,"greedy (1)"
0.05,582,"greedy (1)"
0.0498,584,"greedy (1)"
0.0497,585,"greedy (1)"
0.0494,586,"greedy (1)"
0.0491,587,"greedy (1)"
0.0489,588,"greedy (1)"
0.0487,589,"greedy (1)"
0.0484,590,"greedy (1)"
0.048,591,"greedy (1)"
0.0477,592,"greedy (1)"
0.0474,594,"greedy (1)"
0.0473,595,"greedy (1)"
0.0472,596,"greedy (1)"
0.047,598,"greedy (1)"
0.0469,600,"greedy (1)"
0.0468,601,"greedy (1)"
0.0467,602,"greedy (1)"
0.0466,603,"greedy (1)"
0.0464,605,"greedy (1)"
0.0462,606,"greedy (1)"
0.0456,607,"greedy (1)"
0.0455,608,"greedy (1)"
0.0453,609,"greedy (1)"
0.045,610,"greedy (1)"
0.0447,611,"greedy (1)"
0.0446,612,"greedy (1)"
0.0444,613,"greedy (1)"
0.0442,614,"greedy (1)"
0.044,615,"greedy (1)"
0.0438,616,"greedy (1)"
0.0435,617,"greedy (1)"
0.0434,618,"greedy (1)"
0.0432,619,"greedy (1)"
0.0429,620,"greedy (1)"
0.0428,622,"greedy (1)"
0.0427,623,"greedy (1)"
0.0423,625,"greedy (1)"
0.042,626,"greedy (1)"
0.0418,627,"greedy (1)"
0.0416,628,"greedy (1)"
0.0414,629,"greedy (1)"
0.0413,630,"greedy (1)"
0.0411,632,"greedy (1)"
0.0409,635,"greedy (1)"
0.0408,636,"greedy (1)"
0.0407,637,"greedy (1)"
0.0406,638,"greedy (1)"
0.0404,640,"greedy (1)"
0.0403,641,"greedy (1)"
0.0402,642,"greedy (1)"
0.0401,643,"greedy (1)"
0.04,646,"greedy (1)"
0.0399,647,"greedy (1)"
0.0396,649,"greedy (1)"
0.0395,650,"greedy (1)"
0.0394,651,"greedy (1)"
0.0393,653,"greedy (1)"
0.0392,654,"greedy (1)"
0.0389,656,"greedy (1)"
0.0387,657,"greedy (1)"
0.0385,658,"greedy (1)"
0.0382,659,"greedy (1)"
0.0381,660,"greedy (1)"
0.038,661,"greedy (1)"
0.0379,662,"greedy (1)"
0.0376,663,"greedy (1)"
0.0374,664,"greedy (1)"
0.0372,665,"greedy (1)"
0.0369,667,"greedy (1)"
0.0368,668,"greedy (1)"
0.0365,670,"greedy (1)"
0.0364,671,"greedy (1)"
0.0361,673,"greedy (1)"
0.036,675,"greedy (1)"
0.0359,677,"greedy (1)"
0.0358,679,"greedy (1)"
0.0356,680,"greedy (1)"
0.0355,681,"greedy (1)"
0.0354,682,"greedy (1)"
0.0352,684,"greedy (1)"
0.035,685,"greedy (1)"
0.0347,686,"greedy (1)"
0.0346,687,"greedy (1)"
0.0345,689,"greedy (1)"
0.0343,692,"greedy (1)"
0.0342,695,"greedy (1)"
0.0341,696,"greedy (1)"
0.034,698,"greedy (1)"
0.0339,699,"greedy (1)"
0.0336,700,"greedy (1)"
0.0333,701,"greedy (1)"
0.0331,702,"greedy (1)"
0.0329,703,"greedy (1)"
0.0328,705,"greedy (1)"
0.0326,708,"greedy (1)"
0.0324,709,"greedy (1)"
0.0323,710,"greedy (1)"
0.032,711,"greedy (1)"
0.0317,712,"greedy (1)"
0.0316,713,"greedy (1)"
0.0315,714,"greedy (1)"
0.0313,715,"greedy (1)"
0.0311,716,"greedy (1)"
0.031,717,"greedy (1)"
0.0306,718,"greedy (1)"
0.0302,720,"greedy (1)"
0.03,721,"greedy (1)"
0.0299,722,"greedy (1)"
0.0297,724,"greedy (1)"
0.0295,725,"greedy (1)"
0.0293,726,"greedy (1)"
0.0292,727,"greedy (1)"
0.029,728,"greedy (1)"
0.0287,731,"greedy (1)"
0.0283,732,"greedy (1)"
0.0282,733,"greedy (1)"
0.028,735,"greedy (1)"
0.0279,737,"greedy (1)"
0.0278,738,"greedy (1)"
0.0277,740,"greedy (1)"
0.0275,741,"greedy (1)"
0.0274,743,"greedy (1)"
0.0273,744,"greedy (1)"
0.0271,745,"greedy (1)"
0.027,747,"greedy (1)"
0.0269,749,"greedy (1)"
0.0268,751,"greedy (1)"
0.0266,754,"greedy (1)"
0.0265,758,"greedy (1)"
0.0264,759,"greedy (1)"
0.0262,760,"greedy (1)"
0.0259,762,"greedy (1)"
0.0257,764,"greedy (1)"
0.0255,767,"greedy (1)"
0.0253,768,"greedy (1)"
0.0252,772,"greedy (1)"
0.025,774,"greedy (1)"
0.0247,775,"greedy (1)"
0.0246,776,"greedy (1)"
0.0245,778,"greedy (1)"
0.0244,779,"greedy (1)"
0.0242,780,"greedy (1)"
0.0241,783,"greedy (1)"
0.024,784,"greedy (1)"
0.0239,785,"greedy (1)"
0.0237,786,"greedy (1)"
0.0236,791,"greedy (1)"
0.0234,794,"greedy (1)"
0.0232,797,"greedy (1)"
0.0231,798,"greedy (1)"
0.023,799,"greedy (1)"
0.0229,803,"greedy (1)"
0.0228,804,"greedy (1)"
0.0227,806,"greedy (1)"
0.0226,807,"greedy (1)"
0.0225,809,"greedy (1)"
0.0223,810,"greedy (1)"
0.0222,811,"greedy (1)"
0.022,817,"greedy (1)"
0.0219,819,"greedy (1)"
0.0217,822,"greedy (1)"
0.0216,823,"greedy (1)"
0.0214,825,"greedy (1)"
0.0213,826,"greedy (1)"
0.0212,827,"greedy (1)"
0.021,829,"greedy (1)"
0.0209,831,"greedy (1)"
0.0208,832,"greedy (1)"
0.0207,833,"greedy (1)"
0.0206,836,"greedy (1)"
0.0204,837,"greedy (1)"
0.0202,841,"greedy (1)"
0.02,844,"greedy (1)"
0.0199,846,"greedy (1)"
0.0198,847,"greedy (1)"
0.0197,848,"greedy (1)"
0.0196,849,"greedy (1)"
0.0195,852,"greedy (1)"
0.0193,855,"greedy (1)"
0.0191,857,"greedy (1)"
0.019,858,"greedy (1)"
0.0187,860,"greedy (1)"
0.0186,861,"greedy (1)"
0.0184,862,"greedy (1)"
0.0181,865,"greedy (1)"
0.018,869,"greedy (1)"
0.0179,871,"greedy (1)"
0.0178,872,"greedy (1)"
0.0177,875,"greedy (1)"
0.0176,876,"greedy (1)"
0.0174,878,"greedy (1)"
0.0173,879,"greedy (1)"
0.0172,880,"greedy (1)"
0.0171,883,"greedy (1)"
0.017,887,"greedy (1)"
0.0169,888,"greedy (1)"
0.0168,889,"greedy (1)"
0.0167,891,"greedy (1)"
0.0166,892,"greedy (1)"
0.0165,894,"greedy (1)"
0.0164,897,"greedy (1)"
0.0163,899,"greedy (1)"
0.0162,900,"greedy (1)"
0.0161,902,"greedy (1)"
0.016,903,"greedy (1)"
0.0158,906,"greedy (1)"
0.0157,907,"greedy (1)"
0.0156,908,"greedy (1)"
0.0155,909,"greedy (1)"
0.0154,910,"greedy (1)"
0.0152,911,"greedy (1)"
0.0151,912,"greedy (1)"
0.0149,915,"greedy (1)"
0.0148,916,"greedy (1)"
0.0147,917,"greedy (1)"
0.0146,921,"greedy (1)"
0.0145,923,"greedy (1)"
0.0144,926,"greedy (1)"
0.0142,929,"greedy (1)"
0.0141,931,"greedy (1)"
0.014,934,"greedy (1)"
0.0139,936,"greedy (1)"
0.0137,939,"greedy (1)"
0.0135,941,"greedy (1)"
0.0134,943,"greedy (1)"
0.0133,947,"greedy (1)"
0.0132,952,"greedy (1)"
0.0131,956,"greedy (1)"
0.013,958,"greedy (1)"
0.0129,959,"greedy (1)"
0.0128,961,"greedy (1)"
0.0126,967,"greedy (1)"
0.0125,972,"greedy (1)"
0.0123,973,"greedy (1)"
0.0122,974,"greedy (1)"
0.0121,978,"greedy (1)"
0.0119,989,"greedy (1)"
0.0116,992,"greedy (1)"
0.0114,998,"greedy (1)"
0.0112,999,"greedy (1)"
0.0111,1000,"greedy (1)"
1,2,"greedy (2)"
0.97155,3,"greedy (2)"
0.94545,4,"greedy (2)"
0.91595,5,"greedy (2)"
0.88715,6,"greedy (2)"
0.85765,7,"greedy (2)"
0.82925,8,"greedy (2)"
0.8,9,"greedy (2)"
0.77155,10,"greedy (2)"
0.74505,11,"greedy (2)"
0.7182,12,"greedy (2)"
0.6924,13,"greedy (2)"
0.66695,14,"greedy (2)"
0.64065,15,"greedy (2)"
0.61645,16,"greedy (2)"
0.59355,17,"greedy (2)"
0.57035,18,"greedy (2)"
0.54875,19,"greedy (2)"
0.52755,20,"greedy (2)"
0.50985,21,"greedy (2)"
0.49255,22,"greedy (2)"
0.47635,23,"greedy (2)"
0.45955,24,"greedy (2)"
0.4446,25,"greedy (2)"
0.4304,26,"greedy (2)"
0.4174,27,"greedy (2)"
0.4047,28,"greedy (2)"
0.3918,29,"greedy (2)"
0.3805,30,"greedy (2)"
0.3686,31,"greedy (2)"
0.35795,32,"greedy (2)"
0.34775,33,"greedy (2)"
0.33725,34,"greedy (2)"
0.32795,35,"greedy (2)"
0.31935,36,"greedy (2)"
0.31085,37,"greedy (2)"
0.3042,38,"greedy (2)"
0.29755,39,"greedy (2)"
0.291,40,"greedy (2)"
0.2842,41,"greedy (2)"
0.2785,42,"greedy (2)"
0.27245,43,"greedy (2)"
0.2662,44,"greedy (2)"
0.26105,45,"greedy (2)"
0.2557,46,"greedy (2)"
0.25035,47,"greedy (2)"
0.24585,48,"greedy (2)"
0.24015,49,"greedy (2)"
0.23545,50,"greedy (2)"
0.23025,51,"greedy (2)"
0.226,52,"greedy (2)"
0.2218,53,"greedy (2)"
0.2179,54,"greedy (2)"
0.2138,55,"greedy (2)"
0.21135,56,"greedy (2)"
0.2077,57,"greedy (2)"
0.205,58,"greedy (2)"
0.20215,59,"greedy (2)"
0.19945,60,"greedy (2)"
0.1974,61,"greedy (2)"
0.1948,62,"greedy (2)"
0.19235,63,"greedy (2)"
0.18885,64,"greedy (2)"
0.1862,65,"greedy (2)"
0.18395,66,"greedy (2)"
0.18175,67,"greedy (2)"
0.17945,68,"greedy (2)"
0.1782,69,"greedy (2)"
0.1762,70,"greedy (2)"
0.1749,71,"greedy (2)"
0.17325,72,"greedy (2)"
0.1717,73,"greedy (2)"
0.16985,74,"greedy (2)"
0.16785,75,"greedy (2)"
0.1664,76,"greedy (2)"
0.1637,77,"greedy (2)"
0.162,78,"greedy (2)"
0.16055,79,"greedy (2)"
0.1591,80,"greedy (2)"
0.1569,81,"greedy (2)"
0.15535,82,"greedy (2)"
0.15325,83,"greedy (2)"
0.15155,84,"greedy (2)"
0.1498,85,"greedy (2)"
0.14855,86,"greedy (2)"
0.14695,87,"greedy (2)"
0.14605,88,"greedy (2)"
0.14455,89,"greedy (2)"
0.14335,90,"greedy (2)"
0.14265,91,"greedy (2)"
0.14125,92,"greedy (2)"
0.14025,93,"greedy (2)"
0.13945,94,"greedy (2)"
0.13835,95,"greedy (2)"
0.13765,96,"greedy (2)"
0.1366,97,"greedy (2)"
0.1355,98,"greedy (2)"
0.13455,99,"greedy (2)"
0.1334,100,"greedy (2)"
0.1329,101,"greedy (2)"
0.13165,102,"greedy (2)"
0.1307,103,"greedy (2)"
0.12975,104,"greedy (2)"
0.12865,105,"greedy (2)"
0.12745,106,"greedy (2)"
0.1264,107,"greedy (2)"
0.1253,108,"greedy (2)"
0.12465,109,"greedy (2)"
0.1237,110,"greedy (2)"
0.12275,111,"greedy (2)"
0.1223,112,"greedy (2)"
0.1214,113,"greedy (2)"
0.1205,114,"greedy (2)"
0.1199,115,"greedy (2)"
0.11895,116,"greedy (2)"
0.1181,117,"greedy (2)"
0.11765,118,"greedy (2)"
0.11705,119,"greedy (2)"
0.11605,120,"greedy (2)"
0.1151,121,"greedy (2)"
0.1143,122,"greedy (2)"
0.11355,123,"greedy (2)"
0.11275,124,"greedy (2)"
0.1121,125,"greedy (2)"
0.11105,126,"greedy (2)"
0.11035,127,"greedy (2)"
0.10975,128,"greedy (2)"
0.10925,129,"greedy (2)"
0.10855,130,"greedy (2)"
0.10785,131,"greedy (2)"
0.107,132,"greedy (2)"
0.10615,133,"greedy (2)"
0.10525,134,"greedy (2)"
0.1047,135,"greedy (2)"
0.1042,136,"greedy (2)"
0.1039,137,"greedy (2)"
0.1033,138,"greedy (2)"
0.1028,139,"greedy (2)"
0.1025,140,"greedy (2)"
0.1019,141,"greedy (2)"
0.10095,142,"greedy (2)"
0.10045,143,"greedy (2)"
0.09975,144,"greedy (2)"
0.09915,145,"greedy (2)"
0.09865,146,"greedy (2)"
0.098,147,"greedy (2)"
0.09775,148,"greedy (2)"
0.0971,149,"greedy (2)"
0.0968,150,"greedy (2)"
0.0962,151,"greedy (2)"
0.096,152,"greedy (2)"
0.0954,153,"greedy (2)"
0.09515,154,"greedy (2)"
0.0946,155,"greedy (2)"
0.094,156,"greedy (2)"
0.09335,157,"greedy (2)"
0.09295,158,"greedy (2)"
0.0926,159,"greedy (2)"
0.09225,160,"greedy (2)"
0.0918,161,"greedy (2)"
0.0911,162,"greedy (2)"
0.0907,163,"greedy (2)"
0.09035,164,"greedy (2)"
0.0898,165,"greedy (2)"
0.08925,166,"greedy (2)"
0.08895,167,"greedy (2)"
0.0889,168,"greedy (2)"
0.0886,169,"greedy (2)"
0.0885,170,"greedy (2)"
0.0883,171,"greedy (2)"
0.0881,172,"greedy (2)"
0.0878,173,"greedy (2)"
0.0876,174,"greedy (2)"
0.08715,175,"greedy (2)"
0.08705,176,"greedy (2)"
0.0865,177,"greedy (2)"
0.08605,178,"greedy (2)"
0.08575,179,"greedy (2)"
0.0854,180,"greedy (2)"
0.085,181,"greedy (2)"
0.08475,182,"greedy (2)"
0.08455,183,"greedy (2)"
0.0844,184,"greedy (2)"
0.08405,185,"greedy (2)"
0.08375,186,"greedy (2)"
0.0836,187,"greedy (2)"
0.08335,188,"greedy (2)"
0.0831,189,"greedy (2)"
0.0827,190,"greedy (2)"
0.08225,191,"greedy (2)"
0.08185,192,"greedy (2)"
0.0815,193,"greedy (2)"
0.0812,194,"greedy (2)"
0.08095,195,"greedy (2)"
0.08045,196,"greedy (2)"
0.0802,197,"greedy (2)"
0.07975,198,"greedy (2)"
0.0795,199,"greedy (2)"
0.07915,200,"greedy (2)"
0.0787,201,"greedy (2)"
0.07845,202,"greedy (2)"
0.07775,203,"greedy (2)"
0.0773,204,"greedy (2)"
0.0767,205,"greedy (2)"
0.07625,206,"greedy (2)"
0.07575,207,"greedy (2)"
0.0755,208,"greedy (2)"
0.0752,209,"greedy (2)"
0.0748,210,"greedy (2)"
0.07435,211,"greedy (2)"
0.07415,212,"greedy (2)"
0.07395,213,"greedy (2)"
0.0739,214,"greedy (2)"
0.0737,215,"greedy (2)"
0.07335,216,"greedy (2)"
0.0731,217,"greedy (2)"
0.07285,218,"greedy (2)"
0.0726,219,"greedy (2)"
0.07235,220,"greedy (2)"
0.07205,221,"greedy (2)"
0.07185,222,"greedy (2)"
0.07175,223,"greedy (2)"
0.0717,224,"greedy (2)"
0.07155,225,"greedy (2)"
0.07135,226,"greedy (2)"
0.0712,227,"greedy (2)"
0.07105,228,"greedy (2)"
0.07085,229,"greedy (2)"
0.07055,230,"greedy (2)"
0.07035,231,"greedy (2)"
0.07025,232,"greedy (2)"
0.07015,233,"greedy (2)"
0.0698,234,"greedy (2)"
0.0694,235,"greedy (2)"
0.06895,236,"greedy (2)"
0.0689,237,"greedy (2)"
0.06885,238,"greedy (2)"
0.0686,239,"greedy (2)"
0.06855,240,"greedy (2)"
0.0683,241,"greedy (2)"
0.06815,242,"greedy (2)"
0.06785,243,"greedy (2)"
0.0677,244,"greedy (2)"
0.06755,245,"greedy (2)"
0.0673,246,"greedy (2)"
0.067,247,"greedy (2)"
0.0668,248,"greedy (2)"
0.0667,249,"greedy (2)"
0.0666,250,"greedy (2)"
0.0663,251,"greedy (2)"
0.0657,252,"greedy (2)"
0.0655,253,"greedy (2)"
0.06535,254,"greedy (2)"
0.0651,255,"greedy (2)"
0.06495,256,"greedy (2)"
0.0648,257,"greedy (2)"
0.06465,258,"greedy (2)"
0.06425,259,"greedy (2)"
0.06405,260,"greedy (2)"
0.06395,261,"greedy (2)"
0.06365,262,"greedy (2)"
0.06335,263,"greedy (2)"
0.06325,264,"greedy (2)"
0.063,265,"greedy (2)"
0.0626,266,"greedy (2)"
0.0624,267,"greedy (2)"
0.06235,268,"greedy (2)"
0.0619,269,"greedy (2)"
0.0618,270,"greedy (2)"
0.06165,271,"greedy (2)"
0.06135,272,"greedy (2)"
0.06105,273,"greedy (2)"
0.06085,274,"greedy (2)"
0.0606,275,"greedy (2)"
0.0602,276,"greedy (2)"
0.06015,277,"greedy (2)"
0.06,278,"greedy (2)"
0.0597,279,"greedy (2)"
0.0595,280,"greedy (2)"
0.05945,281,"greedy (2)"
0.0591,282,"greedy (2)"
0.05885,283,"greedy (2)"
0.05875,284,"greedy (2)"
0.0585,285,"greedy (2)"
0.0582,286,"greedy (2)"
0.058,287,"greedy (2)"
0.05775,288,"greedy (2)"
0.05745,289,"greedy (2)"
0.05725,290,"greedy (2)"
0.0571,291,"greedy (2)"
0.05705,292,"greedy (2)"
0.05695,293,"greedy (2)"
0.05665,294,"greedy (2)"
0.05655,295,"greedy (2)"
0.0564,296,"greedy (2)"
0.05635,297,"greedy (2)"
0.05615,298,"greedy (2)"
0.0558,299,"greedy (2)"
0.0557,300,"greedy (2)"
0.05545,301,"greedy (2)"
0.0553,302,"greedy (2)"
0.0551,303,"greedy (2)"
0.0549,304,"greedy (2)"
0.0547,305,"greedy (2)"
0.05465,306,"greedy (2)"
0.05445,307,"greedy (2)"
0.0544,308,"greedy (2)"
0.05415,309,"greedy (2)"
0.0537,310,"greedy (2)"
0.0535,311,"greedy (2)"
0.05335,312,"greedy (2)"
0.0532,313,"greedy (2)"
0.05305,314,"greedy (2)"
0.05295,315,"greedy (2)"
0.05275,316,"greedy (2)"
0.05265,317,"greedy (2)"
0.0525,318,"greedy (2)"
0.0521,319,"greedy (2)"
0.0517,320,"greedy (2)"
0.05135,321,"greedy (2)"
0.05105,322,"greedy (2)"
0.0508,323,"greedy (2)"
0.0505,324,"greedy (2)"
0.05035,325,"greedy (2)"
0.0501,326,"greedy (2)"
0.04985,327,"greedy (2)"
0.04975,328,"greedy (2)"
0.04955,329,"greedy (2)"
0.04945,330,"greedy (2)"
0.04935,331,"greedy (2)"
0.0492,332,"greedy (2)"
0.04895,333,"greedy (2)"
0.04875,334,"greedy (2)"
0.0484,335,"greedy (2)"
0.0483,336,"greedy (2)"
0.04815,337,"greedy (2)"
0.0479,338,"greedy (2)"
0.0478,339,"greedy (2)"
0.04775,340,"greedy (2)"
0.0477,341,"greedy (2)"
0.0476,342,"greedy (2)"
0.0474,343,"greedy (2)"
0.0473,344,"greedy (2)"
0.04705,345,"greedy (2)"
0.0469,347,"greedy (2)"
0.0468,348,"greedy (2)"
0.0467,349,"greedy (2)"
0.0465,350,"greedy (2)"
0.0464,351,"greedy (2)"
0.0461,352,"greedy (2)"
0.0459,353,"greedy (2)"
0.0458,354,"greedy (2)"
0.04555,355,"greedy (2)"
0.04545,356,"greedy (2)"
0.0453,357,"greedy (2)"
0.04525,358,"greedy (2)"
0.0452,360,"greedy (2)"
0.04505,361,"greedy (2)"
0.045,362,"greedy (2)"
0.04485,363,"greedy (2)"
0.04465,364,"greedy (2)"
0.0443,365,"greedy (2)"
0.0442,366,"greedy (2)"
0.04405,367,"greedy (2)"
0.044,368,"greedy (2)"
0.04375,369,"greedy (2)"
0.04365,370,"greedy (2)"
0.0436,371,"greedy (2)"
0.0433,372,"greedy (2)"
0.04315,373,"greedy (2)"
0.04305,374,"greedy (2)"
0.043,376,"greedy (2)"
0.0429,377,"greedy (2)"
0.04285,378,"greedy (2)"
0.0427,379,"greedy (2)"
0.04265,380,"greedy (2)"
0.0425,383,"greedy (2)"
0.0424,384,"greedy (2)"
0.04225,385,"greedy (2)"
0.0421,386,"greedy (2)"
0.04195,387,"greedy (2)"
0.0417,388,"greedy (2)"
0.04145,389,"greedy (2)"
0.0413,390,"greedy (2)"
0.0412,392,"greedy (2)"
0.04105,394,"greedy (2)"
0.0409,395,"greedy (2)"
0.0407,397,"greedy (2)"
0.04065,398,"greedy (2)"
0.0406,399,"greedy (2)"
0.04045,400,"greedy (2)"
0.0403,401,"greedy (2)"
0.04025,402,"greedy (2)"
0.0401,403,"greedy (2)"
0.03985,404,"greedy (2)"
0.0397,405,"greedy (2)"
0.03965,406,"greedy (2)"
0.03955,409,"greedy (2)"
0.0395,410,"greedy (2)"
0.0394,411,"greedy (2)"
0.0393,412,"greedy (2)"
0.03925,413,"greedy (2)"
0.03915,414,"greedy (2)"
0.03905,415,"greedy (2)"
0.03895,417,"greedy (2)"
0.0388,418,"greedy (2)"
0.0387,419,"greedy (2)"
0.03865,420,"greedy (2)"
0.0386,421,"greedy (2)"
0.03855,422,"greedy (2)"
0.03835,423,"greedy (2)"
0.0382,424,"greedy (2)"
0.0378,425,"greedy (2)"
0.0375,426,"greedy (2)"
0.0373,427,"greedy (2)"
0.03725,428,"greedy (2)"
0.0372,429,"greedy (2)"
0.03705,430,"greedy (2)"
0.03695,432,"greedy (2)"
0.03685,434,"greedy (2)"
0.0368,435,"greedy (2)"
0.0367,436,"greedy (2)"
0.0364,437,"greedy (2)"
0.0361,438,"greedy (2)"
0.036,439,"greedy (2)"
0.03595,440,"greedy (2)"
0.03585,441,"greedy (2)"
0.03565,442,"greedy (2)"
0.03555,443,"greedy (2)"
0.0355,444,"greedy (2)"
0.03545,446,"greedy (2)"
0.03515,447,"greedy (2)"
0.03495,448,"greedy (2)"
0.0347,449,"greedy (2)"
0.03445,450,"greedy (2)"
0.03435,451,"greedy (2)"
0.0343,452,"greedy (2)"
0.03425,453,"greedy (2)"
0.0342,455,"greedy (2)"
0.03415,457,"greedy (2)"
0.03395,458,"greedy (2)"
0.0339,459,"greedy (2)"
0.03375,461,"greedy (2)"
0.0336,462,"greedy (2)"
0.0335,463,"greedy (2)"
0.0334,464,"greedy (2)"
0.03325,465,"greedy (2)"
0.03305,466,"greedy (2)"
0.03295,467,"greedy (2)"
0.03285,468,"greedy (2)"
0.0327,469,"greedy (2)"
0.03265,470,"greedy (2)"
0.03255,471,"greedy (2)"
0.03245,473,"greedy (2)"
0.03235,474,"greedy (2)"
0.0323,477,"greedy (2)"
0.0322,478,"greedy (2)"
0.03205,479,"greedy (2)"
0.03195,480,"greedy (2)"
0.0319,481,"greedy (2)"
0.03175,482,"greedy (2)"
0.03165,483,"greedy (2)"
0.0316,484,"greedy (2)"
0.03145,485,"greedy (2)"
0.03135,486,"greedy (2)"
0.03125,487,"greedy (2)"
0.0311,489,"greedy (2)"
0.0309,491,"greedy (2)"
0.03085,492,"greedy (2)"
0.0308,494,"greedy (2)"
0.0306,495,"greedy (2)"
0.03035,496,"greedy (2)"
0.0302,497,"greedy (2)"
0.02995,499,"greedy (2)"
0.02985,500,"greedy (2)"
0.0298,501,"greedy (2)"
0.0297,503,"greedy (2)"
0.0296,505,"greedy (2)"
0.02935,506,"greedy (2)"
0.0292,507,"greedy (2)"
0.02905,508,"greedy (2)"
0.029,509,"greedy (2)"
0.02895,510,"greedy (2)"
0.0288,511,"greedy (2)"
0.02875,512,"greedy (2)"
0.0287,513,"greedy (2)"
0.0286,514,"greedy (2)"
0.02845,515,"greedy (2)"
0.0283,516,"greedy (2)"
0.02825,517,"greedy (2)"
0.0282,519,"greedy (2)"
0.02815,520,"greedy (2)"
0.02805,521,"greedy (2)"
0.0279,522,"greedy (2)"
0.02775,523,"greedy (2)"
0.0277,524,"greedy (2)"
0.0276,525,"greedy (2)"
0.0273,526,"greedy (2)"
0.02715,527,"greedy (2)"
0.02705,528,"greedy (2)"
0.027,529,"greedy (2)"
0.0268,530,"greedy (2)"
0.02655,532,"greedy (2)"
0.0265,533,"greedy (2)"
0.02645,535,"greedy (2)"
0.02635,536,"greedy (2)"
0.0263,537,"greedy (2)"
0.0262,538,"greedy (2)"
0.02595,539,"greedy (2)"
0.02585,540,"greedy (2)"
0.0257,541,"greedy (2)"
0.02555,542,"greedy (2)"
0.0254,543,"greedy (2)"
0.02535,544,"greedy (2)"
0.0253,545,"greedy (2)"
0.02515,548,"greedy (2)"
0.0251,549,"greedy (2)"
0.02505,550,"greedy (2)"
0.02495,551,"greedy (2)"
0.02485,552,"greedy (2)"
0.02465,553,"greedy (2)"
0.02445,554,"greedy (2)"
0.0243,556,"greedy (2)"
0.024,557,"greedy (2)"
0.02395,558,"greedy (2)"
0.02385,559,"greedy (2)"
0.0238,560,"greedy (2)"
