"st1","st2","t_fin1","t_fin2","condition"
0,0,55,7,"greedy (1)"
0,0,377,3,"greedy (1)"
0,0,344,12,"greedy (1)"
0,0,247,4,"greedy (1)"
0,0,208,13,"greedy (1)"
0,0,51,27,"greedy (1)"
0,0,32,8,"greedy (1)"
0,0,14,11,"greedy (1)"
0,0,29,13,"greedy (1)"
0,0,314,3,"greedy (1)"
0,0,25,14,"greedy (1)"
0,0,20,20,"greedy (1)"
0,0,75,53,"greedy (1)"
0,0,4,6,"greedy (1)"
0,0,523,39,"greedy (1)"
0,0,783,52,"greedy (1)"
0,0,2,3,"greedy (1)"
0,0,6,4,"greedy (1)"
0,0,19,20,"greedy (1)"
0,0,200,4,"greedy (1)"
0,0,855,2,"greedy (1)"
0,0,26,15,"greedy (1)"
0,0,24,3,"greedy (1)"
0,0,9,8,"greedy (1)"
0,0,187,22,"greedy (1)"
0,0,409,2,"greedy (1)"
0,0,8,2,"greedy (1)"
0,0,212,19,"greedy (1)"
0,0,22,15,"greedy (1)"
0,0,134,17,"greedy (1)"
0,0,4,4,"greedy (1)"
0,0,29,7,"greedy (1)"
0,0,639,31,"greedy (1)"
0,0,13,13,"greedy (1)"
0,0,112,28,"greedy (1)"
0,0,694,3,"greedy (1)"
0,0,79,8,"greedy (1)"
0,0,650,22,"greedy (1)"
0,0,6,7,"greedy (1)"
181,0,1000,17,"greedy (1)"
0,0,4,6,"greedy (1)"
0,0,238,22,"greedy (1)"
0,0,17,7,"greedy (1)"
0,0,303,45,"greedy (1)"
0,0,99,8,"greedy (1)"
0,0,27,13,"greedy (1)"
0,0,42,12,"greedy (1)"
0,0,4,5,"greedy (1)"
0,0,39,10,"greedy (1)"
0,0,12,13,"greedy (1)"
0,0,5,7,"greedy (1)"
0,0,4,5,"greedy (1)"
0,0,17,2,"greedy (1)"
0,0,74,23,"greedy (1)"
0,0,28,7,"greedy (1)"
0,0,54,54,"greedy (1)"
0,0,525,10,"greedy (1)"
0,0,511,34,"greedy (1)"
0,0,120,5,"greedy (1)"
0,0,9,10,"greedy (1)"
0,0,93,2,"greedy (1)"
0,0,434,26,"greedy (1)"
0,0,22,3,"greedy (1)"
0,0,20,4,"greedy (1)"
0,0,78,13,"greedy (1)"
0,0,117,6,"greedy (1)"
0,0,10,9,"greedy (1)"
0,0,5,6,"greedy (1)"
0,0,109,4,"greedy (1)"
0,0,13,14,"greedy (1)"
0,0,24,21,"greedy (1)"
0,0,47,10,"greedy (1)"
0,0,107,32,"greedy (1)"
0,0,9,8,"greedy (1)"
0,0,44,21,"greedy (1)"
0,0,149,2,"greedy (1)"
0,0,56,3,"greedy (1)"
0,0,79,7,"greedy (1)"
0,0,8,7,"greedy (1)"
0,0,21,23,"greedy (1)"
0,0,8,4,"greedy (1)"
0,0,18,3,"greedy (1)"
0,0,11,9,"greedy (1)"
0,0,23,3,"greedy (1)"
0,0,209,2,"greedy (1)"
0,0,12,6,"greedy (1)"
0,0,5,5,"greedy (1)"
0,0,2,3,"greedy (1)"
0,0,234,3,"greedy (1)"
0,0,151,30,"greedy (1)"
0,0,2,2,"greedy (1)"
0,0,9,9,"greedy (1)"
0,0,4,3,"greedy (1)"
0,0,11,2,"greedy (1)"
0,0,9,5,"greedy (1)"
0,0,264,2,"greedy (1)"
0,0,3,2,"greedy (1)"
0,0,243,22,"greedy (1)"
0,0,5,2,"greedy (1)"
0,0,26,5,"greedy (1)"
0,0,19,6,"greedy (1)"
0,0,38,10,"greedy (1)"
0,0,7,3,"greedy (1)"
0,0,34,36,"greedy (1)"
0,0,5,4,"greedy (1)"
0,0,281,13,"greedy (1)"
0,0,14,2,"greedy (1)"
0,0,14,2,"greedy (1)"
0,0,14,2,"greedy (1)"
0,0,15,16,"greedy (1)"
0,0,17,13,"greedy (1)"
0,0,11,9,"greedy (1)"
0,0,3,3,"greedy (1)"
0,0,189,2,"greedy (1)"
0,0,23,6,"greedy (1)"
0,0,10,11,"greedy (1)"
0,0,50,8,"greedy (1)"
0,0,556,4,"greedy (1)"
0,0,13,6,"greedy (1)"
0,0,3,3,"greedy (1)"
0,0,40,10,"greedy (1)"
0,0,123,3,"greedy (1)"
0,0,4,4,"greedy (1)"
0,0,10,12,"greedy (1)"
0,0,112,8,"greedy (1)"
0,0,33,34,"greedy (1)"
0,0,45,23,"greedy (1)"
0,0,5,6,"greedy (1)"
0,0,213,2,"greedy (1)"
0,0,58,10,"greedy (1)"
0,0,706,22,"greedy (1)"
0,0,417,47,"greedy (1)"
0,0,72,11,"greedy (1)"
0,0,59,13,"greedy (1)"
0,0,152,9,"greedy (1)"
0,0,230,153,"greedy (1)"
0,0,9,9,"greedy (1)"
0,0,131,25,"greedy (1)"
0,0,15,3,"greedy (1)"
0,0,10,12,"greedy (1)"
0,0,261,25,"greedy (1)"
0,0,4,2,"greedy (1)"
0,0,18,6,"greedy (1)"
0,0,35,8,"greedy (1)"
0,0,67,57,"greedy (1)"
0,0,135,29,"greedy (1)"
0,0,27,3,"greedy (1)"
0,0,21,23,"greedy (1)"
0,0,54,3,"greedy (1)"
0,0,402,18,"greedy (1)"
0,0,16,13,"greedy (1)"
0,0,6,5,"greedy (1)"
0,0,2,3,"greedy (1)"
0,0,256,18,"greedy (1)"
0,0,12,7,"greedy (1)"
0,0,13,7,"greedy (1)"
0,0,3,2,"greedy (1)"
0,0,15,16,"greedy (1)"
0,0,16,12,"greedy (1)"
0,0,33,6,"greedy (1)"
0,0,7,7,"greedy (1)"
0,0,116,4,"greedy (1)"
0,0,10,12,"greedy (1)"
0,0,38,39,"greedy (1)"
0,0,4,7,"greedy (1)"
0,0,25,6,"greedy (1)"
0,0,8,10,"greedy (1)"
0,0,5,6,"greedy (1)"
0,0,60,3,"greedy (1)"
0,0,29,5,"greedy (1)"
0,0,46,10,"greedy (1)"
0,0,285,39,"greedy (1)"
0,0,11,5,"greedy (1)"
0,0,7,9,"greedy (1)"
0,0,26,28,"greedy (1)"
0,0,13,14,"greedy (1)"
0,0,67,5,"greedy (1)"
0,0,21,12,"greedy (1)"
0,0,12,14,"greedy (1)"
0,0,43,10,"greedy (1)"
0,0,29,22,"greedy (1)"
0,0,716,13,"greedy (1)"
0,0,9,6,"greedy (1)"
0,0,16,16,"greedy (1)"
0,0,8,5,"greedy (1)"
0,0,338,13,"greedy (1)"
0,0,536,10,"greedy (1)"
0,0,157,30,"greedy (1)"
0,0,92,4,"greedy (1)"
0,0,13,9,"greedy (1)"
0,0,13,7,"greedy (1)"
0,0,34,36,"greedy (1)"
0,0,167,32,"greedy (1)"
0,0,68,7,"greedy (1)"
0,0,9,10,"greedy (1)"
0,0,473,26,"greedy (1)"
0,0,19,9,"greedy (1)"
0,0,39,11,"greedy (1)"
0,0,43,9,"greedy (1)"
0,0,34,14,"greedy (1)"
0,0,392,39,"greedy (1)"
0,0,38,3,"greedy (1)"
0,0,13,5,"greedy (1)"
0,0,19,10,"greedy (1)"
0,0,70,25,"greedy (1)"
0,0,6,6,"greedy (1)"
0,0,7,2,"greedy (1)"
0,0,39,5,"greedy (1)"
0,0,287,7,"greedy (1)"
0,0,3,4,"greedy (1)"
0,0,17,18,"greedy (1)"
0,0,40,5,"greedy (1)"
0,0,95,40,"greedy (1)"
0,0,210,13,"greedy (1)"
0,0,38,10,"greedy (1)"
0,0,25,17,"greedy (1)"
0,0,264,48,"greedy (1)"
0,0,36,2,"greedy (1)"
0,0,62,18,"greedy (1)"
0,0,42,20,"greedy (1)"
0,0,2,2,"greedy (1)"
0,0,172,9,"greedy (1)"
0,0,211,22,"greedy (1)"
0,0,21,14,"greedy (1)"
0,0,180,8,"greedy (1)"
0,0,8,5,"greedy (1)"
0,0,60,3,"greedy (1)"
0,0,13,6,"greedy (1)"
0,0,47,18,"greedy (1)"
0,0,6,7,"greedy (1)"
0,0,223,4,"greedy (1)"
0,0,23,6,"greedy (1)"
0,0,17,17,"greedy (1)"
0,0,23,23,"greedy (1)"
0,0,41,14,"greedy (1)"
0,0,10,12,"greedy (1)"
0,0,26,7,"greedy (1)"
0,0,265,31,"greedy (1)"
0,0,19,3,"greedy (1)"
0,0,64,14,"greedy (1)"
0,0,4,2,"greedy (1)"
0,0,271,6,"greedy (1)"
0,0,406,8,"greedy (1)"
0,0,25,2,"greedy (1)"
0,0,14,15,"greedy (1)"
0,0,78,17,"greedy (1)"
0,0,10,2,"greedy (1)"
0,0,77,6,"greedy (1)"
0,0,9,5,"greedy (1)"
0,0,391,2,"greedy (1)"
0,0,625,11,"greedy (1)"
0,0,503,40,"greedy (1)"
0,0,27,3,"greedy (1)"
0,0,46,22,"greedy (1)"
0,0,28,9,"greedy (1)"
0,0,75,10,"greedy (1)"
0,0,24,26,"greedy (1)"
0,0,6,4,"greedy (1)"
0,0,4,3,"greedy (1)"
0,0,716,23,"greedy (1)"
0,0,14,6,"greedy (1)"
0,0,88,8,"greedy (1)"
0,0,53,22,"greedy (1)"
0,0,6,7,"greedy (1)"
0,0,14,7,"greedy (1)"
0,0,77,7,"greedy (1)"
0,0,23,16,"greedy (1)"
0,0,71,10,"greedy (1)"
0,0,17,19,"greedy (1)"
0,0,20,21,"greedy (1)"
0,0,197,16,"greedy (1)"
0,0,8,10,"greedy (1)"
0,0,179,16,"greedy (1)"
0,0,15,4,"greedy (1)"
0,0,349,8,"greedy (1)"
0,0,11,8,"greedy (1)"
0,0,218,4,"greedy (1)"
0,0,457,11,"greedy (1)"
0,0,19,15,"greedy (1)"
0,0,25,25,"greedy (1)"
0,0,100,8,"greedy (1)"
0,0,125,2,"greedy (1)"
0,0,31,8,"greedy (1)"
0,0,215,28,"greedy (1)"
0,0,48,4,"greedy (1)"
0,0,106,33,"greedy (1)"
0,0,3,4,"greedy (1)"
0,0,17,8,"greedy (1)"
0,0,35,9,"greedy (1)"
0,0,473,13,"greedy (1)"
0,0,53,9,"greedy (1)"
0,0,624,8,"greedy (1)"
0,0,727,6,"greedy (1)"
0,0,8,7,"greedy (1)"
0,0,109,10,"greedy (1)"
0,0,8,10,"greedy (1)"
0,0,6,5,"greedy (1)"
0,0,9,3,"greedy (1)"
0,0,106,8,"greedy (1)"
0,0,29,22,"greedy (1)"
0,0,4,3,"greedy (1)"
0,0,54,23,"greedy (1)"
0,0,21,16,"greedy (1)"
0,0,397,4,"greedy (1)"
0,0,412,17,"greedy (1)"
0,0,12,14,"greedy (1)"
0,0,15,3,"greedy (1)"
0,0,26,8,"greedy (1)"
0,0,3,2,"greedy (1)"
0,0,288,14,"greedy (1)"
0,0,196,9,"greedy (1)"
0,0,100,9,"greedy (1)"
0,0,17,3,"greedy (1)"
0,0,20,18,"greedy (1)"
0,0,133,22,"greedy (1)"
0,0,315,9,"greedy (1)"
0,0,142,18,"greedy (1)"
0,0,166,7,"greedy (1)"
0,0,172,2,"greedy (1)"
0,0,25,8,"greedy (1)"
0,0,117,47,"greedy (1)"
0,0,174,12,"greedy (1)"
0,0,3,3,"greedy (1)"
0,0,160,4,"greedy (1)"
0,0,201,5,"greedy (1)"
0,0,59,5,"greedy (1)"
0,0,66,5,"greedy (1)"
0,0,128,6,"greedy (1)"
0,0,41,34,"greedy (1)"
0,0,59,27,"greedy (1)"
0,0,523,2,"greedy (1)"
0,0,65,16,"greedy (1)"
0,0,38,19,"greedy (1)"
0,0,92,19,"greedy (1)"
0,0,25,6,"greedy (1)"
0,0,10,12,"greedy (1)"
0,0,9,2,"greedy (1)"
0,0,76,16,"greedy (1)"
0,0,8,8,"greedy (1)"
0,0,28,30,"greedy (1)"
0,0,3,2,"greedy (1)"
0,0,70,7,"greedy (1)"
0,0,8,4,"greedy (1)"
0,0,25,6,"greedy (1)"
0,0,242,9,"greedy (1)"
0,0,271,41,"greedy (1)"
0,0,31,7,"greedy (1)"
0,0,17,4,"greedy (1)"
0,0,4,3,"greedy (1)"
0,0,72,10,"greedy (1)"
0,0,100,5,"greedy (1)"
0,0,215,4,"greedy (1)"
0,0,61,2,"greedy (1)"
0,0,33,5,"greedy (1)"
0,0,185,5,"greedy (1)"
0,0,6,7,"greedy (1)"
0,0,205,18,"greedy (1)"
0,0,23,24,"greedy (1)"
0,0,9,3,"greedy (1)"
0,0,8,4,"greedy (1)"
0,0,17,4,"greedy (1)"
0,0,3,2,"greedy (1)"
0,0,33,9,"greedy (1)"
0,0,88,3,"greedy (1)"
0,0,41,29,"greedy (1)"
0,0,10,12,"greedy (1)"
0,0,24,7,"greedy (1)"
0,0,195,3,"greedy (1)"
0,0,6,7,"greedy (1)"
0,0,6,5,"greedy (1)"
0,0,11,8,"greedy (1)"
0,0,155,30,"greedy (1)"
0,0,9,10,"greedy (1)"
0,0,17,2,"greedy (1)"
0,0,9,4,"greedy (1)"
0,0,117,7,"greedy (1)"
0,0,28,12,"greedy (1)"
0,0,174,12,"greedy (1)"
0,0,50,4,"greedy (1)"
0,0,32,28,"greedy (1)"
0,0,17,5,"greedy (1)"
0,0,27,12,"greedy (1)"
0,0,400,2,"greedy (1)"
0,0,25,12,"greedy (1)"
0,0,221,3,"greedy (1)"
0,0,45,11,"greedy (1)"
0,0,49,25,"greedy (1)"
0,0,146,10,"greedy (1)"
0,0,161,25,"greedy (1)"
0,0,23,11,"greedy (1)"
0,0,6,6,"greedy (1)"
0,0,22,23,"greedy (1)"
0,0,110,10,"greedy (1)"
0,0,21,14,"greedy (1)"
0,0,652,10,"greedy (1)"
0,0,78,5,"greedy (1)"
0,0,26,2,"greedy (1)"
0,0,62,24,"greedy (1)"
0,0,22,9,"greedy (1)"
0,0,11,12,"greedy (1)"
0,0,278,3,"greedy (1)"
0,0,9,3,"greedy (1)"
0,0,202,2,"greedy (1)"
0,0,143,7,"greedy (1)"
0,0,229,16,"greedy (1)"
0,0,237,37,"greedy (1)"
0,0,115,11,"greedy (1)"
0,0,222,38,"greedy (1)"
0,0,40,10,"greedy (1)"
0,0,59,13,"greedy (1)"
0,0,46,2,"greedy (1)"
0,0,23,8,"greedy (1)"
0,0,498,3,"greedy (1)"
467,0,1000,32,"greedy (1)"
0,0,57,31,"greedy (1)"
0,0,31,9,"greedy (1)"
0,0,27,28,"greedy (1)"
0,0,53,7,"greedy (1)"
0,0,188,16,"greedy (1)"
0,0,409,5,"greedy (1)"
0,0,7,9,"greedy (1)"
0,0,458,39,"greedy (1)"
0,0,127,58,"greedy (1)"
0,0,3,2,"greedy (1)"
0,0,6,3,"greedy (1)"
0,0,6,7,"greedy (1)"
0,0,5,6,"greedy (1)"
0,0,12,4,"greedy (1)"
0,0,89,17,"greedy (1)"
0,0,17,7,"greedy (1)"
0,0,5,3,"greedy (1)"
0,0,7,8,"greedy (1)"
0,0,56,10,"greedy (1)"
0,0,495,10,"greedy (1)"
0,0,13,3,"greedy (1)"
0,0,720,81,"greedy (1)"
0,0,180,12,"greedy (1)"
0,0,2,3,"greedy (1)"
0,0,19,8,"greedy (1)"
0,0,31,20,"greedy (1)"
0,0,9,5,"greedy (1)"
0,0,49,6,"greedy (1)"
0,0,21,7,"greedy (1)"
0,0,236,5,"greedy (1)"
0,0,9,3,"greedy (1)"
0,0,22,22,"greedy (1)"
0,0,38,2,"greedy (1)"
0,0,210,37,"greedy (1)"
0,0,11,9,"greedy (1)"
0,0,663,3,"greedy (1)"
0,0,65,15,"greedy (1)"
0,0,125,9,"greedy (1)"
0,0,40,6,"greedy (1)"
0,0,253,17,"greedy (1)"
0,0,11,13,"greedy (1)"
0,0,26,4,"greedy (1)"
0,0,349,51,"greedy (1)"
0,0,184,26,"greedy (1)"
0,0,125,20,"greedy (1)"
0,0,6,6,"greedy (1)"
0,0,12,13,"greedy (1)"
0,0,136,4,"greedy (1)"
0,0,16,19,"greedy (1)"
0,0,811,9,"greedy (1)"
0,0,496,16,"greedy (1)"
0,0,349,15,"greedy (1)"
0,0,97,13,"greedy (1)"
0,0,7,9,"greedy (1)"
0,0,79,15,"greedy (1)"
0,0,59,15,"greedy (1)"
0,0,18,18,"greedy (1)"
0,0,249,43,"greedy (1)"
0,0,69,18,"greedy (1)"
0,0,9,10,"greedy (1)"
0,0,14,12,"greedy (1)"
0,0,440,51,"greedy (1)"
0,0,9,4,"greedy (1)"
0,0,4,2,"greedy (1)"
0,0,34,9,"greedy (1)"
0,0,5,6,"greedy (1)"
0,0,456,5,"greedy (1)"
0,0,21,24,"greedy (1)"
0,0,31,21,"greedy (1)"
0,0,3,2,"greedy (1)"
0,0,11,5,"greedy (1)"
0,0,258,8,"greedy (1)"
0,0,111,15,"greedy (1)"
0,0,13,2,"greedy (1)"
0,0,64,32,"greedy (1)"
0,0,106,5,"greedy (1)"
0,0,58,28,"greedy (1)"
0,0,60,12,"greedy (1)"
0,0,469,14,"greedy (1)"
0,0,88,2,"greedy (1)"
0,0,24,3,"greedy (1)"
0,0,31,2,"greedy (1)"
0,0,26,14,"greedy (1)"
0,0,38,15,"greedy (1)"
0,0,13,9,"greedy (1)"
0,0,3,4,"greedy (1)"
0,0,507,75,"greedy (1)"
0,0,28,2,"greedy (1)"
0,0,131,12,"greedy (1)"
0,0,43,19,"greedy (1)"
0,0,239,82,"greedy (1)"
0,0,373,21,"greedy (1)"
0,0,80,2,"greedy (1)"
0,0,22,23,"greedy (1)"
0,0,34,9,"greedy (1)"
0,0,4,5,"greedy (1)"
0,0,92,20,"greedy (1)"
0,0,14,14,"greedy (1)"
0,0,750,4,"greedy (1)"
0,0,69,12,"greedy (1)"
0,0,5,7,"greedy (1)"
0,0,142,101,"greedy (1)"
0,0,12,14,"greedy (1)"
0,0,63,9,"greedy (1)"
0,0,7,3,"greedy (1)"
0,0,88,25,"greedy (1)"
0,0,7,5,"greedy (1)"
0,0,989,22,"greedy (1)"
0,0,36,10,"greedy (1)"
0,0,54,5,"greedy (1)"
0,0,17,19,"greedy (1)"
0,0,46,9,"greedy (1)"
0,0,5,4,"greedy (1)"
0,0,168,10,"greedy (1)"
0,0,56,16,"greedy (1)"
0,0,8,9,"greedy (1)"
0,0,9,11,"greedy (1)"
0,0,116,5,"greedy (1)"
0,0,166,5,"greedy (1)"
0,0,95,25,"greedy (1)"
0,0,2,2,"greedy (1)"
0,0,4,5,"greedy (1)"
0,0,21,4,"greedy (1)"
0,0,4,5,"greedy (1)"
0,0,115,49,"greedy (1)"
0,0,6,2,"greedy (1)"
0,0,9,10,"greedy (1)"
0,0,17,16,"greedy (1)"
0,0,2,4,"greedy (1)"
0,0,5,5,"greedy (1)"
0,0,7,9,"greedy (1)"
0,0,21,4,"greedy (1)"
0,0,57,30,"greedy (1)"
0,0,76,5,"greedy (1)"
0,0,41,19,"greedy (1)"
0,0,20,4,"greedy (1)"
0,0,21,2,"greedy (1)"
0,0,4,5,"greedy (1)"
0,0,333,17,"greedy (1)"
0,0,7,4,"greedy (1)"
0,0,61,8,"greedy (1)"
0,0,92,9,"greedy (1)"
0,0,45,11,"greedy (1)"
0,0,28,2,"greedy (1)"
0,0,82,3,"greedy (1)"
0,0,2,2,"greedy (1)"
0,0,13,2,"greedy (1)"
0,0,247,13,"greedy (1)"
0,0,251,9,"greedy (1)"
0,0,189,5,"greedy (1)"
0,0,42,19,"greedy (1)"
0,0,38,23,"greedy (1)"
0,0,13,15,"greedy (1)"
0,0,15,5,"greedy (1)"
0,0,5,3,"greedy (1)"
0,0,16,10,"greedy (1)"
0,0,6,4,"greedy (1)"
0,0,647,3,"greedy (1)"
0,0,34,5,"greedy (1)"
0,0,10,7,"greedy (1)"
0,0,261,53,"greedy (1)"
0,0,29,5,"greedy (1)"
0,0,97,2,"greedy (1)"
0,0,6,8,"greedy (1)"
0,0,34,4,"greedy (1)"
0,0,28,30,"greedy (1)"
0,0,21,23,"greedy (1)"
0,0,9,10,"greedy (1)"
0,0,191,24,"greedy (1)"
0,0,10,11,"greedy (1)"
0,0,20,10,"greedy (1)"
0,0,320,29,"greedy (1)"
0,0,48,6,"greedy (1)"
0,0,2,2,"greedy (1)"
0,0,66,35,"greedy (1)"
0,0,103,3,"greedy (1)"
0,0,96,5,"greedy (1)"
0,0,5,2,"greedy (1)"
0,0,91,21,"greedy (1)"
0,0,381,8,"greedy (1)"
0,0,156,38,"greedy (1)"
0,0,52,19,"greedy (1)"
0,0,229,3,"greedy (1)"
0,0,44,3,"greedy (1)"
0,0,135,15,"greedy (1)"
0,0,5,6,"greedy (1)"
0,0,9,8,"greedy (1)"
0,0,3,4,"greedy (1)"
0,0,730,3,"greedy (1)"
0,0,54,13,"greedy (1)"
0,0,97,14,"greedy (1)"
0,0,112,2,"greedy (1)"
0,0,392,2,"greedy (1)"
0,0,11,2,"greedy (1)"
0,0,20,9,"greedy (1)"
0,0,579,17,"greedy (1)"
0,0,249,17,"greedy (1)"
0,0,6,7,"greedy (1)"
0,0,9,3,"greedy (1)"
0,0,53,20,"greedy (1)"
0,0,200,23,"greedy (1)"
0,0,182,17,"greedy (1)"
0,0,7,7,"greedy (1)"
0,0,163,18,"greedy (1)"
0,0,23,13,"greedy (1)"
0,0,30,24,"greedy (1)"
0,0,6,8,"greedy (1)"
0,0,70,8,"greedy (1)"
0,0,59,57,"greedy (1)"
0,0,302,7,"greedy (1)"
0,0,194,31,"greedy (1)"
0,0,21,23,"greedy (1)"
0,0,91,22,"greedy (1)"
379,0,1000,5,"greedy (1)"
0,0,10,10,"greedy (1)"
0,0,3,3,"greedy (1)"
0,0,53,4,"greedy (1)"
0,0,17,18,"greedy (1)"
0,0,284,16,"greedy (1)"
0,0,19,12,"greedy (1)"
0,0,34,11,"greedy (1)"
0,0,88,3,"greedy (1)"
0,0,8,3,"greedy (1)"
0,0,81,14,"greedy (1)"
0,0,106,22,"greedy (1)"
0,0,13,5,"greedy (1)"
0,0,383,22,"greedy (1)"
0,0,38,17,"greedy (1)"
0,0,7,7,"greedy (1)"
0,0,88,11,"greedy (1)"
0,0,186,7,"greedy (1)"
126,0,1000,11,"greedy (1)"
0,0,3,2,"greedy (1)"
0,0,190,2,"greedy (1)"
0,0,35,7,"greedy (1)"
0,0,343,26,"greedy (1)"
0,0,24,11,"greedy (1)"
0,0,4,2,"greedy (1)"
0,0,7,2,"greedy (1)"
0,0,107,6,"greedy (1)"
0,0,41,6,"greedy (1)"
0,0,7,5,"greedy (1)"
0,0,47,12,"greedy (1)"
0,0,8,2,"greedy (1)"
0,0,28,24,"greedy (1)"
0,0,337,11,"greedy (1)"
0,0,6,4,"greedy (1)"
0,0,92,8,"greedy (1)"
0,0,6,8,"greedy (1)"
0,0,555,11,"greedy (1)"
592,0,1000,15,"greedy (1)"
0,0,7,7,"greedy (1)"
0,0,10,5,"greedy (1)"
0,0,69,7,"greedy (1)"
0,0,13,15,"greedy (1)"
0,0,110,20,"greedy (1)"
0,0,4,3,"greedy (1)"
0,0,437,11,"greedy (1)"
0,0,80,10,"greedy (1)"
0,0,499,20,"greedy (1)"
0,0,5,3,"greedy (1)"
0,0,12,3,"greedy (1)"
0,0,65,2,"greedy (1)"
0,0,697,5,"greedy (1)"
0,0,53,8,"greedy (1)"
298,0,1000,101,"greedy (1)"
74,0,1000,10,"greedy (1)"
0,0,6,7,"greedy (1)"
0,0,47,7,"greedy (1)"
0,0,59,19,"greedy (1)"
0,0,4,2,"greedy (1)"
0,0,25,9,"greedy (1)"
0,0,95,5,"greedy (1)"
0,0,176,8,"greedy (1)"
0,0,9,2,"greedy (1)"
0,0,968,10,"greedy (1)"
0,0,36,17,"greedy (1)"
0,0,5,7,"greedy (1)"
0,0,25,15,"greedy (1)"
0,0,8,2,"greedy (1)"
0,0,4,6,"greedy (1)"
0,0,24,7,"greedy (1)"
0,0,44,6,"greedy (1)"
0,0,244,6,"greedy (1)"
0,0,8,8,"greedy (1)"
0,0,6,5,"greedy (1)"
0,0,674,39,"greedy (1)"
0,0,44,12,"greedy (1)"
0,0,232,4,"greedy (1)"
0,0,6,2,"greedy (1)"
0,0,104,20,"greedy (1)"
0,0,4,4,"greedy (1)"
0,0,59,18,"greedy (1)"
0,0,7,7,"greedy (1)"
0,0,20,20,"greedy (1)"
0,0,241,4,"greedy (1)"
0,0,33,4,"greedy (1)"
0,0,30,19,"greedy (1)"
0,0,3,2,"greedy (1)"
0,0,3,2,"greedy (1)"
0,0,6,2,"greedy (1)"
0,0,56,2,"greedy (1)"
0,0,14,4,"greedy (1)"
0,0,28,3,"greedy (1)"
0,0,89,38,"greedy (1)"
0,0,9,9,"greedy (1)"
0,0,292,31,"greedy (1)"
0,0,215,39,"greedy (1)"
0,0,146,8,"greedy (1)"
0,0,22,6,"greedy (1)"
0,0,29,11,"greedy (1)"
0,0,6,3,"greedy (1)"
0,0,144,22,"greedy (1)"
0,0,13,3,"greedy (1)"
236,0,1000,27,"greedy (1)"
0,0,33,15,"greedy (1)"
0,0,881,29,"greedy (1)"
0,0,22,17,"greedy (1)"
0,0,558,7,"greedy (1)"
0,0,15,11,"greedy (1)"
0,0,40,2,"greedy (1)"
0,0,20,21,"greedy (1)"
0,0,464,17,"greedy (1)"
0,0,3,3,"greedy (1)"
0,0,188,14,"greedy (1)"
0,0,42,2,"greedy (1)"
0,0,45,3,"greedy (1)"
0,0,7,5,"greedy (1)"
0,0,134,2,"greedy (1)"
0,0,6,2,"greedy (1)"
0,0,3,3,"greedy (1)"
0,0,4,2,"greedy (1)"
0,0,11,13,"greedy (1)"
0,0,11,4,"greedy (1)"
0,0,169,15,"greedy (1)"
0,0,101,28,"greedy (1)"
0,0,48,19,"greedy (1)"
0,0,8,9,"greedy (1)"
0,0,46,22,"greedy (1)"
0,0,106,3,"greedy (1)"
0,0,106,15,"greedy (1)"
0,0,543,2,"greedy (1)"
0,0,49,33,"greedy (1)"
0,0,77,22,"greedy (1)"
0,0,22,13,"greedy (1)"
0,0,75,2,"greedy (1)"
0,0,136,8,"greedy (1)"
126,0,1000,7,"greedy (1)"
0,0,93,16,"greedy (1)"
0,0,17,18,"greedy (1)"
0,0,21,5,"greedy (1)"
0,0,21,21,"greedy (1)"
0,0,13,13,"greedy (1)"
0,0,25,6,"greedy (1)"
0,0,20,22,"greedy (1)"
0,0,606,9,"greedy (1)"
0,0,52,2,"greedy (1)"
0,0,325,23,"greedy (1)"
0,0,17,3,"greedy (1)"
0,0,24,23,"greedy (1)"
0,0,4,4,"greedy (1)"
0,0,5,2,"greedy (1)"
446,0,1000,34,"greedy (1)"
0,0,9,2,"greedy (1)"
0,0,29,30,"greedy (1)"
0,0,55,28,"greedy (1)"
0,0,10,2,"greedy (1)"
0,0,14,3,"greedy (1)"
0,0,108,4,"greedy (1)"
0,0,14,16,"greedy (1)"
0,0,13,13,"greedy (1)"
0,0,18,4,"greedy (1)"
0,0,20,7,"greedy (1)"
0,0,6,6,"greedy (1)"
0,0,19,2,"greedy (1)"
0,0,696,9,"greedy (1)"
0,0,16,2,"greedy (1)"
0,0,35,5,"greedy (1)"
0,0,56,30,"greedy (1)"
0,0,31,7,"greedy (1)"
0,0,146,13,"greedy (1)"
0,0,206,6,"greedy (1)"
0,0,5,3,"greedy (1)"
0,0,56,14,"greedy (1)"
0,0,7,8,"greedy (1)"
0,0,12,5,"greedy (1)"
0,0,11,12,"greedy (1)"
0,0,8,9,"greedy (1)"
0,0,178,5,"greedy (1)"
0,0,121,24,"greedy (1)"
0,0,7,9,"greedy (1)"
0,0,37,7,"greedy (1)"
0,0,10,12,"greedy (1)"
0,0,5,3,"greedy (1)"
0,0,103,2,"greedy (1)"
0,0,4,3,"greedy (1)"
0,0,6,6,"greedy (1)"
0,0,6,3,"greedy (1)"
0,0,35,3,"greedy (1)"
0,0,29,2,"greedy (1)"
0,0,35,4,"greedy (1)"
0,0,34,20,"greedy (1)"
0,0,21,10,"greedy (1)"
0,0,3,2,"greedy (1)"
0,0,29,8,"greedy (1)"
0,0,161,7,"greedy (1)"
479,0,1000,6,"greedy (1)"
