"st1","st2","t_fin1","t_fin2","condition"
0,0,2,361,"standard"
0,0,48,31,"standard"
0,0,593,592,"standard"
0,0,234,174,"standard"
0,0,5,6,"standard"
0,0,45,48,"standard"
0,0,9,805,"standard"
0,0,303,300,"standard"
0,0,11,6,"standard"
0,0,175,147,"standard"
0,0,9,12,"standard"
0,0,22,27,"standard"
0,0,20,9,"standard"
0,0,13,13,"standard"
0,0,2,383,"standard"
0,0,99,96,"standard"
0,0,962,2,"standard"
0,0,123,121,"standard"
0,0,142,142,"standard"
0,0,9,16,"standard"
0,0,201,179,"standard"
0,0,554,555,"standard"
0,0,111,112,"standard"
0,0,4,15,"standard"
0,0,18,15,"standard"
0,0,5,4,"standard"
0,0,3,11,"standard"
0,0,7,7,"standard"
0,0,89,34,"standard"
0,0,9,197,"standard"
0,0,8,9,"standard"
0,0,19,59,"standard"
0,0,20,29,"standard"
0,0,11,7,"standard"
0,0,935,915,"standard"
0,0,17,30,"standard"
0,0,7,6,"standard"
0,0,815,812,"standard"
0,0,52,113,"standard"
0,0,50,47,"standard"
0,0,12,3,"standard"
0,0,25,19,"standard"
0,0,322,4,"standard"
0,0,2,23,"standard"
0,0,271,269,"standard"
0,0,3,2,"standard"
0,0,44,45,"standard"
0,0,12,2,"standard"
0,0,15,15,"standard"
0,0,5,5,"standard"
0,0,27,3,"standard"
0,0,51,17,"standard"
0,0,113,45,"standard"
0,0,8,14,"standard"
0,0,3,3,"standard"
0,0,95,94,"standard"
0,0,8,9,"standard"
0,0,35,34,"standard"
0,0,21,27,"standard"
0,0,22,5,"standard"
0,0,174,171,"standard"
0,0,66,2,"standard"
0,0,9,7,"standard"
0,0,12,12,"standard"
0,0,2,2,"standard"
0,0,3,2,"standard"
0,0,19,36,"standard"
0,0,8,7,"standard"
0,0,67,4,"standard"
0,0,7,5,"standard"
0,0,14,6,"standard"
0,0,47,47,"standard"
0,0,452,448,"standard"
0,0,25,50,"standard"
0,0,18,16,"standard"
0,0,16,10,"standard"
0,0,329,330,"standard"
0,0,11,4,"standard"
0,0,267,296,"standard"
0,0,7,21,"standard"
0,0,2,4,"standard"
0,0,149,145,"standard"
0,0,750,740,"standard"
0,0,16,15,"standard"
0,0,8,3,"standard"
0,0,6,4,"standard"
0,0,6,2,"standard"
0,0,15,55,"standard"
0,0,186,189,"standard"
0,0,41,44,"standard"
0,0,339,304,"standard"
0,0,572,571,"standard"
0,0,383,384,"standard"
0,62,999,1000,"standard"
0,0,150,142,"standard"
0,0,371,11,"standard"
0,0,3,5,"standard"
0,0,42,42,"standard"
0,0,2,11,"standard"
0,0,20,26,"standard"
0,0,12,4,"standard"
0,0,881,888,"standard"
0,0,64,37,"standard"
0,0,2,3,"standard"
600,600,1000,1000,"standard"
0,0,48,8,"standard"
0,0,83,81,"standard"
0,0,28,21,"standard"
0,0,19,72,"standard"
0,0,9,4,"standard"
0,0,3,3,"standard"
0,0,2,2,"standard"
0,0,540,543,"standard"
0,0,8,949,"standard"
0,0,4,162,"standard"
0,0,2,28,"standard"
0,0,89,182,"standard"
0,0,641,626,"standard"
0,0,124,290,"standard"
0,0,2,4,"standard"
0,0,4,2,"standard"
0,0,13,6,"standard"
0,0,4,2,"standard"
0,0,2,5,"standard"
0,0,9,11,"standard"
0,0,38,31,"standard"
0,0,45,39,"standard"
0,0,757,767,"standard"
0,0,26,16,"standard"
0,0,27,29,"standard"
0,0,27,27,"standard"
0,0,2,5,"standard"
0,0,22,24,"standard"
0,0,147,70,"standard"
0,0,6,17,"standard"
0,0,335,349,"standard"
0,0,128,138,"standard"
0,0,35,12,"standard"
0,0,9,4,"standard"
0,0,2,89,"standard"
0,0,5,7,"standard"
0,0,7,2,"standard"
0,0,28,60,"standard"
0,0,10,11,"standard"
0,0,14,11,"standard"
0,0,265,252,"standard"
0,0,9,3,"standard"
0,0,100,98,"standard"
0,0,45,41,"standard"
0,0,3,4,"standard"
0,0,32,32,"standard"
0,0,5,3,"standard"
0,0,4,5,"standard"
0,0,714,710,"standard"
196,154,1000,1000,"standard"
0,0,3,55,"standard"
0,0,41,350,"standard"
0,0,741,453,"standard"
0,0,212,224,"standard"
0,0,3,4,"standard"
0,0,423,423,"standard"
0,0,23,2,"standard"
0,0,35,5,"standard"
0,0,151,145,"standard"
0,0,43,6,"standard"
0,0,4,3,"standard"
0,0,17,161,"standard"
0,0,15,15,"standard"
0,0,93,151,"standard"
0,0,756,753,"standard"
457,600,1000,1000,"standard"
0,0,5,23,"standard"
0,0,10,10,"standard"
0,0,78,75,"standard"
0,0,11,7,"standard"
0,0,4,16,"standard"
0,0,15,26,"standard"
0,0,24,9,"standard"
0,0,9,21,"standard"
0,0,481,496,"standard"
0,0,24,16,"standard"
0,0,8,8,"standard"
0,0,457,456,"standard"
0,0,31,33,"standard"
0,0,60,3,"standard"
0,0,48,3,"standard"
0,0,40,2,"standard"
0,0,45,15,"standard"
0,0,9,14,"standard"
0,0,283,279,"standard"
0,0,26,19,"standard"
0,0,55,2,"standard"
0,0,65,65,"standard"
0,0,50,49,"standard"
0,0,151,160,"standard"
0,0,2,7,"standard"
0,0,6,9,"standard"
0,0,19,21,"standard"
0,0,508,505,"standard"
292,385,1000,1000,"standard"
0,0,3,6,"standard"
0,0,9,12,"standard"
0,0,2,15,"standard"
0,0,15,47,"standard"
0,0,25,22,"standard"
0,0,18,43,"standard"
0,0,104,2,"standard"
0,0,12,3,"standard"
0,0,147,150,"standard"
0,0,19,20,"standard"
0,0,30,11,"standard"
0,0,26,21,"standard"
0,0,34,2,"standard"
0,0,4,33,"standard"
0,0,2,2,"standard"
0,0,540,540,"standard"
0,0,905,904,"standard"
0,0,21,2,"standard"
530,189,1000,1000,"standard"
0,0,10,10,"standard"
0,0,7,9,"standard"
0,0,35,37,"standard"
0,0,6,49,"standard"
0,0,249,230,"standard"
0,0,5,7,"standard"
0,0,6,3,"standard"
0,0,4,27,"standard"
0,0,79,81,"standard"
0,0,3,10,"standard"
317,534,1000,1000,"standard"
0,0,12,6,"standard"
232,0,1000,6,"standard"
0,0,124,112,"standard"
0,0,13,11,"standard"
0,0,108,109,"standard"
0,0,34,33,"standard"
0,0,759,758,"standard"
0,0,14,15,"standard"
0,0,7,24,"standard"
0,0,35,37,"standard"
0,0,330,967,"standard"
0,0,673,704,"standard"
0,0,184,221,"standard"
0,0,31,33,"standard"
0,0,27,28,"standard"
0,0,767,38,"standard"
0,0,16,15,"standard"
0,0,101,266,"standard"
0,0,59,18,"standard"
0,0,66,66,"standard"
0,0,7,9,"standard"
0,0,10,4,"standard"
289,64,1000,1000,"standard"
0,0,92,13,"standard"
0,0,6,11,"standard"
0,0,18,6,"standard"
0,0,35,31,"standard"
0,0,5,4,"standard"
0,0,39,41,"standard"
0,0,568,575,"standard"
0,0,399,399,"standard"
0,0,5,4,"standard"
0,0,13,8,"standard"
0,0,24,24,"standard"
0,0,420,425,"standard"
0,0,7,4,"standard"
0,0,20,22,"standard"
0,0,234,15,"standard"
0,0,280,285,"standard"
0,0,337,337,"standard"
0,0,518,461,"standard"
0,0,17,5,"standard"
0,0,11,3,"standard"
0,0,11,11,"standard"
0,0,483,635,"standard"
0,0,9,117,"standard"
0,0,248,249,"standard"
0,0,19,18,"standard"
0,0,5,5,"standard"
0,0,295,146,"standard"
0,0,509,354,"standard"
0,0,766,766,"standard"
0,0,87,88,"standard"
0,0,493,554,"standard"
0,0,349,262,"standard"
0,0,191,193,"standard"
0,138,206,1000,"standard"
0,0,32,30,"standard"
0,0,12,10,"standard"
0,0,3,3,"standard"
0,0,957,960,"standard"
0,0,116,155,"standard"
0,0,51,51,"standard"
0,0,71,69,"standard"
0,0,2,5,"standard"
0,0,3,5,"standard"
0,0,798,810,"standard"
0,0,4,6,"standard"
0,0,4,41,"standard"
0,0,326,2,"standard"
0,0,44,45,"standard"
0,0,11,9,"standard"
0,0,330,325,"standard"
0,0,7,19,"standard"
0,0,20,11,"standard"
0,0,12,11,"standard"
0,0,2,6,"standard"
0,0,554,554,"standard"
0,0,13,29,"standard"
0,0,8,9,"standard"
0,0,48,38,"standard"
0,0,143,141,"standard"
0,0,11,5,"standard"
0,0,5,5,"standard"
0,0,99,64,"standard"
600,132,1000,1000,"standard"
0,0,18,22,"standard"
0,0,6,24,"standard"
0,0,20,26,"standard"
0,0,2,17,"standard"
0,0,16,14,"standard"
0,0,4,27,"standard"
0,0,395,39,"standard"
0,0,113,120,"standard"
0,0,18,13,"standard"
0,0,3,145,"standard"
0,0,95,95,"standard"
0,0,42,41,"standard"
0,0,176,179,"standard"
0,0,2,2,"standard"
0,0,462,465,"standard"
0,0,10,7,"standard"
0,0,445,435,"standard"
0,0,366,368,"standard"
0,0,6,3,"standard"
0,0,77,45,"standard"
0,0,3,9,"standard"
0,0,8,12,"standard"
334,0,1000,210,"standard"
0,0,3,5,"standard"
0,0,6,7,"standard"
0,0,3,18,"standard"
0,0,10,7,"standard"
0,0,542,542,"standard"
0,0,25,11,"standard"
0,0,4,4,"standard"
0,0,41,33,"standard"
0,0,9,2,"standard"
0,0,24,25,"standard"
0,0,7,2,"standard"
0,0,6,221,"standard"
0,0,21,3,"standard"
0,0,2,2,"standard"
0,0,642,626,"standard"
0,0,46,12,"standard"
0,0,6,2,"standard"
0,0,40,43,"standard"
0,0,770,769,"standard"
0,0,7,11,"standard"
0,0,2,6,"standard"
0,0,407,404,"standard"
0,0,40,39,"standard"
0,0,154,161,"standard"
0,0,289,295,"standard"
0,0,176,188,"standard"
0,0,558,514,"standard"
0,0,41,55,"standard"
0,0,10,10,"standard"
0,0,35,24,"standard"
0,0,4,15,"standard"
0,0,9,9,"standard"
0,0,2,25,"standard"
0,0,19,24,"standard"
0,0,428,4,"standard"
0,0,15,17,"standard"
0,0,53,60,"standard"
0,0,13,10,"standard"
0,0,2,8,"standard"
0,0,6,52,"standard"
0,0,50,7,"standard"
0,0,4,8,"standard"
0,0,6,6,"standard"
0,0,8,6,"standard"
0,0,92,18,"standard"
0,0,108,111,"standard"
0,0,70,58,"standard"
0,0,11,21,"standard"
0,0,79,94,"standard"
0,0,6,2,"standard"
0,0,21,18,"standard"
0,0,358,362,"standard"
0,0,93,15,"standard"
0,0,101,90,"standard"
0,0,35,6,"standard"
0,0,15,14,"standard"
0,0,25,21,"standard"
0,0,569,563,"standard"
0,0,494,498,"standard"
0,0,173,172,"standard"
0,0,5,5,"standard"
0,0,55,3,"standard"
0,0,50,4,"standard"
0,0,15,38,"standard"
0,0,7,5,"standard"
0,0,13,10,"standard"
0,0,9,14,"standard"
0,0,56,64,"standard"
0,0,30,40,"standard"
0,0,4,11,"standard"
0,0,22,15,"standard"
0,0,7,9,"standard"
0,0,4,4,"standard"
0,0,120,16,"standard"
0,0,772,772,"standard"
0,0,17,3,"standard"
0,0,2,9,"standard"
0,0,223,222,"standard"
0,0,8,3,"standard"
0,0,535,537,"standard"
0,0,2,5,"standard"
0,0,17,2,"standard"
0,0,3,5,"standard"
0,0,630,643,"standard"
0,0,15,29,"standard"
77,600,1000,1000,"standard"
0,0,11,14,"standard"
0,0,29,30,"standard"
0,0,4,24,"standard"
0,0,31,7,"standard"
0,0,60,63,"standard"
0,0,44,42,"standard"
0,0,7,20,"standard"
0,0,40,2,"standard"
0,0,2,2,"standard"
0,0,6,6,"standard"
0,0,11,2,"standard"
0,0,13,61,"standard"
0,0,9,9,"standard"
0,0,15,22,"standard"
0,0,6,10,"standard"
0,0,9,2,"standard"
0,0,2,39,"standard"
0,0,19,20,"standard"
0,0,7,6,"standard"
0,0,2,4,"standard"
0,0,122,111,"standard"
0,0,337,332,"standard"
0,0,8,145,"standard"
0,0,37,36,"standard"
0,0,32,11,"standard"
0,0,12,9,"standard"
0,0,144,144,"standard"
0,0,615,627,"standard"
0,0,2,582,"standard"
0,0,23,7,"standard"
0,0,8,8,"standard"
0,0,105,118,"standard"
0,0,18,17,"standard"
0,0,28,37,"standard"
0,0,551,610,"standard"
0,0,23,29,"standard"
0,0,98,110,"standard"
0,0,2,10,"standard"
0,0,724,733,"standard"
0,0,3,3,"standard"
0,0,4,7,"standard"
0,0,51,51,"standard"
0,0,2,17,"standard"
0,0,20,10,"standard"
0,0,19,14,"standard"
0,0,6,9,"standard"
0,0,4,8,"standard"
0,0,24,2,"standard"
0,0,9,6,"standard"
600,339,1000,1000,"standard"
0,0,12,19,"standard"
0,0,3,6,"standard"
0,0,253,242,"standard"
0,0,4,115,"standard"
0,0,17,17,"standard"
0,0,85,79,"standard"
0,0,60,37,"standard"
0,0,137,124,"standard"
0,0,14,2,"standard"
107,113,1000,1000,"standard"
0,0,6,73,"standard"
0,0,30,26,"standard"
76,99,1000,1000,"standard"
0,0,4,38,"standard"
0,0,64,61,"standard"
0,0,51,43,"standard"
0,0,10,15,"standard"
0,0,140,139,"standard"
205,67,1000,1000,"standard"
0,0,11,441,"standard"
0,0,51,48,"standard"
0,0,12,13,"standard"
0,0,7,7,"standard"
0,0,33,27,"standard"
0,0,12,8,"standard"
81,241,1000,1000,"standard"
0,0,301,211,"standard"
0,0,12,12,"standard"
0,0,51,9,"standard"
0,0,136,137,"standard"
0,0,12,3,"standard"
0,0,17,17,"standard"
0,0,42,367,"standard"
0,0,31,13,"standard"
0,0,3,7,"standard"
0,0,9,6,"standard"
0,0,235,255,"standard"
0,0,28,25,"standard"
0,0,91,3,"standard"
0,0,26,9,"standard"
0,0,36,26,"standard"
0,0,731,730,"standard"
517,474,1000,1000,"standard"
0,0,14,2,"standard"
0,0,12,10,"standard"
0,0,3,9,"standard"
0,0,578,497,"standard"
0,0,15,16,"standard"
0,0,4,3,"standard"
0,0,59,5,"standard"
0,0,18,2,"standard"
0,0,9,11,"standard"
0,0,33,20,"standard"
0,0,74,73,"standard"
0,0,5,46,"standard"
0,0,261,262,"standard"
0,0,11,10,"standard"
0,0,3,3,"standard"
0,0,164,156,"standard"
0,0,310,310,"standard"
0,0,28,4,"standard"
0,0,22,25,"standard"
0,0,741,739,"standard"
0,0,67,67,"standard"
0,0,6,6,"standard"
0,0,13,12,"standard"
0,0,179,4,"standard"
0,0,10,368,"standard"
0,0,6,23,"standard"
0,0,181,180,"standard"
0,0,3,13,"standard"
0,0,16,33,"standard"
0,0,558,549,"standard"
0,0,3,12,"standard"
0,0,24,16,"standard"
0,0,4,3,"standard"
0,0,8,3,"standard"
0,0,676,5,"standard"
0,0,37,26,"standard"
0,0,182,144,"standard"
0,0,7,2,"standard"
0,0,22,17,"standard"
0,0,6,4,"standard"
0,0,790,794,"standard"
0,0,3,6,"standard"
0,0,12,4,"standard"
0,0,64,73,"standard"
0,0,801,801,"standard"
0,0,903,910,"standard"
0,0,6,8,"standard"
0,0,14,14,"standard"
0,0,59,31,"standard"
0,0,47,4,"standard"
0,0,103,106,"standard"
0,0,503,494,"standard"
0,0,36,3,"standard"
0,0,2,52,"standard"
0,0,18,16,"standard"
0,0,36,2,"standard"
0,0,14,38,"standard"
0,0,49,42,"standard"
0,0,24,6,"standard"
0,0,2,50,"standard"
0,0,2,22,"standard"
0,0,180,196,"standard"
0,0,10,6,"standard"
0,0,51,52,"standard"
0,0,21,50,"standard"
0,0,13,10,"standard"
0,0,28,12,"standard"
0,0,84,83,"standard"
0,0,34,4,"standard"
0,0,4,2,"standard"
0,0,834,836,"standard"
0,0,3,3,"standard"
0,0,553,184,"standard"
0,0,3,10,"standard"
0,0,122,137,"standard"
0,0,6,8,"standard"
0,0,4,241,"standard"
0,0,33,37,"standard"
0,0,8,9,"standard"
0,0,24,16,"standard"
0,0,68,97,"standard"
0,0,12,4,"standard"
0,0,42,46,"standard"
0,0,2,14,"standard"
0,0,31,4,"standard"
0,0,280,280,"standard"
0,0,77,101,"standard"
0,0,27,29,"standard"
0,0,15,13,"standard"
0,0,145,144,"standard"
163,140,1000,1000,"standard"
0,0,31,10,"standard"
0,0,55,57,"standard"
0,0,36,15,"standard"
0,0,65,75,"standard"
0,0,372,2,"standard"
0,0,19,9,"standard"
0,0,20,7,"standard"
0,0,6,6,"standard"
0,0,200,202,"standard"
0,0,12,15,"standard"
0,0,10,8,"standard"
0,0,5,6,"standard"
144,185,1000,1000,"standard"
0,0,315,137,"standard"
0,0,68,67,"standard"
0,0,13,12,"standard"
0,0,6,2,"standard"
0,0,697,695,"standard"
0,0,51,92,"standard"
0,0,8,17,"standard"
0,0,37,34,"standard"
0,0,43,4,"standard"
0,0,748,751,"standard"
379,0,1000,7,"standard"
0,0,272,246,"standard"
0,0,396,407,"standard"
0,0,92,90,"standard"
0,0,28,35,"standard"
0,0,3,10,"standard"
0,0,7,9,"standard"
0,0,9,6,"standard"
0,0,9,11,"standard"
0,0,467,466,"standard"
0,0,56,39,"standard"
0,0,215,36,"standard"
0,0,16,29,"standard"
0,0,4,13,"standard"
0,0,5,5,"standard"
0,0,395,396,"standard"
0,0,463,449,"standard"
0,0,16,18,"standard"
0,393,758,1000,"standard"
0,0,21,20,"standard"
0,0,847,847,"standard"
0,0,197,198,"standard"
151,0,1000,835,"standard"
366,315,1000,1000,"standard"
0,0,6,5,"standard"
0,0,64,5,"standard"
0,0,7,7,"standard"
0,0,56,17,"standard"
0,0,36,36,"standard"
0,0,965,7,"standard"
0,0,3,3,"standard"
0,0,2,21,"standard"
273,384,1000,1000,"standard"
0,0,2,2,"standard"
0,0,238,6,"standard"
544,364,1000,1000,"standard"
0,0,152,162,"standard"
0,0,5,708,"standard"
0,0,41,23,"standard"
0,0,16,8,"standard"
388,228,1000,1000,"standard"
0,0,9,5,"standard"
0,0,6,3,"standard"
0,0,24,2,"standard"
0,0,4,6,"standard"
0,0,23,20,"standard"
0,0,8,12,"standard"
0,0,15,15,"standard"
0,0,189,195,"standard"
0,600,11,1000,"standard"
0,0,128,124,"standard"
0,0,9,34,"standard"
0,0,23,14,"standard"
0,0,7,9,"standard"
0,0,2,269,"standard"
0,0,90,166,"standard"
0,0,3,5,"standard"
0,0,18,25,"standard"
0,0,48,50,"standard"
0,0,5,2,"standard"
0,0,15,2,"standard"
582,168,1000,1000,"standard"
0,0,2,2,"standard"
0,0,127,119,"standard"
0,0,47,95,"standard"
0,0,13,19,"standard"
300,162,1000,1000,"standard"
0,0,80,102,"standard"
0,0,98,112,"standard"
0,0,75,68,"standard"
0,0,25,16,"standard"
0,0,42,28,"standard"
0,0,166,169,"standard"
0,0,12,11,"standard"
0,0,8,4,"standard"
0,0,16,14,"standard"
0,0,17,17,"standard"
0,0,20,22,"standard"
0,0,13,42,"standard"
0,0,12,4,"standard"
0,0,29,16,"standard"
0,0,45,43,"standard"
0,0,4,31,"standard"
0,0,7,4,"standard"
0,0,33,34,"standard"
0,0,819,819,"standard"
0,0,48,52,"standard"
0,0,385,385,"standard"
0,0,298,298,"standard"
0,0,48,3,"standard"
0,0,4,24,"standard"
0,0,88,81,"standard"
0,0,132,189,"standard"
0,0,291,289,"standard"
0,0,2,3,"standard"
0,0,569,81,"standard"
0,0,8,2,"standard"
0,0,789,790,"standard"
0,0,6,6,"standard"
0,0,12,6,"standard"
0,0,5,5,"standard"
0,0,31,30,"standard"
0,0,480,867,"standard"
0,0,4,238,"standard"
0,0,135,130,"standard"
0,0,515,508,"standard"
0,0,22,17,"standard"
0,0,15,3,"standard"
0,0,45,41,"standard"
0,0,28,24,"standard"
0,0,887,897,"standard"
0,0,6,6,"standard"
0,0,21,13,"standard"
0,0,21,23,"standard"
0,0,284,215,"standard"
0,0,332,332,"standard"
0,0,2,9,"standard"
0,0,980,943,"standard"
0,0,173,185,"standard"
0,0,73,83,"standard"
0,0,78,205,"standard"
0,0,94,7,"standard"
0,0,551,552,"standard"
0,0,18,17,"standard"
0,0,69,71,"standard"
0,0,27,2,"standard"
0,0,599,600,"standard"
0,0,3,8,"standard"
0,0,11,11,"standard"
0,0,17,18,"standard"
0,0,406,411,"standard"
0,0,22,23,"standard"
0,0,4,8,"standard"
0,0,5,3,"standard"
0,0,3,4,"standard"
0,0,8,9,"standard"
0,0,93,109,"standard"
0,0,4,9,"standard"
0,0,3,284,"standard"
0,0,372,353,"standard"
0,0,23,23,"standard"
0,0,453,460,"standard"
0,0,10,3,"standard"
0,0,8,3,"standard"
0,0,416,2,"standard"
0,0,3,9,"standard"
0,0,4,3,"standard"
0,0,12,6,"standard"
0,0,7,16,"standard"
0,0,39,41,"standard"
0,0,15,25,"standard"
0,0,9,8,"standard"
0,0,7,7,"standard"
0,0,939,946,"standard"
0,0,3,12,"standard"
0,0,52,53,"standard"
0,0,23,113,"standard"
0,0,5,4,"standard"
0,0,305,186,"standard"
0,0,43,42,"standard"
0,0,15,2,"standard"
0,0,133,134,"standard"
0,0,196,197,"standard"
0,0,73,72,"standard"
0,0,24,25,"standard"
0,0,43,10,"standard"
0,0,401,409,"standard"
0,0,31,21,"standard"
0,0,2,2,"standard"
0,0,20,19,"standard"
0,0,4,7,"standard"
0,0,353,434,"standard"
0,0,27,22,"standard"
0,0,34,38,"standard"
524,257,1000,1000,"standard"
600,103,1000,1000,"standard"
0,0,12,14,"standard"
0,0,6,46,"standard"
0,0,11,357,"standard"
0,0,27,26,"standard"
0,0,499,502,"standard"
0,0,38,33,"standard"
0,0,10,11,"standard"
0,0,9,10,"standard"
0,0,2,16,"standard"
0,0,21,13,"standard"
0,0,187,179,"standard"
409,377,1000,1000,"standard"
0,0,8,4,"standard"
0,0,341,7,"standard"
0,0,23,24,"standard"
0,0,203,212,"standard"
0,0,19,23,"standard"
0,0,111,172,"standard"
0,0,512,569,"standard"
0,0,10,9,"standard"
0,0,10,7,"standard"
0,0,47,39,"standard"
0,0,6,13,"standard"
0,0,5,2,"standard"
0,0,25,10,"standard"
0,0,3,2,"standard"
0,0,2,8,"standard"
0,0,594,543,"standard"
0,0,2,2,"standard"
0,0,277,273,"standard"
0,0,87,17,"standard"
0,0,762,833,"standard"
0,0,3,2,"standard"
0,0,15,246,"standard"
0,0,43,134,"standard"
0,0,3,13,"standard"
0,0,7,83,"standard"
0,0,922,934,"standard"
0,0,33,33,"standard"
0,0,111,8,"standard"
0,0,43,50,"standard"
0,0,23,20,"standard"
0,0,139,135,"standard"
0,0,9,7,"standard"
0,0,862,871,"standard"
0,0,11,11,"standard"
0,0,5,17,"standard"
0,0,8,19,"standard"
0,0,5,3,"standard"
0,0,71,293,"standard"
0,0,3,20,"standard"
0,0,18,43,"standard"
0,0,14,58,"standard"
0,0,5,63,"standard"
0,0,54,31,"standard"
0,0,63,39,"standard"
0,0,61,29,"standard"
0,0,159,173,"standard"
0,0,15,21,"standard"
0,0,5,6,"standard"
0,0,16,12,"standard"
0,0,9,8,"standard"
0,0,128,49,"standard"
0,0,2,125,"standard"
0,0,8,2,"standard"
0,0,86,74,"standard"
0,0,119,73,"standard"
0,0,365,4,"standard"
0,0,240,246,"standard"
0,0,169,177,"standard"
0,0,68,72,"standard"
0,0,359,362,"standard"
0,0,7,14,"standard"
0,0,2,11,"standard"
0,0,427,388,"standard"
86,600,1000,1000,"standard"
0,0,295,296,"standard"
0,0,64,61,"standard"
0,0,17,20,"standard"
0,0,169,177,"standard"
0,0,697,700,"standard"
0,0,9,5,"standard"
108,600,1000,1000,"standard"
0,0,976,109,"standard"
0,0,765,765,"standard"
0,0,962,955,"standard"
0,0,5,5,"standard"
0,0,13,462,"standard"
0,0,84,75,"standard"
0,0,358,312,"standard"
0,0,19,2,"standard"
0,0,18,9,"standard"
0,0,9,8,"standard"
0,0,16,7,"standard"
0,0,824,825,"standard"
0,0,5,5,"standard"
0,0,5,4,"standard"
0,0,6,29,"standard"
0,0,853,843,"standard"
0,0,20,16,"standard"
0,0,26,36,"standard"
0,0,10,10,"standard"
0,0,108,109,"standard"
0,0,26,18,"standard"
0,0,5,8,"standard"
0,0,6,3,"standard"
269,94,1000,1000,"standard"
0,0,8,5,"standard"
0,0,26,186,"standard"
0,0,4,6,"standard"
0,0,6,11,"standard"
0,0,539,537,"standard"
0,0,55,65,"standard"
0,0,6,6,"standard"
0,0,198,8,"standard"
0,0,28,32,"standard"
0,0,29,47,"standard"
0,0,61,68,"standard"
0,0,55,68,"standard"
0,0,4,45,"standard"
0,0,82,66,"standard"
0,0,630,629,"standard"
0,0,51,4,"standard"
0,0,3,17,"standard"
0,0,37,3,"standard"
0,0,170,109,"standard"
0,0,283,268,"standard"
0,0,144,144,"standard"
0,0,15,2,"standard"
0,0,60,97,"standard"
0,0,40,18,"standard"
0,0,35,28,"standard"
0,0,201,200,"standard"
0,0,32,31,"standard"
0,0,33,38,"standard"
0,0,23,21,"standard"
0,0,619,576,"standard"
0,0,18,13,"standard"
0,0,15,5,"standard"
0,0,32,40,"standard"
0,0,205,194,"standard"
0,0,65,2,"standard"
0,0,79,17,"standard"
0,0,216,19,"standard"
0,0,10,14,"standard"
0,0,3,2,"standard"
0,0,9,9,"standard"
0,0,4,3,"standard"
0,0,57,56,"standard"
0,0,10,11,"standard"
0,0,42,38,"standard"
0,0,7,3,"standard"
0,0,7,2,"standard"
0,0,5,12,"standard"
0,0,12,12,"standard"
0,0,2,10,"standard"
0,0,8,611,"standard"
0,0,14,14,"standard"
0,0,22,21,"standard"
0,0,62,6,"standard"
0,0,16,266,"standard"
0,0,669,670,"standard"
0,0,2,905,"standard"
0,0,3,6,"standard"
0,0,69,73,"standard"
0,0,109,107,"standard"
0,0,32,33,"standard"
440,166,1000,1000,"standard"
0,0,918,898,"standard"
64,102,1000,1000,"standard"
0,0,13,8,"standard"
0,0,5,2,"standard"
0,0,325,264,"standard"
0,0,156,154,"standard"
75,600,1000,1000,"standard"
0,466,10,1000,"standard"
0,0,43,55,"standard"
0,0,9,4,"standard"
0,0,53,3,"standard"
0,0,16,17,"standard"
0,0,17,214,"standard"
0,0,2,10,"standard"
0,0,2,29,"standard"
0,0,7,2,"standard"
0,0,10,9,"standard"
0,0,283,46,"standard"
0,0,31,9,"standard"
0,0,490,490,"standard"
0,0,20,7,"standard"
0,0,111,6,"standard"
0,0,7,18,"standard"
0,0,948,918,"standard"
0,0,751,738,"standard"
0,0,131,2,"standard"
0,0,720,3,"standard"
0,0,9,2,"standard"
0,0,233,2,"standard"
0,0,6,4,"standard"
0,0,54,50,"standard"
0,0,745,746,"standard"
0,0,12,10,"standard"
0,0,18,56,"standard"
269,69,1000,1000,"standard"
0,0,23,33,"standard"
0,0,31,24,"standard"
0,0,10,9,"standard"
0,0,3,14,"standard"
0,0,20,9,"standard"
0,0,11,13,"standard"
0,0,4,179,"standard"
0,0,552,5,"standard"
0,0,16,15,"standard"
0,0,11,29,"standard"
0,0,23,2,"standard"
0,0,31,2,"standard"
0,0,49,49,"standard"
0,0,37,43,"standard"
0,0,9,13,"standard"
0,0,498,77,"standard"
0,0,23,36,"standard"
0,0,3,6,"standard"
312,83,1000,1000,"standard"
206,232,1000,1000,"standard"
0,0,24,8,"standard"
0,0,756,755,"standard"
0,0,2,90,"standard"
0,0,35,36,"standard"
0,0,29,34,"standard"
0,0,44,46,"standard"
0,0,35,28,"standard"
0,0,11,12,"standard"
0,0,4,794,"standard"
0,0,116,119,"standard"
0,0,908,897,"standard"
0,0,13,23,"standard"
0,0,382,21,"standard"
325,289,1000,1000,"standard"
0,0,24,27,"standard"
0,0,19,25,"standard"
0,0,5,2,"standard"
0,0,408,410,"standard"
0,0,227,228,"standard"
0,0,16,23,"standard"
0,0,318,403,"standard"
0,0,193,17,"standard"
0,0,23,18,"standard"
0,0,37,34,"standard"
0,0,10,7,"standard"
0,0,3,3,"standard"
0,0,36,31,"standard"
0,0,20,20,"standard"
0,0,13,12,"standard"
0,0,881,890,"standard"
0,0,96,95,"standard"
0,0,2,54,"standard"
0,0,541,546,"standard"
0,0,13,17,"standard"
0,0,117,528,"standard"
0,0,13,16,"standard"
0,0,21,21,"standard"
