0,0,632,509
0,0,19,3
0,0,14,13
0,0,4,5
0,0,189,141
0,0,17,15
0,0,30,12
0,0,7,4
396,0,1000,62
0,0,7,39
0,0,67,8
0,0,36,8
0,0,14,9
0,0,10,20
0,0,2,15
0,0,145,26
0,0,41,3
0,0,17,9
0,0,52,4
0,0,23,17
0,0,389,55
0,0,40,15
0,0,130,2
0,0,47,7
0,0,13,12
0,0,31,29
0,0,73,13
0,0,16,4
0,0,3,5
0,0,18,3
268,0,1000,35
0,0,22,9
0,0,9,6
0,0,24,36
0,0,201,70
0,0,4,2
0,0,224,44
0,0,82,5
0,0,2,2
0,0,4,3
0,0,6,7
0,0,3,3
0,0,17,4
0,0,50,36
0,0,84,2
0,0,68,64
0,0,72,70
0,0,144,119
0,0,13,6
0,0,2,5
0,0,43,2
0,0,203,135
0,0,21,2
0,0,8,11
0,0,558,64
0,0,17,9
0,0,33,10
0,0,69,7
0,0,98,2
0,0,33,8
0,0,731,104
0,0,23,13
0,0,5,4
0,0,10,5
0,0,189,159
0,0,94,68
0,0,20,8
0,0,23,12
0,0,161,166
0,0,31,33
0,0,850,834
0,0,32,18
0,0,583,10
0,0,80,73
0,0,338,125
0,0,135,10
0,0,59,5
0,0,62,8
0,0,457,393
0,0,643,66
0,0,20,38
0,0,2,10
0,0,12,12
0,0,9,15
0,0,935,943
0,0,46,4
0,0,35,31
0,0,14,13
0,0,6,6
0,0,17,5
0,0,6,2
0,0,25,22
0,0,11,10
0,0,71,8
0,0,8,6
0,0,50,5
0,0,18,3
0,0,55,7
0,0,426,56
0,0,27,24
0,0,13,7
358,0,1000,738
0,0,56,59
0,0,5,3
0,0,3,6
0,0,133,50
0,0,60,10
0,0,354,2
0,0,180,8
0,0,245,154
0,0,6,3
0,0,34,25
0,0,4,2
0,0,358,121
0,0,190,2
0,0,6,7
0,0,7,8
0,0,12,22
0,0,15,16
0,0,416,2
0,0,363,44
0,0,2,57
0,0,47,9
0,0,73,9
0,0,3,12
0,0,928,19
0,0,8,17
0,0,37,11
0,0,14,5
0,0,317,6
0,0,468,213
0,0,13,11
0,0,20,14
0,0,596,60
0,0,70,31
0,0,533,6
0,0,8,30
0,0,4,17
0,0,553,154
313,0,1000,40
0,0,11,3
0,0,9,14
0,0,4,21
0,0,8,2
0,0,8,38
0,0,18,64
0,0,158,150
0,0,3,8
0,0,9,5
0,0,637,22
0,0,218,216
0,0,146,137
0,0,26,18
0,0,65,14
0,0,854,6
0,0,3,5
0,0,27,15
0,0,191,21
0,0,74,50
0,0,23,12
0,0,18,5
0,0,43,2
0,0,5,3
0,0,59,2
0,0,79,3
0,0,5,5
0,0,2,11
0,0,88,11
0,0,18,3
0,0,64,27
0,0,63,47
0,0,453,33
0,0,138,59
0,0,404,20
0,0,3,4
0,0,25,5
0,0,12,8
0,0,3,5
0,0,46,10
0,0,111,5
0,0,6,9
0,0,485,23
0,0,578,30
0,0,41,5
0,0,12,9
0,0,335,153
0,0,15,53
0,0,49,55
0,0,46,14
0,0,2,3
0,0,26,2
0,0,14,2
0,0,23,18
0,0,50,25
0,0,64,13
0,0,46,16
0,0,67,32
0,0,30,6
0,0,7,4
0,0,34,35
0,0,7,7
0,0,20,14
0,0,7,14
0,0,4,5
0,0,158,3
0,0,432,381
0,0,21,134
0,0,433,434
0,0,24,10
0,0,8,9
0,0,6,5
0,0,252,3
0,0,110,109
0,0,59,2
0,0,15,5
0,0,18,6
0,0,6,2
0,0,3,2
0,0,185,170
0,0,430,214
0,0,52,26
0,0,9,2
0,0,275,2
0,0,4,16
0,0,42,51
0,0,294,4
0,0,150,25
0,0,4,3
0,0,150,65
0,0,665,2
0,0,30,8
0,0,70,10
0,0,9,6
0,0,157,8
0,0,622,276
0,0,517,2
0,0,17,3
0,0,105,15
0,0,23,2
0,0,213,2
0,0,4,3
0,0,15,8
0,0,2,85
0,0,12,10
0,0,314,24
0,0,4,4
0,0,582,3
0,0,80,8
0,0,17,8
0,0,12,3
0,0,7,3
0,0,200,3
0,0,346,336
0,0,29,22
0,0,4,2
0,0,8,4
0,0,92,4
0,0,3,382
0,0,112,7
0,0,18,2
0,0,2,30
0,0,66,21
0,0,68,65
0,0,128,69
0,0,110,19
0,0,66,75
0,0,7,2
0,0,724,77
0,0,13,479
0,0,3,932
0,0,2,10
0,0,83,4
0,0,381,12
0,0,41,23
0,0,19,19
0,0,54,10
0,0,807,19
0,0,5,4
0,0,2,7
0,0,49,29
0,0,22,14
0,0,611,474
0,0,13,3
0,0,2,7
0,0,8,7
0,0,2,52
0,0,5,6
0,0,16,35
0,0,206,8
0,0,12,5
0,0,21,12
0,0,6,4
0,0,103,2
0,0,3,16
0,0,140,5
0,0,12,20
0,0,198,195
0,0,24,6
0,0,80,6
0,0,40,26
0,0,104,6
0,0,480,53
0,0,122,114
0,0,70,11
0,0,7,4
0,0,810,10
0,0,14,6
0,0,723,7
0,0,295,3
0,0,208,5
0,0,248,18
0,0,77,19
0,0,85,29
0,0,2,5
0,0,237,22
0,0,55,12
0,0,9,8
0,0,55,40
0,0,8,7
0,0,41,10
0,0,57,58
0,0,21,14
0,0,19,12
0,0,18,6
0,0,8,11
0,0,63,29
0,0,42,32
0,0,20,38
0,0,9,11
0,0,41,82
0,0,37,28
0,0,608,512
0,0,7,2
0,0,502,4
0,0,26,6
0,0,92,83
0,0,489,22
0,0,221,947
0,0,14,14
598,0,1000,10
0,0,242,235
0,0,11,4
0,0,34,12
0,0,128,7
0,0,113,24
0,0,59,3
0,0,31,3
0,0,244,79
0,0,65,63
0,0,97,8
0,0,2,42
0,0,156,156
0,0,19,4
0,0,145,6
0,0,148,2
0,0,2,4
0,0,5,24
0,0,48,3
0,0,14,10
0,0,10,12
331,291,1000,1000
0,0,34,37
0,0,334,8
0,0,43,38
0,0,7,4
0,0,357,20
0,0,8,8
0,0,26,4
0,0,28,6
0,0,365,114
0,0,107,2
0,0,10,3
0,0,29,29
0,0,22,14
0,0,26,5
0,0,3,5
0,0,757,16
0,0,76,44
0,0,17,10
0,0,36,65
0,0,7,5
0,0,935,30
0,0,536,2
0,0,5,5
0,0,5,9
0,0,7,3
0,0,13,15
0,0,8,15
0,0,22,3
372,0,1000,40
0,0,11,3
0,0,76,10
0,0,3,4
0,0,5,2
0,0,3,2
0,0,644,450
0,0,48,3
0,0,2,5
0,0,27,16
0,0,36,7
0,0,8,2
0,0,197,2
0,0,38,19
0,0,34,17
0,0,590,8
0,0,969,27
0,0,234,195
0,0,565,375
0,0,86,2
0,0,144,21
0,0,26,35
0,0,7,34
0,0,29,4
0,0,315,49
0,0,193,114
0,0,5,35
0,0,119,93
0,0,7,2
0,0,5,2
0,0,2,21
0,0,49,70
0,0,163,2
0,0,45,4
0,0,13,6
0,0,123,51
0,0,5,2
0,0,23,2
0,0,32,7
0,0,15,4
0,0,4,3
0,0,108,25
0,0,32,32
0,0,739,11
0,0,9,9
0,0,400,4
0,0,115,5
0,0,32,3
0,0,67,4
0,0,16,10
0,0,12,9
0,0,102,9
0,0,3,48
0,0,69,67
0,0,34,13
0,0,5,11
0,0,684,10
0,0,4,2
0,0,25,40
0,0,867,394
0,0,57,21
0,0,18,4
0,0,25,16
0,0,3,3
0,0,360,3
0,0,4,2
0,0,896,2
0,0,40,8
0,0,20,205
0,0,528,2
0,0,89,48
0,0,5,56
0,0,225,216
0,0,55,19
0,0,4,5
0,0,94,17
0,0,14,16
0,0,21,2
305,0,1000,612
0,0,18,22
0,0,2,20
0,0,6,2
0,0,48,26
0,0,7,4
0,0,5,4
0,0,83,31
0,0,6,4
0,0,198,6
0,0,19,16
0,0,212,200
0,0,44,11
0,0,367,17
0,0,19,17
0,0,7,2
0,0,45,45
0,0,255,42
0,0,85,56
0,0,6,24
0,0,330,41
0,0,125,42
0,0,3,2
0,0,4,2
0,0,854,451
0,0,12,10
0,0,4,5
0,0,14,18
0,0,15,2
0,0,34,9
0,0,581,8
0,0,236,65
0,0,342,333
0,0,355,169
0,0,3,9
0,0,48,25
0,0,38,9
0,0,227,8
0,0,42,37
0,0,38,15
0,0,8,3
0,0,3,4
0,0,274,173
0,0,12,8
0,0,81,127
0,0,5,6
0,0,6,5
0,0,85,31
0,0,127,4
0,0,20,6
0,0,22,20
0,0,4,18
0,0,30,6
0,0,314,5
0,0,66,96
0,0,5,2
0,0,17,9
0,0,148,50
0,0,16,25
0,0,2,669
0,0,9,4
0,0,117,11
0,0,441,287
0,0,81,40
0,0,46,9
0,0,35,34
0,0,373,8
0,0,11,6
0,0,26,5
0,0,22,17
0,0,17,6
0,0,31,6
0,0,156,43
0,0,3,2
0,0,381,384
0,0,11,3
0,0,2,25
0,0,41,21
0,0,68,14
