"st1","st2","t_fin1","t_fin2","condition"
0,0,5,6,"stingy (1)"
0,0,201,194,"stingy (1)"
0,0,15,12,"stingy (1)"
0,0,10,12,"stingy (1)"
0,0,12,8,"stingy (1)"
0,0,16,14,"stingy (1)"
0,0,29,38,"stingy (1)"
0,0,40,6,"stingy (1)"
0,0,2,31,"stingy (1)"
0,0,2,4,"stingy (1)"
0,0,586,21,"stingy (1)"
600,0,1000,627,"stingy (1)"
0,0,2,28,"stingy (1)"
0,0,783,205,"stingy (1)"
0,0,57,6,"stingy (1)"
0,0,10,14,"stingy (1)"
0,0,131,85,"stingy (1)"
0,0,103,34,"stingy (1)"
0,0,16,16,"stingy (1)"
0,0,6,8,"stingy (1)"
0,0,146,18,"stingy (1)"
0,0,177,13,"stingy (1)"
0,0,552,342,"stingy (1)"
0,0,110,104,"stingy (1)"
0,0,2,22,"stingy (1)"
0,0,48,38,"stingy (1)"
0,0,17,3,"stingy (1)"
0,0,45,394,"stingy (1)"
0,0,20,16,"stingy (1)"
0,0,210,32,"stingy (1)"
0,0,974,661,"stingy (1)"
0,0,53,7,"stingy (1)"
0,0,617,617,"stingy (1)"
0,0,34,35,"stingy (1)"
243,0,1000,713,"stingy (1)"
0,0,69,55,"stingy (1)"
0,0,14,13,"stingy (1)"
348,0,1000,607,"stingy (1)"
0,0,681,40,"stingy (1)"
0,0,248,154,"stingy (1)"
0,0,9,4,"stingy (1)"
0,0,15,23,"stingy (1)"
0,0,342,323,"stingy (1)"
0,0,9,13,"stingy (1)"
0,0,50,42,"stingy (1)"
0,0,95,86,"stingy (1)"
0,0,3,13,"stingy (1)"
0,0,2,11,"stingy (1)"
0,0,989,137,"stingy (1)"
0,0,71,3,"stingy (1)"
0,0,20,26,"stingy (1)"
0,0,534,190,"stingy (1)"
0,0,5,87,"stingy (1)"
0,0,35,19,"stingy (1)"
0,0,36,9,"stingy (1)"
0,0,16,3,"stingy (1)"
0,0,365,314,"stingy (1)"
0,0,196,178,"stingy (1)"
0,0,2,2,"stingy (1)"
0,0,9,3,"stingy (1)"
0,0,13,10,"stingy (1)"
0,0,13,4,"stingy (1)"
0,0,604,44,"stingy (1)"
0,0,78,29,"stingy (1)"
0,0,9,3,"stingy (1)"
0,0,30,60,"stingy (1)"
0,0,86,44,"stingy (1)"
0,0,2,153,"stingy (1)"
0,0,23,7,"stingy (1)"
0,0,10,10,"stingy (1)"
0,0,16,17,"stingy (1)"
0,0,13,15,"stingy (1)"
0,0,23,10,"stingy (1)"
0,0,2,8,"stingy (1)"
0,0,15,20,"stingy (1)"
0,0,22,24,"stingy (1)"
0,0,2,152,"stingy (1)"
0,0,6,2,"stingy (1)"
0,0,26,18,"stingy (1)"
0,0,23,22,"stingy (1)"
0,0,9,28,"stingy (1)"
0,0,17,5,"stingy (1)"
0,0,29,27,"stingy (1)"
0,0,40,10,"stingy (1)"
0,0,3,35,"stingy (1)"
0,0,69,2,"stingy (1)"
0,0,53,58,"stingy (1)"
0,0,33,13,"stingy (1)"
0,0,283,15,"stingy (1)"
0,0,5,5,"stingy (1)"
0,0,56,24,"stingy (1)"
0,0,6,6,"stingy (1)"
0,0,2,4,"stingy (1)"
0,0,2,2,"stingy (1)"
0,0,69,69,"stingy (1)"
0,0,21,2,"stingy (1)"
0,0,30,21,"stingy (1)"
0,0,6,6,"stingy (1)"
0,0,25,9,"stingy (1)"
0,0,5,4,"stingy (1)"
0,0,2,40,"stingy (1)"
0,0,222,2,"stingy (1)"
0,0,9,53,"stingy (1)"
0,0,99,61,"stingy (1)"
0,0,28,41,"stingy (1)"
0,0,15,14,"stingy (1)"
0,0,24,24,"stingy (1)"
0,0,4,5,"stingy (1)"
0,0,27,28,"stingy (1)"
0,0,293,61,"stingy (1)"
0,0,103,6,"stingy (1)"
0,0,6,2,"stingy (1)"
0,0,25,13,"stingy (1)"
0,0,14,35,"stingy (1)"
0,0,2,8,"stingy (1)"
0,0,6,8,"stingy (1)"
0,0,78,18,"stingy (1)"
0,0,146,65,"stingy (1)"
0,0,12,15,"stingy (1)"
0,0,8,6,"stingy (1)"
0,0,127,133,"stingy (1)"
0,0,607,567,"stingy (1)"
0,0,25,21,"stingy (1)"
0,0,15,3,"stingy (1)"
452,0,1000,262,"stingy (1)"
0,0,12,15,"stingy (1)"
0,0,44,37,"stingy (1)"
0,0,40,10,"stingy (1)"
0,0,5,7,"stingy (1)"
0,0,461,17,"stingy (1)"
0,0,7,4,"stingy (1)"
0,0,34,12,"stingy (1)"
0,0,41,13,"stingy (1)"
0,0,3,5,"stingy (1)"
0,0,167,7,"stingy (1)"
0,0,3,7,"stingy (1)"
0,0,40,39,"stingy (1)"
0,0,5,170,"stingy (1)"
0,0,614,488,"stingy (1)"
0,0,53,40,"stingy (1)"
0,0,17,7,"stingy (1)"
0,0,57,24,"stingy (1)"
0,0,17,11,"stingy (1)"
0,0,115,110,"stingy (1)"
0,0,80,72,"stingy (1)"
0,0,377,9,"stingy (1)"
0,0,30,12,"stingy (1)"
0,0,39,42,"stingy (1)"
0,0,5,2,"stingy (1)"
0,0,7,2,"stingy (1)"
0,0,6,10,"stingy (1)"
0,0,5,11,"stingy (1)"
0,0,86,87,"stingy (1)"
0,0,34,16,"stingy (1)"
0,0,2,10,"stingy (1)"
0,0,417,202,"stingy (1)"
0,0,133,119,"stingy (1)"
0,0,40,601,"stingy (1)"
0,0,19,19,"stingy (1)"
0,0,34,30,"stingy (1)"
0,0,18,40,"stingy (1)"
0,595,510,1000,"stingy (1)"
0,0,578,3,"stingy (1)"
0,0,342,273,"stingy (1)"
0,0,34,35,"stingy (1)"
0,0,43,32,"stingy (1)"
0,0,37,8,"stingy (1)"
0,0,5,9,"stingy (1)"
0,0,12,7,"stingy (1)"
0,0,25,37,"stingy (1)"
0,0,27,63,"stingy (1)"
0,0,15,2,"stingy (1)"
0,0,226,35,"stingy (1)"
0,0,428,105,"stingy (1)"
0,0,9,9,"stingy (1)"
0,0,6,344,"stingy (1)"
0,0,138,38,"stingy (1)"
0,0,83,60,"stingy (1)"
0,0,278,241,"stingy (1)"
0,0,100,4,"stingy (1)"
0,0,2,5,"stingy (1)"
0,0,16,20,"stingy (1)"
0,0,21,17,"stingy (1)"
0,0,2,2,"stingy (1)"
0,0,16,21,"stingy (1)"
0,0,73,51,"stingy (1)"
0,0,22,22,"stingy (1)"
0,0,3,7,"stingy (1)"
0,0,2,4,"stingy (1)"
0,0,30,35,"stingy (1)"
0,0,11,8,"stingy (1)"
0,0,10,338,"stingy (1)"
0,0,10,14,"stingy (1)"
0,0,5,4,"stingy (1)"
0,0,6,2,"stingy (1)"
0,0,2,5,"stingy (1)"
0,0,88,82,"stingy (1)"
0,0,160,69,"stingy (1)"
0,0,290,6,"stingy (1)"
0,0,32,5,"stingy (1)"
0,0,91,69,"stingy (1)"
0,0,11,30,"stingy (1)"
0,0,27,41,"stingy (1)"
0,0,35,6,"stingy (1)"
0,0,36,31,"stingy (1)"
0,0,4,368,"stingy (1)"
0,0,15,16,"stingy (1)"
0,0,33,6,"stingy (1)"
0,0,827,642,"stingy (1)"
0,0,299,5,"stingy (1)"
0,0,433,205,"stingy (1)"
0,0,403,40,"stingy (1)"
0,0,342,311,"stingy (1)"
0,0,60,7,"stingy (1)"
0,0,22,4,"stingy (1)"
0,0,293,174,"stingy (1)"
0,0,6,5,"stingy (1)"
0,0,4,3,"stingy (1)"
0,0,16,14,"stingy (1)"
0,0,46,7,"stingy (1)"
0,0,399,279,"stingy (1)"
0,0,559,457,"stingy (1)"
0,0,17,217,"stingy (1)"
0,0,277,276,"stingy (1)"
0,0,2,91,"stingy (1)"
0,0,390,57,"stingy (1)"
0,0,38,21,"stingy (1)"
0,0,28,11,"stingy (1)"
0,0,10,23,"stingy (1)"
0,0,118,9,"stingy (1)"
0,0,22,2,"stingy (1)"
0,0,31,27,"stingy (1)"
0,0,13,18,"stingy (1)"
0,0,4,2,"stingy (1)"
0,0,11,11,"stingy (1)"
0,0,388,388,"stingy (1)"
0,0,6,8,"stingy (1)"
0,0,5,8,"stingy (1)"
0,0,136,6,"stingy (1)"
0,0,3,2,"stingy (1)"
0,0,781,3,"stingy (1)"
0,0,24,20,"stingy (1)"
0,0,45,34,"stingy (1)"
0,0,40,25,"stingy (1)"
0,0,36,45,"stingy (1)"
0,0,55,50,"stingy (1)"
0,0,75,8,"stingy (1)"
0,0,13,3,"stingy (1)"
0,0,76,69,"stingy (1)"
0,0,8,2,"stingy (1)"
567,0,1000,28,"stingy (1)"
0,0,68,24,"stingy (1)"
0,0,4,426,"stingy (1)"
0,0,52,59,"stingy (1)"
411,0,1000,429,"stingy (1)"
0,0,2,2,"stingy (1)"
0,0,95,37,"stingy (1)"
0,0,9,9,"stingy (1)"
0,0,4,627,"stingy (1)"
0,0,7,7,"stingy (1)"
0,0,124,51,"stingy (1)"
0,0,936,50,"stingy (1)"
0,0,8,3,"stingy (1)"
0,0,467,417,"stingy (1)"
0,0,736,258,"stingy (1)"
0,0,4,64,"stingy (1)"
0,0,16,24,"stingy (1)"
0,0,489,308,"stingy (1)"
0,0,323,294,"stingy (1)"
0,0,16,6,"stingy (1)"
0,0,17,20,"stingy (1)"
0,0,521,4,"stingy (1)"
0,0,170,164,"stingy (1)"
0,0,38,32,"stingy (1)"
0,0,56,62,"stingy (1)"
0,0,15,3,"stingy (1)"
0,0,81,85,"stingy (1)"
0,0,7,2,"stingy (1)"
0,0,701,687,"stingy (1)"
0,0,65,79,"stingy (1)"
0,0,2,43,"stingy (1)"
0,0,40,6,"stingy (1)"
0,0,12,18,"stingy (1)"
0,0,5,11,"stingy (1)"
0,0,7,7,"stingy (1)"
0,0,31,12,"stingy (1)"
0,0,12,12,"stingy (1)"
0,0,33,27,"stingy (1)"
0,0,7,4,"stingy (1)"
0,0,39,82,"stingy (1)"
0,0,54,31,"stingy (1)"
0,0,8,11,"stingy (1)"
0,0,54,7,"stingy (1)"
0,0,11,16,"stingy (1)"
0,0,80,11,"stingy (1)"
0,0,287,34,"stingy (1)"
0,0,21,15,"stingy (1)"
0,0,14,12,"stingy (1)"
0,0,15,18,"stingy (1)"
597,0,1000,877,"stingy (1)"
0,0,41,30,"stingy (1)"
0,0,23,31,"stingy (1)"
0,0,7,7,"stingy (1)"
0,0,13,494,"stingy (1)"
0,0,12,13,"stingy (1)"
0,0,4,2,"stingy (1)"
0,0,27,11,"stingy (1)"
0,0,28,15,"stingy (1)"
0,0,342,41,"stingy (1)"
0,0,752,751,"stingy (1)"
0,0,3,4,"stingy (1)"
0,0,74,71,"stingy (1)"
0,0,36,4,"stingy (1)"
0,0,4,2,"stingy (1)"
0,0,25,5,"stingy (1)"
0,0,10,8,"stingy (1)"
0,0,17,2,"stingy (1)"
0,0,310,10,"stingy (1)"
0,0,13,15,"stingy (1)"
0,0,24,607,"stingy (1)"
0,0,50,31,"stingy (1)"
0,0,50,34,"stingy (1)"
0,0,88,74,"stingy (1)"
0,0,16,2,"stingy (1)"
0,0,30,20,"stingy (1)"
0,0,4,24,"stingy (1)"
0,0,5,63,"stingy (1)"
0,0,2,22,"stingy (1)"
0,0,18,17,"stingy (1)"
0,0,5,9,"stingy (1)"
0,0,12,2,"stingy (1)"
0,0,54,53,"stingy (1)"
0,0,127,118,"stingy (1)"
0,0,3,3,"stingy (1)"
0,0,7,7,"stingy (1)"
0,0,5,5,"stingy (1)"
310,0,1000,718,"stingy (1)"
0,0,7,8,"stingy (1)"
0,0,6,26,"stingy (1)"
0,0,29,29,"stingy (1)"
0,0,41,38,"stingy (1)"
0,0,141,4,"stingy (1)"
0,0,358,339,"stingy (1)"
0,0,20,4,"stingy (1)"
0,0,34,36,"stingy (1)"
0,0,389,184,"stingy (1)"
0,0,36,38,"stingy (1)"
0,0,41,24,"stingy (1)"
0,0,307,95,"stingy (1)"
0,0,77,54,"stingy (1)"
0,0,18,8,"stingy (1)"
0,0,199,5,"stingy (1)"
0,0,44,32,"stingy (1)"
0,0,53,52,"stingy (1)"
0,0,517,436,"stingy (1)"
0,0,894,133,"stingy (1)"
0,0,31,16,"stingy (1)"
0,0,31,6,"stingy (1)"
0,0,296,31,"stingy (1)"
0,0,11,2,"stingy (1)"
0,0,11,12,"stingy (1)"
0,0,7,2,"stingy (1)"
0,0,27,10,"stingy (1)"
0,0,434,7,"stingy (1)"
0,0,73,9,"stingy (1)"
0,0,25,6,"stingy (1)"
0,0,699,129,"stingy (1)"
0,0,7,43,"stingy (1)"
0,0,4,11,"stingy (1)"
0,0,44,3,"stingy (1)"
0,0,23,23,"stingy (1)"
0,0,299,63,"stingy (1)"
0,0,52,2,"stingy (1)"
0,0,12,2,"stingy (1)"
0,0,11,20,"stingy (1)"
0,0,796,122,"stingy (1)"
0,0,787,502,"stingy (1)"
0,0,19,6,"stingy (1)"
0,0,370,365,"stingy (1)"
0,0,10,5,"stingy (1)"
0,0,109,21,"stingy (1)"
0,0,125,5,"stingy (1)"
0,0,12,36,"stingy (1)"
0,0,10,11,"stingy (1)"
0,0,23,13,"stingy (1)"
0,0,44,94,"stingy (1)"
0,0,58,42,"stingy (1)"
0,0,9,16,"stingy (1)"
0,0,16,8,"stingy (1)"
0,0,16,25,"stingy (1)"
0,0,7,3,"stingy (1)"
0,0,117,40,"stingy (1)"
0,0,12,10,"stingy (1)"
0,0,5,5,"stingy (1)"
0,0,8,16,"stingy (1)"
0,0,41,39,"stingy (1)"
0,0,27,25,"stingy (1)"
0,0,27,88,"stingy (1)"
0,0,752,21,"stingy (1)"
0,0,8,4,"stingy (1)"
0,0,117,116,"stingy (1)"
0,0,6,2,"stingy (1)"
0,0,58,5,"stingy (1)"
0,0,20,3,"stingy (1)"
0,0,201,10,"stingy (1)"
0,0,87,86,"stingy (1)"
0,0,10,3,"stingy (1)"
0,0,4,588,"stingy (1)"
0,0,7,2,"stingy (1)"
0,0,46,48,"stingy (1)"
0,0,7,16,"stingy (1)"
0,0,7,4,"stingy (1)"
0,0,6,16,"stingy (1)"
0,0,4,6,"stingy (1)"
0,0,799,9,"stingy (1)"
0,0,39,47,"stingy (1)"
0,0,44,36,"stingy (1)"
0,0,4,7,"stingy (1)"
287,310,1000,1000,"stingy (1)"
0,0,5,4,"stingy (1)"
0,0,356,344,"stingy (1)"
0,0,9,3,"stingy (1)"
0,0,18,2,"stingy (1)"
0,0,17,2,"stingy (1)"
0,0,658,657,"stingy (1)"
0,0,47,6,"stingy (1)"
0,0,256,6,"stingy (1)"
0,0,200,13,"stingy (1)"
0,0,2,6,"stingy (1)"
0,0,263,9,"stingy (1)"
0,0,2,11,"stingy (1)"
0,0,2,3,"stingy (1)"
0,0,897,817,"stingy (1)"
0,0,94,75,"stingy (1)"
389,0,1000,25,"stingy (1)"
0,0,131,124,"stingy (1)"
0,0,72,22,"stingy (1)"
0,0,6,2,"stingy (1)"
0,0,18,12,"stingy (1)"
0,0,11,14,"stingy (1)"
0,0,68,134,"stingy (1)"
0,0,172,155,"stingy (1)"
0,0,52,48,"stingy (1)"
0,0,47,23,"stingy (1)"
0,0,129,3,"stingy (1)"
0,0,20,9,"stingy (1)"
0,0,39,24,"stingy (1)"
0,0,13,9,"stingy (1)"
0,0,7,4,"stingy (1)"
0,0,9,10,"stingy (1)"
247,0,1000,390,"stingy (1)"
0,0,4,3,"stingy (1)"
0,0,11,3,"stingy (1)"
0,0,11,10,"stingy (1)"
0,0,7,19,"stingy (1)"
0,0,31,27,"stingy (1)"
0,0,130,45,"stingy (1)"
0,0,42,32,"stingy (1)"
0,0,106,48,"stingy (1)"
0,0,43,17,"stingy (1)"
0,0,69,8,"stingy (1)"
455,0,1000,6,"stingy (1)"
0,0,19,28,"stingy (1)"
0,0,161,4,"stingy (1)"
0,0,89,84,"stingy (1)"
0,0,155,127,"stingy (1)"
0,0,604,27,"stingy (1)"
0,0,450,458,"stingy (1)"
0,0,6,19,"stingy (1)"
524,0,1000,131,"stingy (1)"
0,0,115,68,"stingy (1)"
0,0,26,24,"stingy (1)"
0,0,726,726,"stingy (1)"
0,0,9,12,"stingy (1)"
0,0,9,9,"stingy (1)"
0,0,3,6,"stingy (1)"
0,0,221,225,"stingy (1)"
0,0,4,4,"stingy (1)"
0,0,7,8,"stingy (1)"
0,0,53,10,"stingy (1)"
0,0,20,24,"stingy (1)"
0,0,3,6,"stingy (1)"
0,0,10,8,"stingy (1)"
0,0,419,401,"stingy (1)"
0,0,52,51,"stingy (1)"
0,0,25,11,"stingy (1)"
0,0,126,110,"stingy (1)"
0,0,92,28,"stingy (1)"
0,0,6,8,"stingy (1)"
0,0,11,12,"stingy (1)"
0,0,6,5,"stingy (1)"
0,0,12,3,"stingy (1)"
0,0,3,3,"stingy (1)"
0,0,15,9,"stingy (1)"
0,0,3,5,"stingy (1)"
0,0,13,7,"stingy (1)"
0,0,3,5,"stingy (1)"
0,0,278,149,"stingy (1)"
0,0,289,59,"stingy (1)"
0,0,21,2,"stingy (1)"
0,0,184,82,"stingy (1)"
0,0,4,3,"stingy (1)"
0,0,6,16,"stingy (1)"
0,0,734,682,"stingy (1)"
0,0,419,320,"stingy (1)"
0,0,9,7,"stingy (1)"
0,0,24,21,"stingy (1)"
0,0,8,8,"stingy (1)"
0,0,12,20,"stingy (1)"
0,0,933,794,"stingy (1)"
0,332,113,1000,"stingy (1)"
0,0,88,79,"stingy (1)"
0,0,10,3,"stingy (1)"
0,0,6,4,"stingy (1)"
0,0,38,8,"stingy (1)"
0,0,11,9,"stingy (1)"
0,0,25,5,"stingy (1)"
0,0,51,22,"stingy (1)"
0,0,2,12,"stingy (1)"
0,0,15,18,"stingy (1)"
0,0,71,54,"stingy (1)"
0,0,43,9,"stingy (1)"
0,0,468,43,"stingy (1)"
0,0,27,21,"stingy (1)"
0,0,7,9,"stingy (1)"
0,0,97,106,"stingy (1)"
0,0,50,45,"stingy (1)"
0,0,886,4,"stingy (1)"
0,0,336,156,"stingy (1)"
0,0,7,5,"stingy (1)"
0,0,25,29,"stingy (1)"
0,0,131,62,"stingy (1)"
0,0,872,318,"stingy (1)"
0,0,20,20,"stingy (1)"
0,0,2,364,"stingy (1)"
0,0,10,9,"stingy (1)"
0,0,578,226,"stingy (1)"
0,0,188,186,"stingy (1)"
0,0,21,11,"stingy (1)"
0,0,5,26,"stingy (1)"
0,0,5,5,"stingy (1)"
0,0,12,9,"stingy (1)"
0,0,170,152,"stingy (1)"
0,0,45,27,"stingy (1)"
0,0,328,254,"stingy (1)"
0,0,12,41,"stingy (1)"
0,0,21,42,"stingy (1)"
0,0,9,2,"stingy (1)"
0,0,69,33,"stingy (1)"
0,0,24,10,"stingy (1)"
0,0,294,202,"stingy (1)"
0,0,6,16,"stingy (1)"
0,0,18,9,"stingy (1)"
0,0,9,358,"stingy (1)"
0,0,57,51,"stingy (1)"
0,0,28,9,"stingy (1)"
0,0,49,255,"stingy (1)"
0,0,3,7,"stingy (1)"
440,0,1000,34,"stingy (1)"
353,0,1000,36,"stingy (1)"
0,0,17,24,"stingy (1)"
0,0,3,510,"stingy (1)"
0,0,12,7,"stingy (1)"
600,0,1000,896,"stingy (1)"
0,0,2,2,"stingy (1)"
0,0,53,52,"stingy (1)"
0,0,133,66,"stingy (1)"
0,0,51,54,"stingy (1)"
0,0,4,7,"stingy (1)"
0,0,201,53,"stingy (1)"
0,0,15,16,"stingy (1)"
0,0,7,13,"stingy (1)"
0,0,373,346,"stingy (1)"
0,0,13,5,"stingy (1)"
0,0,608,540,"stingy (1)"
0,0,27,24,"stingy (1)"
0,0,3,11,"stingy (1)"
0,0,7,2,"stingy (1)"
0,0,172,7,"stingy (1)"
0,0,234,13,"stingy (1)"
0,0,355,48,"stingy (1)"
0,0,378,102,"stingy (1)"
0,0,693,271,"stingy (1)"
0,0,14,19,"stingy (1)"
0,0,17,2,"stingy (1)"
0,0,61,3,"stingy (1)"
0,0,257,233,"stingy (1)"
0,0,3,4,"stingy (1)"
0,0,55,45,"stingy (1)"
0,0,11,6,"stingy (1)"
0,0,275,2,"stingy (1)"
0,0,5,3,"stingy (1)"
0,0,271,239,"stingy (1)"
0,0,10,15,"stingy (1)"
0,0,392,384,"stingy (1)"
0,0,19,14,"stingy (1)"
0,0,24,17,"stingy (1)"
0,0,31,31,"stingy (1)"
0,0,30,23,"stingy (1)"
0,0,120,30,"stingy (1)"
0,0,6,8,"stingy (1)"
0,0,14,8,"stingy (1)"
0,0,6,8,"stingy (1)"
0,0,5,15,"stingy (1)"
0,0,5,10,"stingy (1)"
0,0,4,7,"stingy (1)"
0,0,61,71,"stingy (1)"
0,0,74,31,"stingy (1)"
0,0,76,34,"stingy (1)"
0,0,155,149,"stingy (1)"
0,0,266,247,"stingy (1)"
0,0,2,2,"stingy (1)"
0,0,410,382,"stingy (1)"
0,0,6,2,"stingy (1)"
0,0,27,25,"stingy (1)"
0,0,397,179,"stingy (1)"
0,0,20,14,"stingy (1)"
0,0,926,415,"stingy (1)"
0,0,767,396,"stingy (1)"
0,0,65,51,"stingy (1)"
0,0,3,151,"stingy (1)"
600,0,1000,28,"stingy (1)"
0,0,12,23,"stingy (1)"
0,0,5,4,"stingy (1)"
0,0,31,6,"stingy (1)"
0,0,13,11,"stingy (1)"
0,0,706,57,"stingy (1)"
0,0,73,11,"stingy (1)"
0,0,363,6,"stingy (1)"
0,0,122,101,"stingy (1)"
0,0,19,25,"stingy (1)"
0,0,2,7,"stingy (1)"
0,0,30,11,"stingy (1)"
0,0,23,17,"stingy (1)"
0,0,14,4,"stingy (1)"
0,0,29,2,"stingy (1)"
0,0,89,58,"stingy (1)"
0,0,9,5,"stingy (1)"
0,0,34,5,"stingy (1)"
0,0,44,6,"stingy (1)"
0,0,5,286,"stingy (1)"
295,219,1000,1000,"stingy (1)"
0,0,193,87,"stingy (1)"
0,0,9,4,"stingy (1)"
0,0,687,558,"stingy (1)"
0,0,10,9,"stingy (1)"
0,0,3,3,"stingy (1)"
0,0,82,54,"stingy (1)"
0,0,190,14,"stingy (1)"
0,0,5,4,"stingy (1)"
0,0,50,42,"stingy (1)"
0,0,12,3,"stingy (1)"
0,0,13,3,"stingy (1)"
0,0,19,183,"stingy (1)"
0,0,850,37,"stingy (1)"
0,0,26,7,"stingy (1)"
0,0,526,9,"stingy (1)"
0,0,408,66,"stingy (1)"
0,0,89,24,"stingy (1)"
0,0,9,6,"stingy (1)"
0,0,2,29,"stingy (1)"
0,0,141,94,"stingy (1)"
0,0,8,4,"stingy (1)"
0,0,6,47,"stingy (1)"
0,0,23,9,"stingy (1)"
0,0,4,13,"stingy (1)"
0,0,6,3,"stingy (1)"
0,0,215,138,"stingy (1)"
0,0,8,9,"stingy (1)"
0,0,145,10,"stingy (1)"
0,0,648,139,"stingy (1)"
0,0,3,13,"stingy (1)"
0,0,31,332,"stingy (1)"
0,0,52,26,"stingy (1)"
0,0,15,7,"stingy (1)"
0,0,37,30,"stingy (1)"
0,0,2,13,"stingy (1)"
0,0,52,493,"stingy (1)"
0,0,11,14,"stingy (1)"
0,0,50,33,"stingy (1)"
0,0,4,7,"stingy (1)"
0,0,49,45,"stingy (1)"
0,0,6,4,"stingy (1)"
0,0,2,5,"stingy (1)"
0,0,62,5,"stingy (1)"
0,0,312,101,"stingy (1)"
0,0,62,57,"stingy (1)"
0,0,18,18,"stingy (1)"
0,0,455,135,"stingy (1)"
0,0,3,310,"stingy (1)"
0,0,70,69,"stingy (1)"
0,0,30,20,"stingy (1)"
0,0,141,28,"stingy (1)"
0,0,18,21,"stingy (1)"
0,0,95,9,"stingy (1)"
0,0,2,5,"stingy (1)"
0,0,6,6,"stingy (1)"
0,0,65,37,"stingy (1)"
0,0,104,10,"stingy (1)"
0,0,4,86,"stingy (1)"
0,0,46,27,"stingy (1)"
0,0,102,36,"stingy (1)"
0,0,33,13,"stingy (1)"
0,0,2,208,"stingy (1)"
0,0,99,6,"stingy (1)"
0,0,181,47,"stingy (1)"
0,0,902,357,"stingy (1)"
0,0,73,68,"stingy (1)"
0,0,10,7,"stingy (1)"
0,0,141,15,"stingy (1)"
0,0,6,3,"stingy (1)"
0,0,4,642,"stingy (1)"
0,0,51,45,"stingy (1)"
0,0,171,62,"stingy (1)"
0,0,2,3,"stingy (1)"
0,0,3,11,"stingy (1)"
0,0,17,13,"stingy (1)"
0,0,26,5,"stingy (1)"
0,0,8,7,"stingy (1)"
0,0,272,87,"stingy (1)"
0,0,70,74,"stingy (1)"
210,0,1000,714,"stingy (1)"
0,0,17,26,"stingy (1)"
0,0,242,153,"stingy (1)"
0,0,5,2,"stingy (1)"
0,0,619,464,"stingy (1)"
0,0,33,8,"stingy (1)"
0,0,52,50,"stingy (1)"
0,0,308,35,"stingy (1)"
88,171,1000,1000,"stingy (1)"
0,0,8,28,"stingy (1)"
0,0,62,28,"stingy (1)"
0,0,340,13,"stingy (1)"
0,0,3,3,"stingy (1)"
0,0,7,7,"stingy (1)"
0,0,2,9,"stingy (1)"
0,0,279,179,"stingy (1)"
0,0,16,22,"stingy (1)"
0,0,54,18,"stingy (1)"
0,0,14,10,"stingy (1)"
0,0,17,6,"stingy (1)"
0,0,42,46,"stingy (1)"
0,0,3,30,"stingy (1)"
0,0,5,2,"stingy (1)"
0,0,6,3,"stingy (1)"
0,0,60,2,"stingy (1)"
0,0,58,11,"stingy (1)"
0,0,140,125,"stingy (1)"
0,0,91,42,"stingy (1)"
0,0,184,39,"stingy (1)"
0,0,39,25,"stingy (1)"
0,0,63,120,"stingy (1)"
0,0,6,3,"stingy (1)"
0,199,5,1000,"stingy (1)"
0,0,125,4,"stingy (1)"
0,0,594,595,"stingy (1)"
0,0,153,113,"stingy (1)"
0,0,37,19,"stingy (1)"
0,0,9,5,"stingy (1)"
0,0,264,115,"stingy (1)"
0,0,218,65,"stingy (1)"
0,0,38,31,"stingy (1)"
0,0,19,21,"stingy (1)"
0,0,101,100,"stingy (1)"
0,0,94,74,"stingy (1)"
0,0,208,11,"stingy (1)"
0,0,4,224,"stingy (1)"
0,0,2,39,"stingy (1)"
0,0,10,8,"stingy (1)"
0,0,49,4,"stingy (1)"
360,0,1000,675,"stingy (1)"
0,0,200,47,"stingy (1)"
0,0,6,5,"stingy (1)"
0,0,725,17,"stingy (1)"
0,0,354,6,"stingy (1)"
0,0,6,3,"stingy (1)"
0,0,19,19,"stingy (1)"
0,0,3,4,"stingy (1)"
0,0,5,7,"stingy (1)"
0,0,13,7,"stingy (1)"
0,0,13,16,"stingy (1)"
0,0,5,5,"stingy (1)"
0,0,586,234,"stingy (1)"
0,0,241,268,"stingy (1)"
0,0,6,2,"stingy (1)"
0,0,32,7,"stingy (1)"
0,0,42,7,"stingy (1)"
0,0,116,13,"stingy (1)"
0,0,15,11,"stingy (1)"
0,0,16,2,"stingy (1)"
0,0,419,270,"stingy (1)"
0,0,640,477,"stingy (1)"
0,0,53,29,"stingy (1)"
0,0,28,172,"stingy (1)"
0,0,8,397,"stingy (1)"
0,0,180,183,"stingy (1)"
0,0,5,5,"stingy (1)"
0,0,2,6,"stingy (1)"
0,0,30,20,"stingy (1)"
0,0,662,522,"stingy (1)"
0,0,127,211,"stingy (1)"
0,0,7,7,"stingy (1)"
0,0,13,10,"stingy (1)"
0,0,325,4,"stingy (1)"
0,0,221,90,"stingy (1)"
0,0,132,104,"stingy (1)"
0,0,14,23,"stingy (1)"
0,0,4,4,"stingy (1)"
0,0,6,196,"stingy (1)"
0,0,124,103,"stingy (1)"
0,0,8,13,"stingy (1)"
0,0,5,3,"stingy (1)"
0,0,784,214,"stingy (1)"
0,0,245,167,"stingy (1)"
0,0,55,5,"stingy (1)"
0,0,7,5,"stingy (1)"
0,0,89,58,"stingy (1)"
0,0,74,32,"stingy (1)"
0,0,201,191,"stingy (1)"
0,0,199,22,"stingy (1)"
