"st1","st2","st3","t_fin1","t_fin2","t_fin3","condition"
0,0,0,28,9,3,"stingy (2)"
0,0,0,215,38,29,"stingy (2)"
0,0,0,17,6,3,"stingy (2)"
0,0,0,28,85,148,"stingy (2)"
0,0,0,370,2,105,"stingy (2)"
0,0,0,43,34,43,"stingy (2)"
0,0,0,4,45,72,"stingy (2)"
0,0,0,171,260,36,"stingy (2)"
0,0,0,6,58,5,"stingy (2)"
0,0,0,4,154,7,"stingy (2)"
0,0,0,13,783,781,"stingy (2)"
600,0,0,1000,72,2,"stingy (2)"
0,0,0,3,3,7,"stingy (2)"
0,0,0,76,2,9,"stingy (2)"
0,0,0,35,28,29,"stingy (2)"
0,0,0,87,18,10,"stingy (2)"
0,0,0,3,2,4,"stingy (2)"
0,0,0,17,6,13,"stingy (2)"
0,0,0,11,4,5,"stingy (2)"
0,0,0,419,23,7,"stingy (2)"
0,0,0,56,108,37,"stingy (2)"
0,0,0,399,12,72,"stingy (2)"
0,0,0,61,524,9,"stingy (2)"
0,0,0,2,89,3,"stingy (2)"
0,0,0,58,8,25,"stingy (2)"
0,0,0,7,30,37,"stingy (2)"
0,0,0,130,7,32,"stingy (2)"
0,0,0,3,2,2,"stingy (2)"
0,0,0,538,7,11,"stingy (2)"
0,0,0,23,10,2,"stingy (2)"
0,0,0,449,195,4,"stingy (2)"
0,0,0,9,195,11,"stingy (2)"
0,0,0,30,2,27,"stingy (2)"
0,0,0,5,21,4,"stingy (2)"
0,0,0,18,40,21,"stingy (2)"
0,0,0,19,180,21,"stingy (2)"
0,0,0,2,16,5,"stingy (2)"
0,0,0,55,92,37,"stingy (2)"
0,0,0,9,3,5,"stingy (2)"
0,0,0,60,27,7,"stingy (2)"
0,0,0,7,15,14,"stingy (2)"
0,0,0,5,44,53,"stingy (2)"
0,0,0,26,13,8,"stingy (2)"
0,0,0,88,3,4,"stingy (2)"
0,0,0,6,340,251,"stingy (2)"
0,0,0,306,2,2,"stingy (2)"
0,0,0,16,6,12,"stingy (2)"
0,0,0,13,93,8,"stingy (2)"
0,0,0,20,80,19,"stingy (2)"
0,0,0,209,22,13,"stingy (2)"
0,0,0,67,18,56,"stingy (2)"
0,0,0,2,3,5,"stingy (2)"
0,0,0,4,142,5,"stingy (2)"
0,0,0,626,18,19,"stingy (2)"
0,0,0,15,244,7,"stingy (2)"
0,0,0,8,87,46,"stingy (2)"
0,0,0,199,5,156,"stingy (2)"
0,0,0,16,3,10,"stingy (2)"
0,0,0,15,146,73,"stingy (2)"
0,0,0,125,10,5,"stingy (2)"
0,0,0,4,5,5,"stingy (2)"
0,0,0,76,444,52,"stingy (2)"
0,0,0,36,5,29,"stingy (2)"
0,0,0,3,29,11,"stingy (2)"
0,0,0,8,33,15,"stingy (2)"
0,0,0,10,3,8,"stingy (2)"
0,0,0,9,713,3,"stingy (2)"
0,0,0,92,15,89,"stingy (2)"
0,0,0,39,3,6,"stingy (2)"
0,0,0,47,119,19,"stingy (2)"
0,0,0,2,4,195,"stingy (2)"
0,0,0,421,595,157,"stingy (2)"
0,0,0,8,716,172,"stingy (2)"
0,0,0,10,4,5,"stingy (2)"
0,0,0,151,17,4,"stingy (2)"
0,0,0,3,404,192,"stingy (2)"
0,0,0,4,9,9,"stingy (2)"
0,0,0,22,110,3,"stingy (2)"
0,0,0,20,20,3,"stingy (2)"
0,0,0,2,3,11,"stingy (2)"
0,0,0,5,223,32,"stingy (2)"
0,0,0,57,9,39,"stingy (2)"
0,0,0,10,143,137,"stingy (2)"
0,0,0,4,13,4,"stingy (2)"
0,0,0,41,17,23,"stingy (2)"
0,0,0,4,7,5,"stingy (2)"
0,0,0,5,4,2,"stingy (2)"
0,0,0,39,109,6,"stingy (2)"
0,0,0,305,393,145,"stingy (2)"
0,0,0,2,63,12,"stingy (2)"
0,0,0,80,5,3,"stingy (2)"
0,0,0,12,126,26,"stingy (2)"
0,0,0,475,3,2,"stingy (2)"
0,0,0,22,16,15,"stingy (2)"
0,0,0,4,9,4,"stingy (2)"
0,0,0,109,75,63,"stingy (2)"
0,0,0,17,2,12,"stingy (2)"
0,0,0,3,32,21,"stingy (2)"
0,0,0,17,2,3,"stingy (2)"
0,0,0,11,72,3,"stingy (2)"
0,0,0,9,4,2,"stingy (2)"
0,0,0,790,330,24,"stingy (2)"
0,0,0,40,31,25,"stingy (2)"
0,0,0,8,7,6,"stingy (2)"
0,0,0,3,2,153,"stingy (2)"
0,0,0,5,19,6,"stingy (2)"
0,0,0,2,11,2,"stingy (2)"
0,0,0,10,34,25,"stingy (2)"
0,0,0,5,3,10,"stingy (2)"
0,0,0,7,4,7,"stingy (2)"
0,0,0,63,5,37,"stingy (2)"
0,0,0,69,18,8,"stingy (2)"
0,0,0,41,521,3,"stingy (2)"
0,0,0,76,42,11,"stingy (2)"
0,0,0,3,634,4,"stingy (2)"
0,0,0,47,8,46,"stingy (2)"
0,0,0,5,159,154,"stingy (2)"
0,0,0,4,12,2,"stingy (2)"
0,0,0,10,4,2,"stingy (2)"
0,0,0,11,8,7,"stingy (2)"
0,0,0,37,15,35,"stingy (2)"
0,0,0,72,3,15,"stingy (2)"
0,0,0,25,82,24,"stingy (2)"
0,0,0,36,6,12,"stingy (2)"
0,0,0,4,10,10,"stingy (2)"
0,0,0,49,38,2,"stingy (2)"
0,0,0,188,13,22,"stingy (2)"
0,0,0,4,4,4,"stingy (2)"
0,0,0,26,3,4,"stingy (2)"
0,0,0,4,2,4,"stingy (2)"
0,0,0,4,5,19,"stingy (2)"
0,0,0,99,4,7,"stingy (2)"
0,0,0,134,3,2,"stingy (2)"
0,0,0,54,28,7,"stingy (2)"
0,0,0,10,2,2,"stingy (2)"
0,0,0,2,27,2,"stingy (2)"
0,0,0,352,43,32,"stingy (2)"
0,0,0,64,261,8,"stingy (2)"
0,0,0,36,11,36,"stingy (2)"
0,0,0,4,217,119,"stingy (2)"
0,0,0,4,3,211,"stingy (2)"
0,0,0,58,2,10,"stingy (2)"
0,0,0,8,23,22,"stingy (2)"
0,0,0,711,58,13,"stingy (2)"
0,0,0,14,5,10,"stingy (2)"
0,0,0,4,44,3,"stingy (2)"
0,0,0,123,3,38,"stingy (2)"
0,0,0,15,17,2,"stingy (2)"
0,0,0,28,5,5,"stingy (2)"
0,0,0,2,507,13,"stingy (2)"
0,0,0,9,2,4,"stingy (2)"
0,0,0,105,348,101,"stingy (2)"
0,0,0,3,8,5,"stingy (2)"
0,0,0,117,805,154,"stingy (2)"
0,0,0,12,7,2,"stingy (2)"
0,0,0,3,2,65,"stingy (2)"
0,0,0,4,583,3,"stingy (2)"
0,0,0,9,131,14,"stingy (2)"
0,0,0,10,11,169,"stingy (2)"
0,0,0,62,297,9,"stingy (2)"
0,0,0,34,2,11,"stingy (2)"
0,0,0,3,47,7,"stingy (2)"
0,0,0,13,109,15,"stingy (2)"
0,0,0,32,14,7,"stingy (2)"
0,0,0,66,67,43,"stingy (2)"
0,0,0,24,326,5,"stingy (2)"
0,0,0,41,209,26,"stingy (2)"
0,0,0,132,549,5,"stingy (2)"
0,0,0,2,7,5,"stingy (2)"
0,0,0,16,19,17,"stingy (2)"
0,0,0,8,9,11,"stingy (2)"
0,484,0,89,1000,23,"stingy (2)"
0,0,0,41,3,15,"stingy (2)"
0,0,0,27,25,58,"stingy (2)"
0,0,0,2,4,8,"stingy (2)"
0,0,0,47,7,8,"stingy (2)"
0,0,0,37,29,25,"stingy (2)"
0,0,0,275,103,14,"stingy (2)"
0,0,0,18,79,10,"stingy (2)"
0,0,0,507,126,25,"stingy (2)"
0,0,0,7,20,4,"stingy (2)"
0,0,0,99,54,13,"stingy (2)"
0,0,0,96,11,5,"stingy (2)"
0,0,0,10,6,5,"stingy (2)"
0,0,0,8,12,2,"stingy (2)"
0,0,0,10,2,6,"stingy (2)"
0,0,0,23,175,131,"stingy (2)"
0,0,0,8,53,52,"stingy (2)"
0,0,0,29,12,2,"stingy (2)"
0,0,0,219,7,15,"stingy (2)"
0,0,0,50,29,28,"stingy (2)"
0,0,0,3,57,43,"stingy (2)"
0,0,0,16,2,11,"stingy (2)"
0,0,0,94,16,21,"stingy (2)"
0,0,0,25,14,14,"stingy (2)"
0,0,0,163,5,15,"stingy (2)"
0,0,0,68,8,3,"stingy (2)"
0,0,0,50,271,6,"stingy (2)"
0,0,0,26,13,12,"stingy (2)"
0,0,0,434,27,8,"stingy (2)"
0,0,0,18,12,7,"stingy (2)"
0,0,0,9,64,15,"stingy (2)"
0,0,0,4,4,10,"stingy (2)"
0,0,0,80,25,3,"stingy (2)"
0,0,0,74,79,7,"stingy (2)"
0,0,0,19,45,6,"stingy (2)"
0,0,0,8,28,8,"stingy (2)"
0,0,0,78,8,32,"stingy (2)"
0,0,0,72,4,12,"stingy (2)"
0,0,0,385,9,9,"stingy (2)"
0,0,0,32,31,30,"stingy (2)"
0,0,0,9,60,13,"stingy (2)"
0,0,0,70,64,5,"stingy (2)"
0,0,0,42,5,2,"stingy (2)"
0,0,0,158,145,107,"stingy (2)"
0,0,0,14,236,7,"stingy (2)"
0,0,0,2,34,5,"stingy (2)"
0,0,0,5,3,3,"stingy (2)"
0,0,0,5,2,3,"stingy (2)"
0,0,0,6,6,11,"stingy (2)"
0,0,0,60,3,8,"stingy (2)"
0,0,0,3,13,13,"stingy (2)"
0,0,0,3,16,10,"stingy (2)"
0,0,0,27,54,30,"stingy (2)"
0,0,0,62,114,347,"stingy (2)"
0,0,0,15,4,16,"stingy (2)"
0,0,0,750,26,754,"stingy (2)"
0,0,0,18,324,25,"stingy (2)"
0,0,0,38,3,3,"stingy (2)"
0,0,0,21,37,8,"stingy (2)"
0,0,0,42,249,37,"stingy (2)"
0,0,0,5,92,6,"stingy (2)"
0,0,0,3,377,17,"stingy (2)"
0,0,0,47,67,66,"stingy (2)"
0,0,0,37,37,7,"stingy (2)"
0,0,0,33,2,33,"stingy (2)"
0,0,0,3,65,8,"stingy (2)"
0,0,0,6,137,22,"stingy (2)"
0,0,0,2,8,3,"stingy (2)"
0,0,0,2,41,12,"stingy (2)"
0,0,0,11,56,14,"stingy (2)"
0,0,0,57,7,26,"stingy (2)"
0,0,0,55,16,19,"stingy (2)"
0,0,0,5,82,13,"stingy (2)"
0,0,0,25,795,5,"stingy (2)"
0,0,0,20,81,13,"stingy (2)"
0,0,0,11,186,3,"stingy (2)"
0,0,0,16,34,2,"stingy (2)"
0,0,0,47,8,7,"stingy (2)"
0,0,0,37,5,7,"stingy (2)"
0,0,0,8,40,38,"stingy (2)"
0,0,0,147,93,79,"stingy (2)"
0,0,0,3,65,37,"stingy (2)"
0,0,0,849,39,8,"stingy (2)"
0,0,0,474,55,40,"stingy (2)"
0,0,0,14,19,6,"stingy (2)"
0,431,0,52,1000,47,"stingy (2)"
0,0,0,255,7,21,"stingy (2)"
0,0,0,18,838,26,"stingy (2)"
0,0,0,2,15,6,"stingy (2)"
0,0,0,308,2,15,"stingy (2)"
0,0,0,3,636,15,"stingy (2)"
0,0,0,3,235,33,"stingy (2)"
0,0,0,3,840,2,"stingy (2)"
0,0,0,143,358,20,"stingy (2)"
582,0,0,1000,55,33,"stingy (2)"
0,0,0,6,10,25,"stingy (2)"
0,0,0,3,3,88,"stingy (2)"
0,0,0,6,3,3,"stingy (2)"
0,0,0,43,20,22,"stingy (2)"
0,0,0,14,69,5,"stingy (2)"
0,0,0,20,4,5,"stingy (2)"
0,0,0,39,3,3,"stingy (2)"
0,0,0,5,7,2,"stingy (2)"
0,0,0,7,96,19,"stingy (2)"
0,0,0,8,11,7,"stingy (2)"
0,0,0,4,2,63,"stingy (2)"
0,0,0,17,13,32,"stingy (2)"
0,0,0,5,11,4,"stingy (2)"
0,0,0,13,5,58,"stingy (2)"
0,0,0,211,537,115,"stingy (2)"
0,0,0,15,15,3,"stingy (2)"
0,0,0,4,116,2,"stingy (2)"
0,0,0,2,324,3,"stingy (2)"
0,0,0,7,3,8,"stingy (2)"
0,0,0,2,52,2,"stingy (2)"
0,0,0,5,2,4,"stingy (2)"
0,0,0,8,6,3,"stingy (2)"
0,0,0,252,52,241,"stingy (2)"
0,0,0,22,12,8,"stingy (2)"
0,0,0,14,18,11,"stingy (2)"
0,0,0,57,24,5,"stingy (2)"
0,0,0,38,392,24,"stingy (2)"
0,0,0,123,4,6,"stingy (2)"
0,0,0,4,33,27,"stingy (2)"
0,0,0,17,92,3,"stingy (2)"
0,0,0,407,31,46,"stingy (2)"
0,0,0,9,10,18,"stingy (2)"
0,0,0,70,22,8,"stingy (2)"
0,0,0,99,127,25,"stingy (2)"
0,0,0,3,4,7,"stingy (2)"
0,0,0,16,7,4,"stingy (2)"
0,0,0,11,5,5,"stingy (2)"
0,0,0,12,215,141,"stingy (2)"
0,0,0,11,9,5,"stingy (2)"
0,0,0,11,6,7,"stingy (2)"
0,0,0,10,82,3,"stingy (2)"
0,0,0,24,16,14,"stingy (2)"
0,0,0,179,40,23,"stingy (2)"
0,0,0,14,17,5,"stingy (2)"
0,0,0,5,10,10,"stingy (2)"
0,0,0,3,27,6,"stingy (2)"
0,0,0,5,397,2,"stingy (2)"
0,0,0,27,46,123,"stingy (2)"
0,0,0,11,428,2,"stingy (2)"
0,0,0,25,187,30,"stingy (2)"
0,0,0,92,29,14,"stingy (2)"
0,179,0,3,1000,948,"stingy (2)"
0,0,0,2,47,2,"stingy (2)"
0,0,0,19,84,9,"stingy (2)"
0,0,0,482,89,49,"stingy (2)"
0,0,0,23,4,17,"stingy (2)"
0,0,0,126,9,6,"stingy (2)"
0,0,0,188,9,9,"stingy (2)"
0,0,0,9,11,11,"stingy (2)"
0,0,0,66,2,49,"stingy (2)"
0,0,0,734,7,2,"stingy (2)"
0,0,0,901,16,11,"stingy (2)"
0,0,0,450,25,2,"stingy (2)"
0,0,0,65,162,21,"stingy (2)"
0,0,0,15,9,16,"stingy (2)"
0,0,0,256,59,2,"stingy (2)"
0,0,0,4,139,10,"stingy (2)"
0,0,0,4,62,4,"stingy (2)"
0,0,0,13,2,12,"stingy (2)"
0,0,0,82,27,28,"stingy (2)"
0,0,0,352,384,17,"stingy (2)"
0,0,0,67,8,2,"stingy (2)"
0,0,0,13,4,4,"stingy (2)"
0,0,0,6,8,3,"stingy (2)"
0,0,0,2,8,6,"stingy (2)"
0,0,0,11,6,5,"stingy (2)"
0,0,0,16,19,5,"stingy (2)"
0,0,0,363,103,311,"stingy (2)"
0,0,0,3,246,4,"stingy (2)"
0,0,0,9,110,101,"stingy (2)"
0,0,0,8,4,8,"stingy (2)"
0,0,0,608,15,2,"stingy (2)"
0,0,0,295,406,86,"stingy (2)"
0,0,0,139,109,2,"stingy (2)"
0,0,0,64,6,17,"stingy (2)"
0,0,0,5,760,12,"stingy (2)"
0,0,0,65,6,4,"stingy (2)"
0,0,0,125,2,3,"stingy (2)"
0,0,0,72,26,3,"stingy (2)"
0,0,0,920,11,24,"stingy (2)"
0,0,0,10,139,2,"stingy (2)"
0,0,0,13,392,11,"stingy (2)"
0,0,0,30,69,4,"stingy (2)"
0,0,0,105,22,10,"stingy (2)"
0,0,0,426,5,72,"stingy (2)"
0,0,0,129,52,25,"stingy (2)"
0,0,0,21,6,4,"stingy (2)"
0,0,0,197,14,190,"stingy (2)"
0,0,0,35,117,5,"stingy (2)"
0,0,0,18,8,4,"stingy (2)"
0,0,0,353,44,324,"stingy (2)"
0,0,0,17,19,8,"stingy (2)"
0,0,0,21,44,18,"stingy (2)"
0,264,0,4,1000,3,"stingy (2)"
0,0,0,5,6,4,"stingy (2)"
0,0,0,527,140,12,"stingy (2)"
0,0,0,6,26,11,"stingy (2)"
0,0,0,6,26,5,"stingy (2)"
0,0,0,18,19,30,"stingy (2)"
0,0,0,19,28,13,"stingy (2)"
0,0,0,23,36,13,"stingy (2)"
0,0,0,3,100,71,"stingy (2)"
0,0,0,14,18,13,"stingy (2)"
0,90,0,36,1000,30,"stingy (2)"
0,0,0,7,2,6,"stingy (2)"
185,0,0,1000,5,934,"stingy (2)"
0,0,0,18,47,23,"stingy (2)"
0,0,0,78,2,6,"stingy (2)"
0,0,0,73,24,12,"stingy (2)"
0,0,0,3,13,3,"stingy (2)"
0,0,0,9,82,4,"stingy (2)"
0,0,0,12,4,10,"stingy (2)"
0,0,0,7,175,33,"stingy (2)"
0,0,0,6,10,10,"stingy (2)"
0,0,0,7,110,8,"stingy (2)"
0,0,0,11,423,79,"stingy (2)"
0,0,0,13,228,6,"stingy (2)"
0,0,0,69,4,3,"stingy (2)"
0,0,0,6,7,3,"stingy (2)"
0,0,0,4,7,2,"stingy (2)"
0,0,0,646,9,3,"stingy (2)"
0,0,0,4,4,5,"stingy (2)"
0,0,0,225,2,4,"stingy (2)"
0,0,0,4,66,4,"stingy (2)"
0,0,0,20,711,705,"stingy (2)"
0,0,0,3,9,3,"stingy (2)"
0,0,0,21,21,5,"stingy (2)"
0,0,0,13,7,14,"stingy (2)"
0,0,0,4,3,3,"stingy (2)"
0,0,0,113,313,25,"stingy (2)"
0,0,0,54,29,22,"stingy (2)"
0,0,0,154,12,62,"stingy (2)"
0,0,0,73,50,29,"stingy (2)"
0,0,0,13,46,14,"stingy (2)"
0,0,0,161,650,14,"stingy (2)"
0,0,0,24,824,751,"stingy (2)"
0,0,0,7,4,6,"stingy (2)"
0,229,0,12,1000,220,"stingy (2)"
0,0,0,2,39,18,"stingy (2)"
0,0,0,36,5,10,"stingy (2)"
0,0,0,55,26,2,"stingy (2)"
0,0,0,134,7,8,"stingy (2)"
0,0,0,13,18,2,"stingy (2)"
181,0,0,1000,9,995,"stingy (2)"
0,0,0,124,14,23,"stingy (2)"
0,0,0,20,25,2,"stingy (2)"
0,0,0,7,4,4,"stingy (2)"
0,0,0,2,10,6,"stingy (2)"
0,0,0,170,26,5,"stingy (2)"
0,0,0,752,20,651,"stingy (2)"
0,0,0,15,7,3,"stingy (2)"
0,0,0,24,39,39,"stingy (2)"
0,0,0,94,153,102,"stingy (2)"
0,0,0,36,49,22,"stingy (2)"
0,0,0,2,2,2,"stingy (2)"
0,0,0,39,76,65,"stingy (2)"
0,0,0,22,193,189,"stingy (2)"
0,0,0,36,124,36,"stingy (2)"
0,0,0,126,211,45,"stingy (2)"
0,0,0,3,5,9,"stingy (2)"
0,0,0,292,530,111,"stingy (2)"
0,0,0,3,36,9,"stingy (2)"
0,0,0,2,6,6,"stingy (2)"
0,0,0,25,109,102,"stingy (2)"
0,0,0,9,12,9,"stingy (2)"
0,0,0,13,274,48,"stingy (2)"
0,0,0,44,18,3,"stingy (2)"
0,0,0,5,3,3,"stingy (2)"
0,0,0,33,700,247,"stingy (2)"
0,0,0,2,69,13,"stingy (2)"
0,0,0,10,2,2,"stingy (2)"
0,0,0,33,7,4,"stingy (2)"
0,0,0,211,140,10,"stingy (2)"
0,0,0,9,6,6,"stingy (2)"
0,0,0,5,156,146,"stingy (2)"
0,0,0,148,6,6,"stingy (2)"
0,0,0,4,7,8,"stingy (2)"
0,0,0,42,160,6,"stingy (2)"
0,0,0,147,42,9,"stingy (2)"
0,0,0,2,55,3,"stingy (2)"
0,0,0,50,12,2,"stingy (2)"
0,0,0,6,53,22,"stingy (2)"
0,0,0,5,18,8,"stingy (2)"
0,0,0,471,7,443,"stingy (2)"
0,0,0,8,14,9,"stingy (2)"
0,0,0,5,127,138,"stingy (2)"
0,0,0,4,97,65,"stingy (2)"
0,0,0,641,8,35,"stingy (2)"
0,0,0,5,6,11,"stingy (2)"
0,0,0,8,6,6,"stingy (2)"
0,0,0,27,83,23,"stingy (2)"
0,0,0,16,40,35,"stingy (2)"
0,0,0,49,9,43,"stingy (2)"
0,201,0,65,1000,699,"stingy (2)"
0,0,0,388,3,231,"stingy (2)"
0,0,0,4,7,2,"stingy (2)"
0,0,0,6,11,2,"stingy (2)"
0,0,0,14,209,17,"stingy (2)"
0,0,0,38,30,2,"stingy (2)"
0,0,0,38,73,27,"stingy (2)"
0,0,0,13,117,8,"stingy (2)"
0,0,0,26,46,31,"stingy (2)"
254,0,0,1000,7,208,"stingy (2)"
0,0,0,424,39,29,"stingy (2)"
0,0,0,17,497,315,"stingy (2)"
0,0,0,64,110,51,"stingy (2)"
0,0,0,9,9,8,"stingy (2)"
0,0,0,26,18,8,"stingy (2)"
0,0,0,7,17,3,"stingy (2)"
0,0,0,89,665,10,"stingy (2)"
0,0,0,27,22,12,"stingy (2)"
0,0,0,7,2,10,"stingy (2)"
0,0,0,236,2,8,"stingy (2)"
0,0,0,43,61,20,"stingy (2)"
0,0,0,530,38,7,"stingy (2)"
0,0,0,27,5,12,"stingy (2)"
0,0,0,3,3,514,"stingy (2)"
0,0,0,192,675,147,"stingy (2)"
0,0,0,31,63,36,"stingy (2)"
0,0,0,16,18,12,"stingy (2)"
0,0,0,11,195,5,"stingy (2)"
0,0,0,2,6,12,"stingy (2)"
0,0,0,2,7,4,"stingy (2)"
0,0,0,6,17,17,"stingy (2)"
0,0,0,127,15,5,"stingy (2)"
0,0,0,15,2,7,"stingy (2)"
0,0,0,4,12,2,"stingy (2)"
0,0,0,15,4,12,"stingy (2)"
0,0,0,98,15,23,"stingy (2)"
0,0,0,162,64,144,"stingy (2)"
0,0,0,12,7,6,"stingy (2)"
0,0,0,158,433,10,"stingy (2)"
0,0,0,386,39,18,"stingy (2)"
0,0,0,2,3,20,"stingy (2)"
0,0,0,247,4,3,"stingy (2)"
0,0,0,7,102,92,"stingy (2)"
0,0,0,20,11,8,"stingy (2)"
0,0,0,3,31,5,"stingy (2)"
0,0,0,22,8,9,"stingy (2)"
0,0,0,89,40,13,"stingy (2)"
0,0,0,6,25,11,"stingy (2)"
0,0,0,4,7,3,"stingy (2)"
0,0,0,9,124,3,"stingy (2)"
0,0,0,74,683,38,"stingy (2)"
0,0,0,9,88,4,"stingy (2)"
0,0,0,9,17,4,"stingy (2)"
0,0,0,38,5,6,"stingy (2)"
0,0,0,3,12,11,"stingy (2)"
0,0,0,45,43,26,"stingy (2)"
0,0,0,30,20,11,"stingy (2)"
0,0,0,292,56,288,"stingy (2)"
0,0,0,6,86,2,"stingy (2)"
0,0,0,39,181,2,"stingy (2)"
0,0,0,3,13,10,"stingy (2)"
0,0,0,15,167,7,"stingy (2)"
0,0,0,15,33,7,"stingy (2)"
0,0,0,38,2,5,"stingy (2)"
0,0,0,23,46,29,"stingy (2)"
0,0,0,255,128,26,"stingy (2)"
0,0,0,3,10,2,"stingy (2)"
0,0,0,5,54,3,"stingy (2)"
0,0,0,19,65,57,"stingy (2)"
148,0,0,1000,18,8,"stingy (2)"
0,0,0,107,16,6,"stingy (2)"
0,0,0,10,2,10,"stingy (2)"
359,0,0,1000,97,91,"stingy (2)"
0,0,0,6,16,19,"stingy (2)"
0,0,0,15,46,43,"stingy (2)"
0,0,0,5,8,2,"stingy (2)"
0,0,0,943,6,3,"stingy (2)"
0,0,0,5,18,9,"stingy (2)"
0,0,0,37,29,17,"stingy (2)"
0,0,0,5,20,6,"stingy (2)"
0,0,0,132,11,8,"stingy (2)"
0,0,0,19,7,23,"stingy (2)"
0,0,0,716,2,8,"stingy (2)"
0,0,0,18,80,34,"stingy (2)"
0,0,0,10,21,12,"stingy (2)"
0,0,0,11,7,9,"stingy (2)"
0,0,0,13,16,15,"stingy (2)"
0,0,0,365,31,15,"stingy (2)"
0,0,0,3,175,9,"stingy (2)"
0,0,0,340,3,34,"stingy (2)"
0,0,0,13,8,12,"stingy (2)"
0,0,0,54,7,6,"stingy (2)"
0,0,0,4,4,108,"stingy (2)"
0,0,0,152,9,21,"stingy (2)"
0,0,0,687,12,12,"stingy (2)"
0,0,0,2,247,2,"stingy (2)"
0,0,0,16,3,2,"stingy (2)"
0,0,0,35,723,18,"stingy (2)"
0,0,0,6,94,62,"stingy (2)"
0,0,0,22,42,51,"stingy (2)"
0,0,0,91,144,81,"stingy (2)"
0,0,0,12,176,59,"stingy (2)"
0,0,0,23,37,16,"stingy (2)"
0,0,0,2,8,4,"stingy (2)"
0,0,0,563,4,33,"stingy (2)"
0,0,0,137,2,11,"stingy (2)"
0,0,0,2,11,2,"stingy (2)"
0,0,0,103,144,27,"stingy (2)"
0,0,0,4,2,3,"stingy (2)"
0,0,0,2,2,854,"stingy (2)"
0,0,0,2,29,11,"stingy (2)"
0,0,0,56,5,8,"stingy (2)"
0,0,0,3,3,32,"stingy (2)"
0,0,0,5,13,11,"stingy (2)"
0,0,0,7,2,7,"stingy (2)"
0,0,0,286,114,47,"stingy (2)"
0,0,0,31,3,8,"stingy (2)"
0,0,0,145,259,9,"stingy (2)"
0,0,0,5,49,2,"stingy (2)"
0,0,0,3,4,2,"stingy (2)"
0,0,0,433,6,11,"stingy (2)"
0,0,0,2,5,4,"stingy (2)"
0,0,0,918,45,583,"stingy (2)"
0,0,0,9,238,110,"stingy (2)"
0,0,0,23,2,11,"stingy (2)"
0,0,0,9,15,3,"stingy (2)"
0,0,0,48,4,4,"stingy (2)"
0,0,0,3,69,2,"stingy (2)"
0,0,0,608,42,234,"stingy (2)"
0,0,0,327,3,84,"stingy (2)"
0,0,0,25,16,444,"stingy (2)"
0,0,0,100,66,97,"stingy (2)"
0,0,0,21,14,4,"stingy (2)"
0,0,0,67,527,28,"stingy (2)"
0,0,0,7,71,6,"stingy (2)"
0,0,0,2,10,4,"stingy (2)"
0,0,0,3,8,7,"stingy (2)"
0,0,0,35,4,3,"stingy (2)"
0,0,0,18,70,11,"stingy (2)"
0,0,0,27,8,13,"stingy (2)"
0,0,0,66,96,38,"stingy (2)"
0,0,0,2,32,11,"stingy (2)"
0,0,0,338,6,21,"stingy (2)"
0,121,0,317,1000,8,"stingy (2)"
0,0,0,38,5,3,"stingy (2)"
0,0,0,6,3,2,"stingy (2)"
0,0,0,190,11,7,"stingy (2)"
0,0,0,69,14,5,"stingy (2)"
0,0,0,300,43,20,"stingy (2)"
0,0,0,10,19,2,"stingy (2)"
0,0,0,50,38,22,"stingy (2)"
0,0,0,438,256,94,"stingy (2)"
0,0,0,10,2,10,"stingy (2)"
0,0,0,32,55,35,"stingy (2)"
0,0,0,3,84,24,"stingy (2)"
0,0,0,45,345,20,"stingy (2)"
0,0,0,2,49,2,"stingy (2)"
0,0,0,91,20,20,"stingy (2)"
0,0,0,53,10,5,"stingy (2)"
0,0,0,3,15,11,"stingy (2)"
0,0,0,268,16,3,"stingy (2)"
0,0,0,6,17,11,"stingy (2)"
0,0,0,389,2,38,"stingy (2)"
0,0,0,136,529,13,"stingy (2)"
0,0,0,107,18,21,"stingy (2)"
0,0,0,10,3,3,"stingy (2)"
0,0,0,12,14,9,"stingy (2)"
0,0,0,41,17,2,"stingy (2)"
0,0,0,83,7,82,"stingy (2)"
0,0,0,553,9,4,"stingy (2)"
0,0,0,6,67,6,"stingy (2)"
0,0,0,298,55,42,"stingy (2)"
0,0,0,46,3,35,"stingy (2)"
0,0,0,11,15,11,"stingy (2)"
0,0,0,4,187,5,"stingy (2)"
0,0,0,390,3,5,"stingy (2)"
0,0,0,284,144,6,"stingy (2)"
0,0,0,7,10,2,"stingy (2)"
0,0,0,50,21,6,"stingy (2)"
0,0,0,9,3,9,"stingy (2)"
0,0,0,8,36,46,"stingy (2)"
0,0,0,58,2,31,"stingy (2)"
0,0,0,23,16,8,"stingy (2)"
0,0,0,8,9,2,"stingy (2)"
0,0,0,96,2,5,"stingy (2)"
0,0,0,18,44,24,"stingy (2)"
0,0,0,4,498,11,"stingy (2)"
0,0,0,60,10,4,"stingy (2)"
0,0,0,347,112,866,"stingy (2)"
0,0,0,5,5,6,"stingy (2)"
0,0,0,9,49,49,"stingy (2)"
0,0,0,14,13,14,"stingy (2)"
0,80,0,53,1000,420,"stingy (2)"
0,0,0,15,10,2,"stingy (2)"
0,0,0,261,5,13,"stingy (2)"
